MBD2	ENHA_8_128521000_128522000_HINFP
AR	ENHA_8_128146000_128147000_FOXH1
AR	ENHA_8_128144000_128145000_NR2C2
AR	ENHA_8_128144000_128145000_TCF7L2
AR	ENHA_8_128134000_128135000_ELF3
AR	ENHA_8_128116000_128117000_FOXA1
AR	ENHA_8_128116000_128117000_NR2C2
AR	ENHA_8_128105000_128106000_FOXH1
AR	ENHA_8_128105000_128106000_TCF7L2
AR	ENHA_8_128075000_128076000_NR2C2
AR	ENHA_8_128056000_128057000_ELF3
AR	ENHA_8_128049000_128050000_TCF7L2
AR	ENHA_8_128032000_128033000_NR2C1
AR	ENHA_8_128031000_128032000_FOXA1
AR	ENHA_8_127948000_127949000_FOXA1
AR	ENHA_8_127947000_127948000_FOXH1
AR	ENHA_8_127946000_127947000_FOXH1
AR	ENHA_8_127944000_127945000_ELF3
AR	ENHA_8_127944000_127945000_NR2C1
AR	ENHA_8_127943000_127944000_ETV5
AR	ENHA_8_127943000_127944000_ELF3
AR	ENHA_8_127943000_127944000_ZBTB7A
AR	ENHA_8_127940000_127941000_ETV5
AR	ENHA_8_127940000_127941000_FOXA1
AR	ENHA_8_127939000_127940000_FOXA1
AR	ENHA_8_127939000_127940000_NR2C2
AR	ENHA_8_127938000_127939000_FOXA1
AR	ENHA_8_127937000_127938000_FOXA1
AR	ENHA_8_127936000_127937000_ZBTB7A
AR	ENHA_8_127909000_127910000_FOXA1
AR	ENHA_8_127909000_127910000_ZBTB7A
AR	ENHA_8_127908000_127909000_FOXA1
AR	ENHA_8_127908000_127909000_REL
AR	ENHA_8_127896000_127897000_FOXH1
AR	ENHA_8_127896000_127897000_NR2C2
AR	ENHA_8_127883000_127884000_TCF7L2
AR	ENHA_8_127883000_127884000_REL
AR	ENHA_8_127882000_127883000_FOXA1
AR	ENHA_8_127839000_127840000_NR2C2
AR	ENHA_8_127838000_127839000_NR2C2
AR	ENHA_8_127838000_127839000_TCF7L2
AR	ENHA_8_127837000_127838000_REL
NFKBIB	ENHA_8_128574000_128575000_NFKB2
NFKBIB	ENHA_8_128534000_128535000_NFKB2
NFKBIB	ENHA_8_128344000_128345000_REL
NFKBIB	ENHA_8_128146000_128147000_NFKB2
NFKBIB	ENHA_8_128032000_128033000_NFKB2
NFKBIB	ENHA_8_127948000_127949000_NFKB2
NFKBIB	ENHA_8_127944000_127945000_NFKB2
NFKBIB	ENHA_8_127940000_127941000_NFKB2
NFKBIB	ENHA_8_127908000_127909000_REL
NFKBIB	ENHA_8_127883000_127884000_REL
NFKBIB	ENHA_8_127837000_127838000_REL
FBXW7	ENHA_8_128574000_128575000_NFKB2
FBXW7	ENHA_8_128534000_128535000_NFKB2
FBXW7	ENHA_8_128533000_128534000_GATA2
FBXW7	ENHA_8_128344000_128345000_KLF2
FBXW7	ENHA_8_128344000_128345000_KLF5
FBXW7	ENHA_8_128343000_128344000_KLF2
FBXW7	ENHA_8_128343000_128344000_KLF5
FBXW7	ENHA_8_128292000_128293000_SOX9
FBXW7	ENHA_8_128284000_128285000_GATA2
FBXW7	ENHA_8_128230000_128231000_SOX9
FBXW7	ENHA_8_128228000_128229000_SOX9
FBXW7	ENHA_8_128228000_128229000_MYB
FBXW7	ENHA_8_128146000_128147000_NFKB2
FBXW7	ENHA_8_128144000_128145000_GATA2
FBXW7	ENHA_8_128105000_128106000_SOX9
FBXW7	ENHA_8_128055000_128056000_GATA2
FBXW7	ENHA_8_128032000_128033000_NFKB2
FBXW7	ENHA_8_128032000_128033000_MYB
FBXW7	ENHA_8_128031000_128032000_MYB
FBXW7	ENHA_8_127965000_127966000_GATA2
FBXW7	ENHA_8_127948000_127949000_NFKB2
FBXW7	ENHA_8_127946000_127947000_MYB
FBXW7	ENHA_8_127945000_127946000_KLF2
FBXW7	ENHA_8_127944000_127945000_NFKB2
FBXW7	ENHA_8_127944000_127945000_KLF2
FBXW7	ENHA_8_127942000_127943000_SOX9
FBXW7	ENHA_8_127942000_127943000_GATA2
FBXW7	ENHA_8_127940000_127941000_SOX9
FBXW7	ENHA_8_127940000_127941000_NFKB2
FBXW7	ENHA_8_127940000_127941000_GATA2
FBXW7	ENHA_8_127940000_127941000_KLF2
FBXW7	ENHA_8_127939000_127940000_KLF2
FBXW7	ENHA_8_127939000_127940000_KLF5
FBXW7	ENHA_8_127936000_127937000_GATA2
FBXW7	ENHA_8_127936000_127937000_KLF2
FBXW7	ENHA_8_127936000_127937000_KLF5
FBXW7	ENHA_8_127926000_127927000_GATA2
FBXW7	ENHA_8_127891000_127892000_KLF2
FBXW7	ENHA_8_127891000_127892000_KLF5
FBXW7	ENHA_8_127882000_127883000_GATA2
FBXW7	ENHA_8_127837000_127838000_GATA2
SMAD2	ENHA_8_128598000_128599000_ETV4
SMAD2	ENHA_8_128566000_128567000_MEF2A
SMAD2	ENHA_8_128534000_128535000_LEF1
SMAD2	ENHA_8_128534000_128535000_MEF2A
SMAD2	ENHA_8_128533000_128534000_MEF2A
SMAD2	ENHA_8_128532000_128533000_MEF2A
SMAD2	ENHA_8_128531000_128532000_IRF3
SMAD2	ENHA_8_128531000_128532000_MEF2A
SMAD2	ENHA_8_128522000_128523000_ETV4
SMAD2	ENHA_8_128522000_128523000_LEF1
SMAD2	ENHA_8_128521000_128522000_MEF2A
SMAD2	ENHA_8_128521000_128522000_KLF5
SMAD2	ENHA_8_128506000_128507000_ETV4
SMAD2	ENHA_8_128344000_128345000_MEF2A
SMAD2	ENHA_8_128344000_128345000_KLF5
SMAD2	ENHA_8_128343000_128344000_IRF7
SMAD2	ENHA_8_128343000_128344000_KLF5
SMAD2	ENHA_8_128284000_128285000_FOXH1
SMAD2	ENHA_8_128284000_128285000_MEF2A
SMAD2	ENHA_8_128230000_128231000_MEF2A
SMAD2	ENHA_8_128229000_128230000_IRF7
SMAD2	ENHA_8_128228000_128229000_IRF3
SMAD2	ENHA_8_128228000_128229000_TGIF1
SMAD2	ENHA_8_128227000_128228000_IRF7
SMAD2	ENHA_8_128227000_128228000_IRF3
SMAD2	ENHA_8_128146000_128147000_FOXH1
SMAD2	ENHA_8_128146000_128147000_MEF2A
SMAD2	ENHA_8_128145000_128146000_IRF7
SMAD2	ENHA_8_128145000_128146000_IRF3
SMAD2	ENHA_8_128145000_128146000_MEF2A
SMAD2	ENHA_8_128144000_128145000_IRF7
SMAD2	ENHA_8_128144000_128145000_IRF3
SMAD2	ENHA_8_128144000_128145000_MEF2A
SMAD2	ENHA_8_128134000_128135000_IRF7
SMAD2	ENHA_8_128116000_128117000_LEF1
SMAD2	ENHA_8_128115000_128116000_IRF3
SMAD2	ENHA_8_128115000_128116000_MEF2A
SMAD2	ENHA_8_128114000_128115000_IRF7
SMAD2	ENHA_8_128114000_128115000_MEF2A
SMAD2	ENHA_8_128114000_128115000_TGIF1
SMAD2	ENHA_8_128113000_128114000_MEF2A
SMAD2	ENHA_8_128106000_128107000_MEF2A
SMAD2	ENHA_8_128105000_128106000_FOXH1
SMAD2	ENHA_8_128105000_128106000_LEF1
SMAD2	ENHA_8_128105000_128106000_MEF2A
SMAD2	ENHA_8_128075000_128076000_IRF3
SMAD2	ENHA_8_128075000_128076000_MEF2A
SMAD2	ENHA_8_128075000_128076000_KLF5
SMAD2	ENHA_8_128057000_128058000_ETV4
SMAD2	ENHA_8_128057000_128058000_IRF7
SMAD2	ENHA_8_128057000_128058000_IRF3
SMAD2	ENHA_8_128057000_128058000_MEF2A
SMAD2	ENHA_8_128056000_128057000_MEF2A
SMAD2	ENHA_8_128055000_128056000_ETV4
SMAD2	ENHA_8_128055000_128056000_FOXH1
SMAD2	ENHA_8_128054000_128055000_KLF5
SMAD2	ENHA_8_128053000_128054000_MEF2A
SMAD2	ENHA_8_128053000_128054000_KLF5
SMAD2	ENHA_8_128032000_128033000_IRF7
SMAD2	ENHA_8_127970000_127971000_MEF2A
SMAD2	ENHA_8_127965000_127966000_ETV4
SMAD2	ENHA_8_127965000_127966000_IRF7
SMAD2	ENHA_8_127948000_127949000_TGIF1
SMAD2	ENHA_8_127947000_127948000_FOXH1
SMAD2	ENHA_8_127946000_127947000_FOXH1
SMAD2	ENHA_8_127944000_127945000_MEF2A
SMAD2	ENHA_8_127943000_127944000_ETV4
SMAD2	ENHA_8_127943000_127944000_MEF2A
SMAD2	ENHA_8_127942000_127943000_ETV4
SMAD2	ENHA_8_127942000_127943000_MEF2A
SMAD2	ENHA_8_127942000_127943000_SMAD5
SMAD2	ENHA_8_127939000_127940000_MEF2A
SMAD2	ENHA_8_127939000_127940000_KLF5
SMAD2	ENHA_8_127936000_127937000_KLF5
SMAD2	ENHA_8_127927000_127928000_LEF1
SMAD2	ENHA_8_127926000_127927000_FOXH1
SMAD2	ENHA_8_127911000_127912000_MEF2A
SMAD2	ENHA_8_127909000_127910000_ETV4
SMAD2	ENHA_8_127909000_127910000_MEF2A
SMAD2	ENHA_8_127908000_127909000_IRF3
SMAD2	ENHA_8_127908000_127909000_KLF5
SMAD2	ENHA_8_127907000_127908000_TGIF1
SMAD2	ENHA_8_127896000_127897000_FOXH1
SMAD2	ENHA_8_127896000_127897000_LEF1
SMAD2	ENHA_8_127896000_127897000_MEF2A
SMAD2	ENHA_8_127891000_127892000_KLF5
SMAD2	ENHA_8_127882000_127883000_LEF1
SMAD2	ENHA_8_127839000_127840000_SMAD5
SMAD2	ENHA_8_127838000_127839000_LEF1
SMAD2	ENHA_8_127837000_127838000_IRF3
RARA	ENHA_8_128599000_128600000_FOXA1
RARA	ENHA_8_128598000_128599000_FOXA1
RARA	ENHA_8_128532000_128533000_FOXA1
RARA	ENHA_8_128531000_128532000_FOXA1
RARA	ENHA_8_128522000_128523000_FOXA1
RARA	ENHA_8_128521000_128522000_KLF5
RARA	ENHA_8_128507000_128508000_FOXA1
RARA	ENHA_8_128344000_128345000_KLF5
RARA	ENHA_8_128343000_128344000_KLF5
RARA	ENHA_8_128293000_128294000_FOXA1
RARA	ENHA_8_128228000_128229000_CLOCK
RARA	ENHA_8_128228000_128229000_FOXA1
RARA	ENHA_8_128227000_128228000_FOXA1
RARA	ENHA_8_128145000_128146000_NFE2L2
RARA	ENHA_8_128075000_128076000_RXRB
RARA	ENHA_8_128075000_128076000_KLF5
RARA	ENHA_8_128055000_128056000_FOXA1
RARA	ENHA_8_128054000_128055000_NFE2L2
RARA	ENHA_8_128054000_128055000_KLF5
RARA	ENHA_8_128053000_128054000_KLF5
RARA	ENHA_8_128031000_128032000_FOXA1
RARA	ENHA_8_127965000_127966000_NFE2L2
RARA	ENHA_8_127948000_127949000_FOXA1
RARA	ENHA_8_127940000_127941000_CLOCK
RARA	ENHA_8_127940000_127941000_FOXA1
RARA	ENHA_8_127939000_127940000_FOXA1
RARA	ENHA_8_127939000_127940000_KLF5
RARA	ENHA_8_127937000_127938000_FOXA1
RARA	ENHA_8_127936000_127937000_KLF5
RARA	ENHA_8_127927000_127928000_CLOCK
RARA	ENHA_8_127926000_127927000_FOXA1
RARA	ENHA_8_127909000_127910000_FOXA1
RARA	ENHA_8_127908000_127909000_FOXA1
RARA	ENHA_8_127908000_127909000_TFAP2C
RARA	ENHA_8_127908000_127909000_KLF5
RARA	ENHA_8_127891000_127892000_NFE2L2
RARA	ENHA_8_127891000_127892000_KLF5
RARA	ENHA_8_127883000_127884000_RXRB
RARA	ENHA_8_127882000_127883000_CLOCK
RARA	ENHA_8_127882000_127883000_FOXA1
RARA	ENHA_8_127838000_127839000_TFAP2C
RARA	ENHA_8_127837000_127838000_NFE2L2
UBA52	ENHA_8_128574000_128575000_NFKB2
UBA52	ENHA_8_128534000_128535000_NFKB2
UBA52	ENHA_8_128534000_128535000_NFATC4
UBA52	ENHA_8_128507000_128508000_NFATC4
UBA52	ENHA_8_128343000_128344000_KLF5
UBA52	ENHA_8_128228000_128229000_NFATC4
UBA52	ENHA_8_128146000_128147000_NFKB2
UBA52	ENHA_8_128145000_128146000_NFE2L2
UBA52	ENHA_8_128145000_128146000_ETV1
UBA52	ENHA_8_128134000_128135000_ETV1
UBA52	ENHA_8_128057000_128058000_NFATC4
UBA52	ENHA_8_128057000_128058000_ETV1
UBA52	ENHA_8_128055000_128056000_ETV1
UBA52	ENHA_8_128054000_128055000_NFE2L2
UBA52	ENHA_8_128054000_128055000_KLF5
UBA52	ENHA_8_128053000_128054000_KLF5
UBA52	ENHA_8_128032000_128033000_NFKB2
UBA52	ENHA_8_128032000_128033000_ETV1
UBA52	ENHA_8_127965000_127966000_NFE2L2
UBA52	ENHA_8_127948000_127949000_NFKB2
UBA52	ENHA_8_127944000_127945000_NFKB2
UBA52	ENHA_8_127943000_127944000_ETV1
UBA52	ENHA_8_127940000_127941000_NFKB2
UBA52	ENHA_8_127939000_127940000_KLF5
UBA52	ENHA_8_127938000_127939000_NFATC4
UBA52	ENHA_8_127909000_127910000_ETV1
UBA52	ENHA_8_127908000_127909000_KLF5
UBA52	ENHA_8_127891000_127892000_NFE2L2
UBA52	ENHA_8_127891000_127892000_KLF5
UBA52	ENHA_8_127838000_127839000_ETV1
UBA52	ENHA_8_127837000_127838000_NFE2L2
PARP1	ENHA_8_128598000_128599000_TCF3
PARP1	ENHA_8_128574000_128575000_TCF3
PARP1	ENHA_8_128534000_128535000_TCF7L2
PARP1	ENHA_8_128522000_128523000_TCF7L2
PARP1	ENHA_8_128521000_128522000_TCF3
PARP1	ENHA_8_128521000_128522000_KLF5
PARP1	ENHA_8_128506000_128507000_HOXB7
PARP1	ENHA_8_128344000_128345000_KLF5
PARP1	ENHA_8_128343000_128344000_KLF5
PARP1	ENHA_8_128292000_128293000_TCF3
PARP1	ENHA_8_128230000_128231000_CTCF
PARP1	ENHA_8_128144000_128145000_TCF7L2
PARP1	ENHA_8_128105000_128106000_TCF7L2
PARP1	ENHA_8_128075000_128076000_KLF5
PARP1	ENHA_8_128054000_128055000_KLF5
PARP1	ENHA_8_128053000_128054000_KLF5
PARP1	ENHA_8_128049000_128050000_TCF7L2
PARP1	ENHA_8_127964000_127965000_TCF3
PARP1	ENHA_8_127965000_127966000_HOXB7
PARP1	ENHA_8_127944000_127945000_TCF3
PARP1	ENHA_8_127939000_127940000_KLF5
PARP1	ENHA_8_127937000_127938000_CTCF
PARP1	ENHA_8_127936000_127937000_KLF5
PARP1	ENHA_8_127927000_127928000_TCF3
PARP1	ENHA_8_127926000_127927000_CTCF
PARP1	ENHA_8_127926000_127927000_TCF3
PARP1	ENHA_8_127908000_127909000_KLF5
PARP1	ENHA_8_127896000_127897000_TCF3
PARP1	ENHA_8_127891000_127892000_CTCF
PARP1	ENHA_8_127891000_127892000_KLF5
PARP1	ENHA_8_127883000_127884000_TCF7L2
PARP1	ENHA_8_127839000_127840000_CTCF
PARP1	ENHA_8_127838000_127839000_TCF7L2
GSK3B	ENHA_8_128574000_128575000_SNAI2
GSK3B	ENHA_8_128574000_128575000_SOX10
GSK3B	ENHA_8_128531000_128532000_SOX10
GSK3B	ENHA_8_128521000_128522000_SNAI2
GSK3B	ENHA_8_128521000_128522000_KLF5
GSK3B	ENHA_8_128343000_128344000_SOX10
GSK3B	ENHA_8_128343000_128344000_KLF5
GSK3B	ENHA_8_128293000_128294000_NFE2L1
GSK3B	ENHA_8_128229000_128230000_SNAI2
GSK3B	ENHA_8_128145000_128146000_SNAI2
GSK3B	ENHA_8_128116000_128117000_SOX10
GSK3B	ENHA_8_128057000_128058000_SOX10
GSK3B	ENHA_8_128055000_128056000_SNAI2
GSK3B	ENHA_8_128054000_128055000_SNAI2
GSK3B	ENHA_8_128054000_128055000_NFE2L1
GSK3B	ENHA_8_128054000_128055000_KLF5
GSK3B	ENHA_8_128053000_128054000_KLF5
GSK3B	ENHA_8_127965000_127966000_NFE2L1
GSK3B	ENHA_8_127945000_127946000_SNAI2
GSK3B	ENHA_8_127944000_127945000_SNAI2
GSK3B	ENHA_8_127943000_127944000_NFE2L1
GSK3B	ENHA_8_127939000_127940000_RELB
GSK3B	ENHA_8_127939000_127940000_KLF5
GSK3B	ENHA_8_127927000_127928000_SNAI2
GSK3B	ENHA_8_127926000_127927000_SNAI2
GSK3B	ENHA_8_127908000_127909000_SOX10
GSK3B	ENHA_8_127908000_127909000_KLF5
GSK3B	ENHA_8_127907000_127908000_SNAI2
GSK3B	ENHA_8_127896000_127897000_SNAI2
GSK3B	ENHA_8_127891000_127892000_NFE2L1
GSK3B	ENHA_8_127891000_127892000_KLF5
CEBPB	ENHA_8_128574000_128575000_HSF1
CEBPB	ENHA_8_128561000_128562000_NR3C1
CEBPB	ENHA_8_128531000_128532000_ATF3
CEBPB	ENHA_8_128521000_128522000_NR3C1
CEBPB	ENHA_8_128521000_128522000_KLF5
CEBPB	ENHA_8_128506000_128507000_ATF3
CEBPB	ENHA_8_128344000_128345000_HSF1
CEBPB	ENHA_8_128344000_128345000_KLF5
CEBPB	ENHA_8_128343000_128344000_KLF5
CEBPB	ENHA_8_128284000_128285000_HSF1
CEBPB	ENHA_8_128230000_128231000_NR3C1
CEBPB	ENHA_8_128230000_128231000_EGR1
CEBPB	ENHA_8_128229000_128230000_NR3C1
CEBPB	ENHA_8_128227000_128228000_NR3C1
CEBPB	ENHA_8_128146000_128147000_NR3C1
CEBPB	ENHA_8_128134000_128135000_HSF1
CEBPB	ENHA_8_128134000_128135000_NR3C1
CEBPB	ENHA_8_128115000_128116000_EGR1
CEBPB	ENHA_8_128075000_128076000_KLF5
CEBPB	ENHA_8_128054000_128055000_KLF5
CEBPB	ENHA_8_128053000_128054000_KLF5
CEBPB	ENHA_8_127964000_127965000_NR3C1
CEBPB	ENHA_8_127965000_127966000_ATF3
CEBPB	ENHA_8_127946000_127947000_ATF3
CEBPB	ENHA_8_127939000_127940000_HSF1
CEBPB	ENHA_8_127939000_127940000_NR3C1
CEBPB	ENHA_8_127939000_127940000_KLF5
CEBPB	ENHA_8_127936000_127937000_ATF3
CEBPB	ENHA_8_127936000_127937000_KLF5
CEBPB	ENHA_8_127927000_127928000_HSF1
CEBPB	ENHA_8_127909000_127910000_HSF1
CEBPB	ENHA_8_127908000_127909000_KLF5
CEBPB	ENHA_8_127891000_127892000_HSF1
CEBPB	ENHA_8_127891000_127892000_KLF5
CEBPB	ENHA_8_127838000_127839000_HSF1
CEBPB	ENHA_8_127838000_127839000_NR3C1
SMAD4	ENHA_8_128598000_128599000_ZBTB7A
SMAD4	ENHA_8_128561000_128562000_SOX12
SMAD4	ENHA_8_128533000_128534000_GATA2
SMAD4	ENHA_8_128533000_128534000_RFX1
SMAD4	ENHA_8_128531000_128532000_IRF3
SMAD4	ENHA_8_128521000_128522000_ATF2
SMAD4	ENHA_8_128521000_128522000_KLF5
SMAD4	ENHA_8_128344000_128345000_KLF5
SMAD4	ENHA_8_128343000_128344000_RFX1
SMAD4	ENHA_8_128343000_128344000_IRF7
SMAD4	ENHA_8_128343000_128344000_ATF2
SMAD4	ENHA_8_128343000_128344000_KLF5
SMAD4	ENHA_8_128293000_128294000_ATF2
SMAD4	ENHA_8_128284000_128285000_FOXH1
SMAD4	ENHA_8_128284000_128285000_GATA2
SMAD4	ENHA_8_128230000_128231000_FOXO3
SMAD4	ENHA_8_128229000_128230000_IRF7
SMAD4	ENHA_8_128228000_128229000_RFX1
SMAD4	ENHA_8_128228000_128229000_IRF3
SMAD4	ENHA_8_128227000_128228000_IRF7
SMAD4	ENHA_8_128227000_128228000_IRF3
SMAD4	ENHA_8_128146000_128147000_FOXH1
SMAD4	ENHA_8_128145000_128146000_IRF7
SMAD4	ENHA_8_128145000_128146000_IRF3
SMAD4	ENHA_8_128144000_128145000_GATA2
SMAD4	ENHA_8_128144000_128145000_IRF7
SMAD4	ENHA_8_128144000_128145000_IRF3
SMAD4	ENHA_8_128134000_128135000_IRF7
SMAD4	ENHA_8_128116000_128117000_FOXO3
SMAD4	ENHA_8_128115000_128116000_IRF3
SMAD4	ENHA_8_128114000_128115000_IRF7
SMAD4	ENHA_8_128105000_128106000_FOXH1
SMAD4	ENHA_8_128075000_128076000_IRF3
SMAD4	ENHA_8_128075000_128076000_KLF5
SMAD4	ENHA_8_128057000_128058000_IRF7
SMAD4	ENHA_8_128057000_128058000_IRF3
SMAD4	ENHA_8_128055000_128056000_FOXH1
SMAD4	ENHA_8_128055000_128056000_GATA2
SMAD4	ENHA_8_128054000_128055000_KLF5
SMAD4	ENHA_8_128053000_128054000_KLF5
SMAD4	ENHA_8_128032000_128033000_IRF7
SMAD4	ENHA_8_128031000_128032000_FOXO3
SMAD4	ENHA_8_127965000_127966000_GATA2
SMAD4	ENHA_8_127965000_127966000_IRF7
SMAD4	ENHA_8_127965000_127966000_ATF2
SMAD4	ENHA_8_127947000_127948000_FOXH1
SMAD4	ENHA_8_127946000_127947000_FOXH1
SMAD4	ENHA_8_127943000_127944000_ZBTB7A
SMAD4	ENHA_8_127942000_127943000_GATA2
SMAD4	ENHA_8_127942000_127943000_SMAD5
SMAD4	ENHA_8_127940000_127941000_GATA2
SMAD4	ENHA_8_127939000_127940000_KLF5
SMAD4	ENHA_8_127936000_127937000_GATA2
SMAD4	ENHA_8_127936000_127937000_ZBTB7A
SMAD4	ENHA_8_127936000_127937000_ATF2
SMAD4	ENHA_8_127936000_127937000_KLF5
SMAD4	ENHA_8_127926000_127927000_SOX12
SMAD4	ENHA_8_127926000_127927000_FOXH1
SMAD4	ENHA_8_127926000_127927000_GATA2
SMAD4	ENHA_8_127926000_127927000_ATF2
SMAD4	ENHA_8_127909000_127910000_ZBTB7A
SMAD4	ENHA_8_127909000_127910000_FOXO3
SMAD4	ENHA_8_127908000_127909000_IRF3
SMAD4	ENHA_8_127908000_127909000_KLF5
SMAD4	ENHA_8_127896000_127897000_FOXH1
SMAD4	ENHA_8_127896000_127897000_ATF2
SMAD4	ENHA_8_127891000_127892000_KLF5
SMAD4	ENHA_8_127882000_127883000_GATA2
SMAD4	ENHA_8_127839000_127840000_SMAD5
SMAD4	ENHA_8_127837000_127838000_GATA2
SMAD4	ENHA_8_127837000_127838000_IRF3
RXRA	ENHA_8_128521000_128522000_KLF5
RXRA	ENHA_8_128506000_128507000_NR4A2
RXRA	ENHA_8_128506000_128507000_NR4A1
RXRA	ENHA_8_128344000_128345000_KLF5
RXRA	ENHA_8_128343000_128344000_KLF5
RXRA	ENHA_8_128230000_128231000_NR4A1
RXRA	ENHA_8_128228000_128229000_CLOCK
RXRA	ENHA_8_128116000_128117000_NR4A2
RXRA	ENHA_8_128116000_128117000_NR4A1
RXRA	ENHA_8_128075000_128076000_THRB
RXRA	ENHA_8_128075000_128076000_KLF5
RXRA	ENHA_8_128075000_128076000_PPARD
RXRA	ENHA_8_128056000_128057000_NR4A1
RXRA	ENHA_8_128054000_128055000_KLF5
RXRA	ENHA_8_128053000_128054000_KLF5
RXRA	ENHA_8_128032000_128033000_NR4A1
RXRA	ENHA_8_127970000_127971000_BHLHE40
RXRA	ENHA_8_127948000_127949000_NR4A2
RXRA	ENHA_8_127943000_127944000_BHLHE40
RXRA	ENHA_8_127942000_127943000_NR4A1
RXRA	ENHA_8_127940000_127941000_CLOCK
RXRA	ENHA_8_127939000_127940000_KLF5
RXRA	ENHA_8_127936000_127937000_KLF5
RXRA	ENHA_8_127927000_127928000_CLOCK
RXRA	ENHA_8_127926000_127927000_BHLHE40
RXRA	ENHA_8_127926000_127927000_NR4A1
RXRA	ENHA_8_127911000_127912000_NR4A2
RXRA	ENHA_8_127911000_127912000_NR4A1
RXRA	ENHA_8_127909000_127910000_NR4A1
RXRA	ENHA_8_127908000_127909000_KLF5
RXRA	ENHA_8_127908000_127909000_NR4A1
RXRA	ENHA_8_127891000_127892000_KLF5
RXRA	ENHA_8_127883000_127884000_THRB
RXRA	ENHA_8_127883000_127884000_PPARD
RXRA	ENHA_8_127882000_127883000_CLOCK
RXRA	ENHA_8_127839000_127840000_PPARD
RXRA	ENHA_8_127838000_127839000_NR4A1
RXRA	ENHA_8_127837000_127838000_NR4A1
MAX	ENHA_8_128599000_128600000_TEAD1
MAX	ENHA_8_128598000_128599000_E2F6
MAX	ENHA_8_128344000_128345000_TEAD1
MAX	ENHA_8_128343000_128344000_E2F6
MAX	ENHA_8_128343000_128344000_TWIST1
MAX	ENHA_8_128229000_128230000_TWIST1
MAX	ENHA_8_128228000_128229000_TWIST1
MAX	ENHA_8_128106000_128107000_TWIST1
MAX	ENHA_8_128057000_128058000_TEAD1
MAX	ENHA_8_128056000_128057000_FOXK1
MAX	ENHA_8_128056000_128057000_FOXK2
MAX	ENHA_8_128055000_128056000_TEAD1
MAX	ENHA_8_128053000_128054000_TEAD1
MAX	ENHA_8_128053000_128054000_TWIST1
MAX	ENHA_8_128049000_128050000_TEAD1
MAX	ENHA_8_128049000_128050000_MXI1
MAX	ENHA_8_127964000_127965000_TEAD1
MAX	ENHA_8_127970000_127971000_MXI1
MAX	ENHA_8_127948000_127949000_TEAD1
MAX	ENHA_8_127948000_127949000_TWIST1
MAX	ENHA_8_127946000_127947000_TEAD1
MAX	ENHA_8_127946000_127947000_TWIST1
MAX	ENHA_8_127944000_127945000_E2F6
MAX	ENHA_8_127944000_127945000_TWIST1
MAX	ENHA_8_127941000_127942000_MXI1
MAX	ENHA_8_127938000_127939000_TEAD1
MAX	ENHA_8_127938000_127939000_TWIST1
MAX	ENHA_8_127936000_127937000_TWIST1
MAX	ENHA_8_127909000_127910000_E2F6
MAX	ENHA_8_127909000_127910000_FOXK1
MAX	ENHA_8_127909000_127910000_FOXK2
MAX	ENHA_8_127891000_127892000_TWIST1
MAX	ENHA_8_127837000_127838000_TEAD1
MAX	ENHA_8_127837000_127838000_E2F6
COMMD1	ENHA_8_128574000_128575000_NFKB2
COMMD1	ENHA_8_128534000_128535000_NFKB2
COMMD1	ENHA_8_128344000_128345000_REL
COMMD1	ENHA_8_128146000_128147000_NFKB2
COMMD1	ENHA_8_128032000_128033000_NFKB2
COMMD1	ENHA_8_128032000_128033000_E2F6
COMMD1	ENHA_8_127948000_127949000_NFKB2
COMMD1	ENHA_8_127944000_127945000_NFKB2
COMMD1	ENHA_8_127944000_127945000_E2F6
COMMD1	ENHA_8_127940000_127941000_NFKB2
COMMD1	ENHA_8_127939000_127940000_RELB
COMMD1	ENHA_8_127908000_127909000_REL
COMMD1	ENHA_8_127883000_127884000_REL
COMMD1	ENHA_8_127837000_127838000_E2F6
COMMD1	ENHA_8_127837000_127838000_REL
COMMD8	ENHA_8_128032000_128033000_E2F6
COMMD8	ENHA_8_127944000_127945000_E2F6
COMMD8	ENHA_8_127939000_127940000_RELB
COMMD8	ENHA_8_127837000_127838000_E2F6
COMMD4	ENHA_8_128032000_128033000_E2F6
COMMD4	ENHA_8_127944000_127945000_E2F6
COMMD4	ENHA_8_127939000_127940000_RELB
COMMD4	ENHA_8_127837000_127838000_E2F6
COMMD6	ENHA_8_128032000_128033000_E2F6
COMMD6	ENHA_8_127944000_127945000_E2F6
COMMD6	ENHA_8_127837000_127838000_E2F6
SUMO1	ENHA_8_128599000_128600000_MITF
SUMO1	ENHA_8_128599000_128600000_PRDM1
SUMO1	ENHA_8_128598000_128599000_IRF1
SUMO1	ENHA_8_128593000_128594000_IRF1
SUMO1	ENHA_8_128574000_128575000_HSF1
SUMO1	ENHA_8_128566000_128567000_PRDM1
SUMO1	ENHA_8_128566000_128567000_MEF2A
SUMO1	ENHA_8_128534000_128535000_MEF2A
SUMO1	ENHA_8_128533000_128534000_MEF2A
SUMO1	ENHA_8_128532000_128533000_PRDM1
SUMO1	ENHA_8_128532000_128533000_MEF2A
SUMO1	ENHA_8_128531000_128532000_MEF2A
SUMO1	ENHA_8_128521000_128522000_PRDM1
SUMO1	ENHA_8_128521000_128522000_IRF1
SUMO1	ENHA_8_128521000_128522000_MEF2A
SUMO1	ENHA_8_128521000_128522000_ATF2
