MBD2	ENHA_8_128521000_128522000_HINFP
ENHA_8_128506000_128507000_CREB1	NFIA
ENHA_8_128506000_128507000_CREB1	HMGA1
ENHA_8_128506000_128507000_CREB1	NFIC
ENHA_8_128506000_128507000_CREB1	SREBF2
ENHA_8_128506000_128507000_CREB1	CHD8
ENHA_8_128506000_128507000_CREB1	NFATC2
ENHA_8_128506000_128507000_CREB1	NFIX
ENHA_8_128506000_128507000_CREB1	UBE2I
ENHA_8_128506000_128507000_CREB1	JUND
ENHA_8_128506000_128507000_CREB1	POU2F1
ENHA_8_128506000_128507000_CREB1	FHL2
ENHA_8_128506000_128507000_CREB1	CHD3
ENHA_8_128506000_128507000_CREB1	CEBPB
ENHA_8_128506000_128507000_CREB1	PIAS1
ENHA_8_128506000_128507000_CREB1	HDAC1
ENHA_8_128506000_128507000_CREB1	NFATC1
ENHA_8_128506000_128507000_CREB1	RECQL
ENHA_8_128506000_128507000_CREB1	MECP2
ENHA_8_128506000_128507000_CREB1	TP53
ENHA_8_128506000_128507000_CREB1	JUN
ENHA_8_128506000_128507000_CREB1	CREBBP
ENHA_8_128506000_128507000_CREB1	KAT5
ENHA_8_128506000_128507000_CREB1	EP300
ENHA_8_128506000_128507000_YY1	CDKN2A
ENHA_8_128506000_128507000_YY1	BCL6
ENHA_8_128506000_128507000_YY1	BAP1
ENHA_8_128506000_128507000_YY1	ACTR5
ENHA_8_128506000_128507000_YY1	SMURF2
ENHA_8_128506000_128507000_YY1	YAF2
ENHA_8_128506000_128507000_YY1	RYBP
ENHA_8_128506000_128507000_YY1	APP
ENHA_8_128506000_128507000_YY1	FOXJ2
ENHA_8_128506000_128507000_YY1	MDM2
ENHA_8_128506000_128507000_YY1	MYC
ENHA_8_128506000_128507000_YY1	SMAD2
ENHA_8_128506000_128507000_YY1	SMAD4
ENHA_8_128506000_128507000_YY1	HCFC1
ENHA_8_128506000_128507000_YY1	SMAD3
ENHA_8_128506000_128507000_YY1	HDAC1
ENHA_8_128506000_128507000_YY1	MECP2
ENHA_8_128506000_128507000_YY1	NOTCH1
ENHA_8_128506000_128507000_YY1	HDAC3
ENHA_8_128506000_128507000_YY1	TP53
ENHA_8_128506000_128507000_YY1	HDAC2
ENHA_8_128506000_128507000_YY1	EP300
ENHA_8_128506000_128507000_YY1	ENHA_8_128506000_128507000_CREB1
ENHA_8_128506000_128507000_NR2F2	TEAD2
ENHA_8_128506000_128507000_NR2F2	SMAD4
ENHA_8_128506000_128507000_CREM	HDAC1
ENHA_8_128506000_128507000_CREM	ATXN1
ENHA_8_128506000_128507000_CREM	ENHA_8_128506000_128507000_CREB1
ENHA_8_128344000_128345000_MEF2D	ENHA_8_128344000_128345000_MEF2A
ENHA_8_128344000_128345000_MEF2D	NFATC2
ENHA_8_128344000_128345000_MEF2D	SKP2
ENHA_8_128344000_128345000_MEF2D	CDK6
ENHA_8_128344000_128345000_MEF2D	HDAC3
ENHA_8_128344000_128345000_MEF2D	JUN
ENHA_8_128344000_128345000_MEF2D	MAPK14
ENHA_8_128344000_128345000_KLF4	CREBBP
ENHA_8_128344000_128345000_KLF4	HDAC2
ENHA_8_128344000_128345000_KLF4	KAT5
ENHA_8_128344000_128345000_KLF4	PPARG
ENHA_8_128344000_128345000_KLF4	EP300
ENHA_8_128344000_128345000_SP1	SREBF1
ENHA_8_128344000_128345000_SP1	BCL11B
ENHA_8_128344000_128345000_SP1	NFYC
ENHA_8_128344000_128345000_SP1	ESR2
ENHA_8_128344000_128345000_SP1	STAT3
ENHA_8_128344000_128345000_SP1	SREBF2
ENHA_8_128344000_128345000_SP1	NUP62
ENHA_8_128344000_128345000_SP1	NFKB1
ENHA_8_128344000_128345000_SP1	RELA
ENHA_8_128344000_128345000_SP1	NCOR1
ENHA_8_128344000_128345000_SP1	MEF2C
ENHA_8_128344000_128345000_SP1	HSP90AA1
ENHA_8_128344000_128345000_SP1	NPM1
ENHA_8_128344000_128345000_SP1	MDM2
ENHA_8_128344000_128345000_SP1	MAPK8
ENHA_8_128344000_128345000_SP1	ELF1
ENHA_8_128344000_128345000_SP1	MYC
ENHA_8_128344000_128345000_SP1	PGR
ENHA_8_128344000_128345000_SP1	YY1
ENHA_8_128344000_128345000_SP1	AR
ENHA_8_128344000_128345000_SP1	SMAD2
ENHA_8_128344000_128345000_SP1	RARA
ENHA_8_128344000_128345000_SP1	PARP1
ENHA_8_128344000_128345000_SP1	SMAD4
ENHA_8_128344000_128345000_SP1	RXRA
ENHA_8_128344000_128345000_SP1	HCFC1
ENHA_8_128344000_128345000_SP1	SMAD3
ENHA_8_128344000_128345000_SP1	HDAC1
ENHA_8_128344000_128345000_SP1	PML
ENHA_8_128344000_128345000_SP1	SMARCA4
ENHA_8_128344000_128345000_SP1	TBP
ENHA_8_128344000_128345000_SP1	NCOR2
ENHA_8_128344000_128345000_SP1	TP53
ENHA_8_128344000_128345000_SP1	JUN
ENHA_8_128344000_128345000_SP1	HDAC2
ENHA_8_128344000_128345000_SP1	PPARG
ENHA_8_128344000_128345000_SP1	EP300
ENHA_8_128344000_128345000_SP1	ENHA_8_128344000_128345000_GATA6
ENHA_8_128344000_128345000_SP1	ENHA_8_128344000_128345000_MEF2D
ENHA_8_128344000_128345000_SP1	ENHA_8_128344000_128345000_KLF4
ENHA_8_128343000_128344000_KLF6	LCOR
ENHA_8_128343000_128344000_KLF6	RELA
ENHA_8_128343000_128344000_SP3	PIAS1
ENHA_8_128343000_128344000_POU2F1	ENHA_8_128343000_128344000_SP4
ENHA_8_128343000_128344000_POU2F1	TEAD2
ENHA_8_128343000_128344000_POU2F1	CREB1
ENHA_8_128343000_128344000_POU2F1	RELA
ENHA_8_128343000_128344000_POU2F1	PARP1
ENHA_8_128343000_128344000_POU2F1	HCFC1
ENHA_8_128343000_128344000_POU2F1	HDAC1
ENHA_8_128343000_128344000_POU2F1	TBP
ENHA_8_128343000_128344000_POU2F1	NCOR2
ENHA_8_128343000_128344000_YY1	ENHA_8_128343000_128344000_ATF2
ENHA_8_128343000_128344000_YY1	CDKN2A
ENHA_8_128343000_128344000_YY1	BCL6
ENHA_8_128343000_128344000_YY1	BAP1
ENHA_8_128343000_128344000_YY1	ACTR5
ENHA_8_128343000_128344000_YY1	SMURF2
ENHA_8_128343000_128344000_YY1	YAF2
ENHA_8_128343000_128344000_YY1	RYBP
ENHA_8_128343000_128344000_YY1	APP
ENHA_8_128343000_128344000_YY1	FOXJ2
ENHA_8_128343000_128344000_YY1	MDM2
ENHA_8_128343000_128344000_YY1	MYC
ENHA_8_128343000_128344000_YY1	SMAD2
ENHA_8_128343000_128344000_YY1	SMAD4
ENHA_8_128343000_128344000_YY1	HCFC1
ENHA_8_128343000_128344000_YY1	SMAD3
ENHA_8_128343000_128344000_YY1	HDAC1
ENHA_8_128343000_128344000_YY1	MECP2
ENHA_8_128343000_128344000_YY1	NOTCH1
ENHA_8_128343000_128344000_YY1	HDAC3
ENHA_8_128343000_128344000_YY1	TP53
ENHA_8_128343000_128344000_YY1	HDAC2
ENHA_8_128343000_128344000_YY1	EP300
ENHA_8_128343000_128344000_SRF	NFYA
ENHA_8_128343000_128344000_SRF	FHL2
ENHA_8_128343000_128344000_SRF	RARA
ENHA_8_128343000_128344000_SRF	CEBPB
ENHA_8_128343000_128344000_SRF	RXRA
ENHA_8_128343000_128344000_SRF	PML
ENHA_8_128343000_128344000_SRF	NCOR2
ENHA_8_128343000_128344000_SRF	CREBBP
ENHA_8_128343000_128344000_JUN	ENHA_8_128343000_128344000_EBF3
ENHA_8_128343000_128344000_JUN	ENHA_8_128343000_128344000_ATF2
ENHA_8_128343000_128344000_JUN	ENHA_8_128343000_128344000_ATF4
ENHA_8_128343000_128344000_JUN	BCL6
ENHA_8_128343000_128344000_JUN	STAT3
ENHA_8_128343000_128344000_JUN	JUNB
ENHA_8_128343000_128344000_JUN	FOSL2
ENHA_8_128343000_128344000_JUN	NFATC2
ENHA_8_128343000_128344000_JUN	CREB1
ENHA_8_128343000_128344000_JUN	RFWD2
ENHA_8_128343000_128344000_JUN	RUNX2
ENHA_8_128343000_128344000_JUN	APP
ENHA_8_128343000_128344000_JUN	RANGAP1
ENHA_8_128343000_128344000_JUN	HOXB9
ENHA_8_128343000_128344000_JUN	PSIP1
ENHA_8_128343000_128344000_JUN	NFIX
ENHA_8_128343000_128344000_JUN	UBE2I
ENHA_8_128343000_128344000_JUN	JUND
ENHA_8_128343000_128344000_JUN	CTNNB1
ENHA_8_128343000_128344000_JUN	MDM2
ENHA_8_128343000_128344000_JUN	BRCA1
ENHA_8_128343000_128344000_JUN	MYC
ENHA_8_128343000_128344000_JUN	BANP
ENHA_8_128343000_128344000_JUN	PIN1
ENHA_8_128343000_128344000_JUN	SIRT1
ENHA_8_128343000_128344000_JUN	CHD3
ENHA_8_128343000_128344000_JUN	AR
ENHA_8_128343000_128344000_JUN	FBXW7
ENHA_8_128343000_128344000_JUN	SMAD2
ENHA_8_128343000_128344000_JUN	UBA52
ENHA_8_128343000_128344000_JUN	PARP1
ENHA_8_128343000_128344000_JUN	GSK3B
ENHA_8_128343000_128344000_JUN	CEBPB
ENHA_8_128343000_128344000_JUN	SMAD4
ENHA_8_128343000_128344000_JUN	PIAS1
ENHA_8_128343000_128344000_JUN	KPNA2
ENHA_8_128343000_128344000_JUN	RB1
ENHA_8_128343000_128344000_JUN	SMAD3
ENHA_8_128343000_128344000_JUN	HDAC1
ENHA_8_128343000_128344000_JUN	PML
ENHA_8_128343000_128344000_JUN	NFATC1
ENHA_8_128343000_128344000_JUN	SATB2
ENHA_8_128343000_128344000_JUN	TBP
ENHA_8_128343000_128344000_JUN	NCOR2
ENHA_8_128343000_128344000_JUN	FOS
ENHA_8_128343000_128344000_JUN	CREBBP
ENHA_8_128343000_128344000_JUN	EP300
ENHA_8_128343000_128344000_SP1	NFYA
ENHA_8_128343000_128344000_SP1	TPI1
ENHA_8_128343000_128344000_SP1	SREBF1
ENHA_8_128343000_128344000_SP1	BCL11B
ENHA_8_128343000_128344000_SP1	NFYC
ENHA_8_128343000_128344000_SP1	ESR2
ENHA_8_128343000_128344000_SP1	STAT3
ENHA_8_128343000_128344000_SP1	SREBF2
ENHA_8_128343000_128344000_SP1	RELA
ENHA_8_128343000_128344000_SP1	NCOR1
ENHA_8_128343000_128344000_SP1	HSP90AA1
ENHA_8_128343000_128344000_SP1	MDM2
ENHA_8_128343000_128344000_SP1	MAPK8
ENHA_8_128343000_128344000_SP1	MYC
ENHA_8_128343000_128344000_SP1	PGR
ENHA_8_128343000_128344000_SP1	AR
ENHA_8_128343000_128344000_SP1	SMAD2
ENHA_8_128343000_128344000_SP1	RARA
ENHA_8_128343000_128344000_SP1	PARP1
ENHA_8_128343000_128344000_SP1	SMAD4
ENHA_8_128343000_128344000_SP1	RXRA
ENHA_8_128343000_128344000_SP1	HCFC1
ENHA_8_128343000_128344000_SP1	SMAD3
ENHA_8_128343000_128344000_SP1	HDAC1
ENHA_8_128343000_128344000_SP1	PML
ENHA_8_128343000_128344000_SP1	SMARCA4
ENHA_8_128343000_128344000_SP1	TBP
ENHA_8_128343000_128344000_SP1	NCOR2
ENHA_8_128343000_128344000_SP1	TP53
ENHA_8_128343000_128344000_SP1	HDAC2
ENHA_8_128343000_128344000_SP1	PPARG
ENHA_8_128343000_128344000_SP1	EP300
ENHA_8_128343000_128344000_SP1	ENHA_8_128343000_128344000_KLF6
ENHA_8_128343000_128344000_SP1	ENHA_8_128343000_128344000_SP3
ENHA_8_128343000_128344000_SP1	ENHA_8_128343000_128344000_POU2F1
ENHA_8_128343000_128344000_SP1	ENHA_8_128343000_128344000_YY1
ENHA_8_128343000_128344000_SP1	ENHA_8_128343000_128344000_JUN
ENHA_8_128292000_128293000_STAT1	ENHA_8_128292000_128293000_IRF1
ENHA_8_128292000_128293000_STAT1	RELA
ENHA_8_128292000_128293000_STAT1	UBE2I
ENHA_8_128292000_128293000_STAT1	EIF1AD
ENHA_8_128292000_128293000_STAT1	BRCA1
ENHA_8_128292000_128293000_STAT1	PRKCD
ENHA_8_128292000_128293000_STAT1	RARA
ENHA_8_128292000_128293000_STAT1	RXRA
ENHA_8_128292000_128293000_STAT1	PIAS1
ENHA_8_128292000_128293000_STAT1	XPO1
ENHA_8_128292000_128293000_STAT1	HDAC1
ENHA_8_128292000_128293000_STAT1	SMARCA4
ENHA_8_128292000_128293000_STAT1	MBD1
ENHA_8_128292000_128293000_STAT1	HDAC3
ENHA_8_128292000_128293000_STAT1	TP53
ENHA_8_128292000_128293000_STAT1	FOS
ENHA_8_128292000_128293000_STAT1	CREBBP
ENHA_8_128292000_128293000_STAT1	EP300
ENHA_8_128292000_128293000_STAT3	NFKB1
ENHA_8_128292000_128293000_STAT3	RELA
ENHA_8_128292000_128293000_STAT3	PGR
ENHA_8_128292000_128293000_STAT3	KHDRBS1
ENHA_8_128292000_128293000_STAT3	AR
ENHA_8_128292000_128293000_STAT3	RB1
ENHA_8_128292000_128293000_STAT3	HDAC1
ENHA_8_128292000_128293000_STAT3	PML
ENHA_8_128292000_128293000_STAT3	RPA2
ENHA_8_128292000_128293000_STAT3	KDM1A
ENHA_8_128292000_128293000_STAT3	SMARCA4
ENHA_8_128292000_128293000_STAT3	SIAH1
ENHA_8_128292000_128293000_STAT3	CREBBP
ENHA_8_128292000_128293000_STAT3	HDAC2
ENHA_8_128292000_128293000_STAT3	EP300
ENHA_8_128292000_128293000_STAT3	ENHA_8_128292000_128293000_STAT1
ENHA_8_128292000_128293000_HOXA10	NFATC1
ENHA_8_128292000_128293000_HOXB9	SIRT1
ENHA_8_128292000_128293000_HOXB9	KAT2B
ENHA_8_128292000_128293000_JUN	ENHA_8_128292000_128293000_ATF4
ENHA_8_128292000_128293000_JUN	BCL6
ENHA_8_128292000_128293000_JUN	JUNB
ENHA_8_128292000_128293000_JUN	FOSL2
ENHA_8_128292000_128293000_JUN	NFATC2
ENHA_8_128292000_128293000_JUN	CREB1
ENHA_8_128292000_128293000_JUN	RFWD2
ENHA_8_128292000_128293000_JUN	RUNX2
ENHA_8_128292000_128293000_JUN	APP
ENHA_8_128292000_128293000_JUN	RANGAP1
ENHA_8_128292000_128293000_JUN	PSIP1
ENHA_8_128292000_128293000_JUN	NFIX
ENHA_8_128292000_128293000_JUN	UBE2I
ENHA_8_128292000_128293000_JUN	JUND
ENHA_8_128292000_128293000_JUN	CTNNB1
ENHA_8_128292000_128293000_JUN	MDM2
ENHA_8_128292000_128293000_JUN	BRCA1
ENHA_8_128292000_128293000_JUN	MYC
ENHA_8_128292000_128293000_JUN	BANP
ENHA_8_128292000_128293000_JUN	PIN1
ENHA_8_128292000_128293000_JUN	SIRT1
ENHA_8_128292000_128293000_JUN	CHD3
ENHA_8_128292000_128293000_JUN	AR
ENHA_8_128292000_128293000_JUN	FBXW7
ENHA_8_128292000_128293000_JUN	SMAD2
ENHA_8_128292000_128293000_JUN	UBA52
ENHA_8_128292000_128293000_JUN	PARP1
ENHA_8_128292000_128293000_JUN	GSK3B
ENHA_8_128292000_128293000_JUN	CEBPB
ENHA_8_128292000_128293000_JUN	SMAD4
ENHA_8_128292000_128293000_JUN	PIAS1
ENHA_8_128292000_128293000_JUN	KPNA2
ENHA_8_128292000_128293000_JUN	RB1
ENHA_8_128292000_128293000_JUN	SMAD3
ENHA_8_128292000_128293000_JUN	HDAC1
ENHA_8_128292000_128293000_JUN	PML
ENHA_8_128292000_128293000_JUN	NFATC1
ENHA_8_128292000_128293000_JUN	SATB2
ENHA_8_128292000_128293000_JUN	TBP
ENHA_8_128292000_128293000_JUN	NCOR2
ENHA_8_128292000_128293000_JUN	FOS
ENHA_8_128292000_128293000_JUN	CREBBP
ENHA_8_128292000_128293000_JUN	EP300
ENHA_8_128292000_128293000_JUN	ENHA_8_128292000_128293000_STAT3
ENHA_8_128292000_128293000_JUN	ENHA_8_128292000_128293000_HOXB9
ENHA_8_128292000_128293000_PPARG	ENHA_8_128292000_128293000_TCF4
ENHA_8_128292000_128293000_PPARG	NFKB1
ENHA_8_128292000_128293000_PPARG	RELA
ENHA_8_128292000_128293000_PPARG	CTNNB1
ENHA_8_128292000_128293000_PPARG	NCOA3
ENHA_8_128292000_128293000_PPARG	PIN1
ENHA_8_128292000_128293000_PPARG	CEBPB
ENHA_8_128292000_128293000_PPARG	PIAS1
ENHA_8_128292000_128293000_PPARG	RB1
ENHA_8_128292000_128293000_PPARG	HDAC1
ENHA_8_128292000_128293000_PPARG	NCOR2
ENHA_8_128292000_128293000_PPARG	CREBBP
ENHA_8_128292000_128293000_PPARG	KAT5
ENHA_8_128292000_128293000_PPARG	EP300
ENHA_8_128292000_128293000_PPARG	ENHA_8_128292000_128293000_STAT1
ENHA_8_128284000_128285000_STAT1	STAT3
ENHA_8_128284000_128285000_STAT1	RELA
ENHA_8_128284000_128285000_STAT1	UBE2I
ENHA_8_128284000_128285000_STAT1	EIF1AD
ENHA_8_128284000_128285000_STAT1	BRCA1
ENHA_8_128284000_128285000_STAT1	PRKCD
ENHA_8_128284000_128285000_STAT1	RARA
ENHA_8_128284000_128285000_STAT1	RXRA
ENHA_8_128284000_128285000_STAT1	PIAS1
ENHA_8_128284000_128285000_STAT1	XPO1
ENHA_8_128284000_128285000_STAT1	HDAC1
ENHA_8_128284000_128285000_STAT1	SMARCA4
ENHA_8_128284000_128285000_STAT1	MBD1
ENHA_8_128284000_128285000_STAT1	HDAC3
ENHA_8_128284000_128285000_STAT1	TP53
ENHA_8_128284000_128285000_STAT1	FOS
ENHA_8_128284000_128285000_STAT1	CREBBP
ENHA_8_128284000_128285000_STAT1	PPARG
ENHA_8_128284000_128285000_STAT1	EP300
ENHA_8_128284000_128285000_TFAP2A	CITED2
ENHA_8_128284000_128285000_TFAP2A	RELA
ENHA_8_128284000_128285000_TFAP2A	UBE2I
ENHA_8_128284000_128285000_TFAP2A	MYC
ENHA_8_128284000_128285000_TFAP2A	YY1
ENHA_8_128284000_128285000_TFAP2A	RB1
ENHA_8_128284000_128285000_TFAP2A	TP53
ENHA_8_128284000_128285000_TFAP2A	JUN
ENHA_8_128284000_128285000_TFAP2A	EP300
ENHA_8_128284000_128285000_NFYA	ENHA_8_128284000_128285000_NFYB
ENHA_8_128284000_128285000_NFYA	SREBF2
ENHA_8_128284000_128285000_NFYA	CREB1
ENHA_8_128284000_128285000_NFYA	CDK2
ENHA_8_128284000_128285000_NFYA	APP
ENHA_8_128284000_128285000_NFYA	SRF
ENHA_8_128284000_128285000_NFYA	TP53
ENHA_8_128284000_128285000_NFYC	ENHA_8_128284000_128285000_NFYB
ENHA_8_128284000_128285000_NFYC	ARID2
ENHA_8_128284000_128285000_NFYC	SREBF2
ENHA_8_128284000_128285000_NFYC	FOXJ2
ENHA_8_128284000_128285000_NFYC	MYC
ENHA_8_128284000_128285000_NFYC	ENHA_8_128284000_128285000_NFYA
ENHA_8_128284000_128285000_MAX	ENHA_8_128284000_128285000_MXI1
ENHA_8_128284000_128285000_MAX	EPAS1
ENHA_8_128284000_128285000_MAX	CEBPA
ENHA_8_128284000_128285000_MAX	TRRAP
ENHA_8_128284000_128285000_MAX	HIF1A
ENHA_8_128284000_128285000_MAX	MYC
ENHA_8_128284000_128285000_MAX	BANP
ENHA_8_128284000_128285000_MAX	BAZ1A
ENHA_8_128284000_128285000_MAX	SMAD3
ENHA_8_128284000_128285000_MAX	RPA2
ENHA_8_128284000_128285000_MAX	H2AFY
ENHA_8_128284000_128285000_MAX	RECQL
ENHA_8_128284000_128285000_MAX	SMARCA5
ENHA_8_128284000_128285000_MAX	MECP2
ENHA_8_128284000_128285000_MAX	SMARCA1
ENHA_8_128284000_128285000_MAX	TBP
ENHA_8_128284000_128285000_MAX	MAPK14
ENHA_8_128284000_128285000_MAX	EP300
ENHA_8_128284000_128285000_MAX	ENHA_8_128284000_128285000_TFAP2A
ENHA_8_128284000_128285000_CUX1	FOXJ2
ENHA_8_128284000_128285000_CUX1	RB1
ENHA_8_128284000_128285000_CUX1	NFATC1
ENHA_8_128284000_128285000_CUX1	CREBBP
ENHA_8_128284000_128285000_CUX1	ENHA_8_128284000_128285000_MAX
ENHA_8_128284000_128285000_SP1	EPAS1
ENHA_8_128284000_128285000_SP1	MEF2D
ENHA_8_128284000_128285000_SP1	SREBF1
ENHA_8_128284000_128285000_SP1	BCL11B
ENHA_8_128284000_128285000_SP1	ESR2
ENHA_8_128284000_128285000_SP1	STAT3
ENHA_8_128284000_128285000_SP1	HMGA1
ENHA_8_128284000_128285000_SP1	SREBF2
ENHA_8_128284000_128285000_SP1	NUP62
ENHA_8_128284000_128285000_SP1	RELA
ENHA_8_128284000_128285000_SP1	NCOR1
ENHA_8_128284000_128285000_SP1	MEF2C
ENHA_8_128284000_128285000_SP1	HIF1A
ENHA_8_128284000_128285000_SP1	HSP90AA1
ENHA_8_128284000_128285000_SP1	MAPK8
ENHA_8_128284000_128285000_SP1	BRCA1
ENHA_8_128284000_128285000_SP1	PRKCD
ENHA_8_128284000_128285000_SP1	MYC
ENHA_8_128284000_128285000_SP1	PGR
ENHA_8_128284000_128285000_SP1	YY1
ENHA_8_128284000_128285000_SP1	AR
ENHA_8_128284000_128285000_SP1	SMAD2
ENHA_8_128284000_128285000_SP1	RARA
ENHA_8_128284000_128285000_SP1	PARP1
ENHA_8_128284000_128285000_SP1	SMAD4
ENHA_8_128284000_128285000_SP1	RXRA
ENHA_8_128284000_128285000_SP1	HCFC1
ENHA_8_128284000_128285000_SP1	SMAD3
ENHA_8_128284000_128285000_SP1	HDAC1
ENHA_8_128284000_128285000_SP1	PML
ENHA_8_128284000_128285000_SP1	SMARCA4
ENHA_8_128284000_128285000_SP1	TBP
ENHA_8_128284000_128285000_SP1	NCOR2
ENHA_8_128284000_128285000_SP1	TP53
ENHA_8_128284000_128285000_SP1	JUN
ENHA_8_128284000_128285000_SP1	HDAC2
ENHA_8_128284000_128285000_SP1	PPARG
ENHA_8_128284000_128285000_SP1	EP300
ENHA_8_128284000_128285000_SP1	ENHA_8_128284000_128285000_GATA6
ENHA_8_128284000_128285000_SP1	ENHA_8_128284000_128285000_TFAP2A
ENHA_8_128284000_128285000_SP1	ENHA_8_128284000_128285000_NFYA
ENHA_8_128284000_128285000_SP1	ENHA_8_128284000_128285000_NFYC
ENHA_8_128230000_128231000_MEF2C	ENHA_8_128230000_128231000_MEF2A
ENHA_8_128230000_128231000_MEF2C	MAPK14
ENHA_8_128230000_128231000_MEF2C	EP300
ENHA_8_128230000_128231000_HOXA10	NFATC1
ENHA_8_128230000_128231000_NR2F2	ENHA_8_128230000_128231000_NR3C1
ENHA_8_128230000_128231000_NR2F2	TEAD2
ENHA_8_128230000_128231000_NR2F2	SMAD4
ENHA_8_128230000_128231000_HOXB9	SIRT1
ENHA_8_128230000_128231000_HOXB9	KAT2B
ENHA_8_128230000_128231000_JUN	ENHA_8_128230000_128231000_MEF2A
ENHA_8_128230000_128231000_JUN	ENHA_8_128230000_128231000_ATF4
ENHA_8_128230000_128231000_JUN	BCL6
ENHA_8_128230000_128231000_JUN	STAT3
ENHA_8_128230000_128231000_JUN	JUNB
ENHA_8_128230000_128231000_JUN	FOSL2
ENHA_8_128230000_128231000_JUN	NFATC2
ENHA_8_128230000_128231000_JUN	CREB1
ENHA_8_128230000_128231000_JUN	RFWD2
ENHA_8_128230000_128231000_JUN	RUNX2
ENHA_8_128230000_128231000_JUN	APP
ENHA_8_128230000_128231000_JUN	RANGAP1
ENHA_8_128230000_128231000_JUN	PSIP1
ENHA_8_128230000_128231000_JUN	NFIX
ENHA_8_128230000_128231000_JUN	UBE2I
ENHA_8_128230000_128231000_JUN	JUND
ENHA_8_128230000_128231000_JUN	CTNNB1
ENHA_8_128230000_128231000_JUN	MDM2
ENHA_8_128230000_128231000_JUN	BRCA1
ENHA_8_128230000_128231000_JUN	MYC
ENHA_8_128230000_128231000_JUN	BANP
ENHA_8_128230000_128231000_JUN	PIN1
ENHA_8_128230000_128231000_JUN	SIRT1
ENHA_8_128230000_128231000_JUN	CHD3
ENHA_8_128230000_128231000_JUN	AR
ENHA_8_128230000_128231000_JUN	FBXW7
ENHA_8_128230000_128231000_JUN	SMAD2
ENHA_8_128230000_128231000_JUN	UBA52
ENHA_8_128230000_128231000_JUN	PARP1
ENHA_8_128230000_128231000_JUN	GSK3B
ENHA_8_128230000_128231000_JUN	CEBPB
ENHA_8_128230000_128231000_JUN	SMAD4
ENHA_8_128230000_128231000_JUN	PIAS1
ENHA_8_128230000_128231000_JUN	KPNA2
ENHA_8_128230000_128231000_JUN	RB1
ENHA_8_128230000_128231000_JUN	SMAD3
ENHA_8_128230000_128231000_JUN	HDAC1
ENHA_8_128230000_128231000_JUN	PML
ENHA_8_128230000_128231000_JUN	NFATC1
ENHA_8_128230000_128231000_JUN	SATB2
ENHA_8_128230000_128231000_JUN	TBP
ENHA_8_128230000_128231000_JUN	NCOR2
ENHA_8_128230000_128231000_JUN	FOS
ENHA_8_128230000_128231000_JUN	CREBBP
ENHA_8_128230000_128231000_JUN	EP300
ENHA_8_128230000_128231000_JUN	ENHA_8_128230000_128231000_HOXB9
ENHA_8_128229000_128230000_SNAI1	RELA
ENHA_8_128229000_128230000_SNAI1	RING1
ENHA_8_128229000_128230000_SNAI1	MDM2
ENHA_8_128229000_128230000_SNAI1	PARP1
ENHA_8_128229000_128230000_SNAI1	GSK3B
ENHA_8_128229000_128230000_SNAI1	HDAC1
ENHA_8_128229000_128230000_SNAI1	KDM1A
ENHA_8_128229000_128230000_SNAI1	NOTCH1
ENHA_8_128229000_128230000_SNAI1	TP53
ENHA_8_128229000_128230000_SNAI1	CREBBP
ENHA_8_128229000_128230000_SNAI1	EP300
ENHA_8_128229000_128230000_POU2F1	ENHA_8_128229000_128230000_NR3C1
ENHA_8_128229000_128230000_POU2F1	TEAD2
ENHA_8_128229000_128230000_POU2F1	CREB1
ENHA_8_128229000_128230000_POU2F1	RELA
ENHA_8_128229000_128230000_POU2F1	PARP1
ENHA_8_128229000_128230000_POU2F1	HCFC1
ENHA_8_128229000_128230000_POU2F1	HDAC1
ENHA_8_128229000_128230000_POU2F1	TBP
ENHA_8_128229000_128230000_POU2F1	NCOR2
ENHA_8_128229000_128230000_SREBF2	UBE2I
ENHA_8_128229000_128230000_SREBF2	PIAS1
ENHA_8_128229000_128230000_SREBF2	SMAD3
ENHA_8_128229000_128230000_SREBF2	ATXN1
ENHA_8_128229000_128230000_SREBF2	TP53
ENHA_8_128229000_128230000_SREBF2	CREBBP
ENHA_8_128229000_128230000_MGA	YAF2
ENHA_8_128229000_128230000_MGA	L3MBTL2
ENHA_8_128229000_128230000_MGA	RYBP
ENHA_8_128229000_128230000_MGA	PCGF6
ENHA_8_128229000_128230000_MGA	ZMYND8
ENHA_8_128229000_128230000_MGA	MAX
ENHA_8_128229000_128230000_MGA	HDAC1
ENHA_8_128229000_128230000_NFIA	CREB1
ENHA_8_128229000_128230000_NFIA	SMAD4
ENHA_8_128229000_128230000_ZNF143	CHD8
ENHA_8_128229000_128230000_NFIX	CREB1
ENHA_8_128229000_128230000_NFIX	SMAD4
ENHA_8_128229000_128230000_NFIX	JUN
ENHA_8_128229000_128230000_NFIX	FOS
ENHA_8_128228000_128229000_JUND	ENHA_8_128228000_128229000_JDP2
ENHA_8_128228000_128229000_JUND	CREB1
ENHA_8_128228000_128229000_JUND	RFWD2
ENHA_8_128228000_128229000_JUND	MDM2
ENHA_8_128228000_128229000_JUND	MAPK8
ENHA_8_128228000_128229000_JUND	BRCA1
ENHA_8_128228000_128229000_JUND	AR
ENHA_8_128228000_128229000_JUND	NFATC1
ENHA_8_128228000_128229000_JUND	JUN
ENHA_8_128228000_128229000_JUND	EP300
ENHA_8_128228000_128229000_FOSL2	RFWD2
