protein	is_enhancer	is_promoter	is_intermediate	X-graph-coord	Y-graph-coord	degree	expression_log2FoldChange	expression_padj	SNP-binding	Betweenness_global	Degree_global	Betweenness_in_cluster	Betweenness_out_cluster	Betweenness_enrichment	Degree_in_cluster	Degree_out_cluster	Degree_enrichment	Betweenness_enrichment_pval	Degree_enrichment_pval	fisher_test_OR	fisher_test_pval
ENHA_NR2F2	True	False	False	1.1	0.16754966887417222	6	1.53748819540803	3.79515510981433e-47	False											4.23659962032269	6.04782310604667e-16
ENHA_EHF	True	False	False	1.1	-0.837748344370861	3	1.88526498951326	2.4863645701402698e-185	False											18.7914650259479	4.54000863808723e-60
ENHA_NFATC2	True	False	False	1.1	-0.007284768211920589	6	-2.18442130434378	1.46114168314636e-05	False											8.397506941698765	2.174579022710176e-24
ENHA_IRF9	True	False	False	1.1666666666666667	-0.45894039735099346	1	-4.72276745596063	2.67135164718135e-225	False											2.07636622604889	0.0244263323816413
ENHA_ZBTB26	True	False	False	1.1333333333333335	0.9688741721854304	2	-0.0532896782270238	0.821792475560156	False											6.79820414851583	4.76818971904982e-31
ENHA_STAT3	True	False	False	1.1666666666666667	0.6774834437086092	47	-0.13163942522722	0.0914843663541713	False											5.2897748069738	3.173474741321e-26
ENHA_MAZ	True	False	False	1.1333333333333335	-0.16754966887417222	5	1.17636897308062	2.95636464524114e-88	False											9.86643030376595	3.04265512380837e-59
ENHA_RFX3	True	False	False	1.1	0.4298013245033112	3	1.29518564494931	2.61532881750928e-09	False											8.36246731975799	7.53828297541665e-59
ENHA_TEAD1	True	False	False	1.1	0.7794701986754966	4	-3.09819901379961	1.5394834772998e-296	False											4.88799378251431	4.17596735118597e-20
ENHA_KLF4	True	False	False	1.1	-0.3132450331125828	10	-4.0236383329462	1.2985292682091302e-211	False											33.2571128961372	7.455391418937302e-53
ENHA_NFIC	True	False	False	1.1666666666666667	0.06556291390728486	3	1.96587754562413	4.1547395769726297e-128	False											4.61862747884078	1.2792846942036e-22
ENHA_TBX3	True	False	False	1.1	0.6920529801324504	2	4.85416731525128	0.0	False											5.56013617175509	2.1541307885485092e-36
ENHA_CEBPB	True	False	False	1.1666666666666667	-0.9834437086092715	18	-1.24764079331658	9.42804687986243e-41	False											8.39480530398387	4.1911577277126413e-47
ENHA_MYC	True	False	False	1.1666666666666667	-0.021854304635761546	79	0.678826795642739	2.0942350848026002e-26	False											6.34891024974029	3.2175511245903e-37
ENHA_FOXP1	True	False	False	1.1666666666666667	-0.7211920529801326	3	1.23058638748909	9.34625524205785e-17	False											20.1245487053702	3.22390024835718e-45
ENHA_ZNF143	True	False	False	1.1666666666666667	1.0271523178807946	2	0.199771136687369	0.27348045140562	False											4.77120589680214	3.4044598094247504e-20
ENHA_EGR1	True	False	False	1.1666666666666667	-0.852317880794702	19	-3.04567725393117	0.0	False											9.35839057742349	6.5017151654672e-50
ENHA_MTF1	True	False	False	1.1	-0.05099337748344368	1	-1.1837624874014	1.8464260849660402e-19	False											6.36450438967742	2.1570095611521797e-40
ENHA_HMBOX1	True	False	False	1.1333333333333335	-0.5609271523178808	7	-0.195240917493415	0.500208531231606	False											6.48743977059164	4.526916051719041e-19
ENHA_MAF	True	False	False	1.1666666666666667	-0.24039735099337756	3	4.90755187657154	5.48369160876712e-20	False											5.89697377956687	2.7585516094351598e-43
ENHA_PRDM1	True	False	False	1.1666666666666667	0.32781456953642385	5	-6.53099636690485	2.85150155789745e-13	False											6.96662811660465	2.4015098210486e-38
