edge	fisher_test_edge_OR	fisher_test_edge_pvalue	SNP-path	XYs-edge	druggable
ENHA_HSF2;PRMT1	3.259018869829	9.016131963319579e-11	False	((1.1333333333333335, -0.4304347826086957), array([-0.97805905, -0.25070568]))	False
CEBPG;ENHA_ATF4	10.6058908941871	1.51834244496195e-71	False	(array([-0.70150102, -0.73014763]), (1.1666666666666667, -1.0726708074534161))	False
E2F4;ENHA_SMAD3	2.71532627811541	0.0781433005335413	False	(array([-0.8377782 ,  0.23640959]), (1.1, 0.5397515527950312))	False
ENHA_SMAD5;SMURF2	8.13724022527782	1.95227037997077e-35	False	((1.1333333333333335, 0.5534161490683229), array([-0.96808222,  0.24643745]))	False
ENHA_KLF5;SMURF2	5.04448156337688	2.43392891030708e-30	False	((1.1333333333333335, -0.2664596273291926), array([-0.96808222,  0.24643745]))	False
ENHA_SMAD3;FOXO4	6.82849720617955	0.0023950353711157	False	((1.1, 0.5397515527950312), array([-0.79438768, -0.58952049]))	False
DDX5;ENHA_SMAD5	6.51604895800212	2.6026686146369e-31	False	(array([0.43627389, 0.91964452]), (1.1333333333333335, 0.5534161490683229))	False
DDX5;ENHA_SP1	3.21938348118767	4.93319956300927e-08	False	(array([0.43627389, 0.91964452]), (1.1333333333333335, 0.6354037267080745))	False
ENHA_SOX4;SDCBP	8.96689710632724	2.2906958970969202e-63	False	((1.1666666666666667, 0.6080745341614908), array([-0.65539505, -0.80636196]))	False
ARIH2;ENHA_TP53	4.27925663218714	1.48026631835739e-07	False	(array([-0.70912369,  0.70532293]), (1.1, 0.9086956521739129))	False
ENHA_TP53;UBE2K	4.27925663218714	1.48026631835739e-07	False	((1.1, 0.9086956521739129), array([ 0.98847717, -0.02341227]))	False
ENHA_TP53;PRKAB2	25.9674827608633	9.114736502734651e-105	False	((1.1, 0.9086956521739129), array([ 0.61977205, -0.66231873]))	True
CRK;ENHA_TP53	28.9339436710798	7.02500428893564e-106	False	(array([0.37626829, 0.88513136]), (1.1, 0.9086956521739129))	False
APPL1;ENHA_TP53	26.4164191643846	6.12856411377206e-106	False	(array([-0.93895283,  0.37844512]), (1.1, 0.9086956521739129))	False
ENHA_LEF1;PIAS4	4.79983126106329	2.42744687238309e-26	False	((1.1333333333333335, -0.22546583850931678), array([-0.58348844,  0.75609822]))	False
ENHA_RUNX1;FOXP3	4.2436200613298	3.12676691156056e-10	False	((1.1666666666666667, 0.4850931677018635), array([ 0.91509797, -0.37325002]))	False
ENHA_TP53;NFKBIA	6.37243846739284	2.1530129380552102e-44	False	((1.1, 0.9086956521739129), array([-0.51671107, -0.82857321]))	True
ENHA_TP53;RPS3	6.43461043375366	6.93899544111483e-43	False	((1.1, 0.9086956521739129), array([-0.96289886,  0.28249552]))	False
ENHA_TP53;TSC22D3	6.59934379897537	3.32921322127705e-45	False	((1.1, 0.9086956521739129), array([-0.83104518, -0.4666741 ]))	False
ENHA_TP53;OTUB1	21.5674618375632	2.76113946173582e-101	False	((1.1, 0.9086956521739129), array([-0.06245964, -0.97943536]))	False
ENHA_MAZ;OTUB1	7.63168054574919	5.4615104881645596e-49	False	((1.1666666666666667, -0.1708074534161491), array([-0.06245964, -0.97943536]))	False
ENHA_SMAD3;OTUB1	8.25544300562135	5.10173329413883e-39	False	((1.1, 0.5397515527950312), array([-0.06245964, -0.97943536]))	False
ENHA_RBPJ;MBD2	7.28443514987365	3.9581231530725895e-42	False	((1.1, 0.37577639751552794), array([-0.95805505, -0.11803371]))	False
CGGBP1;ENHA_RBPJ	3.80296992674754	1.43309104644718e-06	False	(array([ 0.80579912, -0.416841  ]), (1.1, 0.37577639751552794))	False
ENHA_ELF4;TBK1	4.79506627682863	9.80677003022493e-10	False	((1.1, -0.8130434782608696), array([0.78784197, 0.3569422 ]))	False
ENHA_RBPJ;OGT	5.29206305023128	2.16646646245291e-34	False	((1.1, 0.37577639751552794), array([0.97692496, 0.13909439]))	False
ENHA_TCF7L2;FOXM1	9.44121782712171	4.79401496994613e-66	False	((1.1333333333333335, 0.7993788819875778), array([-0.76269045,  0.63310213]))	False
ENHA_SP1;FOXM1	6.50392338040519	9.72035271583861e-37	False	((1.1333333333333335, 0.6354037267080745), array([-0.76269045,  0.63310213]))	False
ENHA_SMAD5;U2AF2	6.34999728598604	9.27543690691218e-13	False	((1.1333333333333335, 0.5534161490683229), array([-0.20471941, -0.92828605]))	False
ENHA_SMAD3;U2AF2	6.38471993162129	2.99639273474825e-14	False	((1.1, 0.5397515527950312), array([-0.20471941, -0.92828605]))	False
ENHA_THAP1;U2AF2	4.37848218866987	4.17012729214881e-17	False	((1.1, 0.8677018633540374), array([-0.20471941, -0.92828605]))	False
ENHA_THAP1;MORF4L2	7.79300113867413	3.72330507827625e-54	False	((1.1, 0.8677018633540374), array([0.71902912, 0.60579506]))	False
ENHA_THAP1;POLR2L	7.94979709168517	4.8796958125575895e-55	False	((1.1, 0.8677018633540374), array([0.9215752 , 0.30594971]))	False
ENHA_THAP1;MORF4L1	5.48662670473765	3.47331781525539e-10	False	((1.1, 0.8677018633540374), array([ 0.8044074 , -0.47374772]))	False
ENHA_HSF2;NUP62	5.79718402596075	5.65459135911903e-41	False	((1.1333333333333335, -0.4304347826086957), array([-0.4181141 ,  0.89310811]))	False
ENHA_SP1;NUP62	8.59707402354442	1.75114676719675e-52	False	((1.1333333333333335, 0.6354037267080745), array([-0.4181141 ,  0.89310811]))	False
ENHA_PBX2;NUP62	11.0135624788343	7.486042496128001e-70	False	((1.1666666666666667, 0.23913043478260865), array([-0.4181141 ,  0.89310811]))	False
ENHA_THAP1;NUP62	8.46226538973207	5.38570571610789e-60	False	((1.1, 0.8677018633540374), array([-0.4181141 ,  0.89310811]))	False
ENHA_THAP1;PPIG	8.64180777434928	4.3611340148253004e-61	False	((1.1, 0.8677018633540374), array([0.63274702, 0.64132547]))	False
ENHA_SP1;PPIG	6.67790865300097	9.37498130023489e-49	False	((1.1333333333333335, 0.6354037267080745), array([0.63274702, 0.64132547]))	False
ENHA_SIX1;EYA2	5.98139870703345	1.2042896719235399e-36	False	((1.1666666666666667, 0.5260869565217392), array([-0.25966161,  0.82346886]))	False
ENHA_TFAP2A;EYA2	5.62345370496687	4.78670033816e-20	False	((1.1666666666666667, 0.8130434782608695), array([-0.25966161,  0.82346886]))	False
ENHA_RXRB;NR2C2	3.45361310753963	0.0048241974446528	False	((1.1333333333333335, 0.5124223602484472), array([-0.98591641,  0.18604233]))	False
ENHA_E2F3;TFDP2	5.38154139578117	3.4210633149262096e-18	False	((1.1666666666666667, -0.9086956521739131), array([ 0.93991059, -0.25054382]))	False
ENHA_TP53;TRIM27	3.76773585065827	3.1360623989669e-14	False	((1.1, 0.9086956521739129), array([0.95640162, 0.2051358 ]))	False
ENHA_RXRB;TRIM27	5.75506175500497	1.30935802271638e-18	False	((1.1333333333333335, 0.5124223602484472), array([0.95640162, 0.2051358 ]))	False
ENHA_TFAP4;EXOSC8	3.78882118364455	1.9712410853091597e-11	False	((1.1333333333333335, 0.8403726708074535), array([0.26601882, 0.97481658]))	False
ENHA_RXRB;EXOSC8	4.60498312381913	4.5840390003774995e-12	False	((1.1333333333333335, 0.5124223602484472), array([0.26601882, 0.97481658]))	False
ENHA_RXRB;TP53BP2	6.75922938359645	4.73375854486864e-17	False	((1.1333333333333335, 0.5124223602484472), array([-0.66475998, -0.7424264 ]))	False
ENHA_THRB;TRIP4	5.82640754108372	9.247954552637549e-33	False	((1.1666666666666667, 0.8950310559006212), array([-0.84278264,  0.52855899]))	False
ENHA_SRF;TRIP4	5.71775362253862	8.751421029873711e-35	False	((1.1333333333333335, 0.7173913043478262), array([-0.84278264,  0.52855899]))	False
ENHA_CREB1;NFYA	6.9039755315192	4.80122193592953e-50	False	((1.1666666666666667, -0.9496894409937889), array([-0.76055823, -0.73378577]))	False
ENHA_SP1;NFYA	4.65031933075536	2.08809217100068e-32	False	((1.1333333333333335, 0.6354037267080745), array([-0.76055823, -0.73378577]))	False
ENHA_SRF;NFYA	5.92586738513799	1.50297833425924e-42	False	((1.1333333333333335, 0.7173913043478262), array([-0.76055823, -0.73378577]))	False
ENHA_ESR2;SRRM2	6.26544457335753	2.30961519281943e-41	False	((1.1666666666666667, -0.7857142857142858), array([0.95560433, 0.04519175]))	False
MBD2;PROM_HINFP	7.06587700320883	7.174286681684499e-41	False	(array([-0.95805505, -0.11803371]), (-1.1666666666666667, -0.7206896551724138))	False
PROM_HINFP;SRRM2	6.01854936793653	5.2102516590158404e-39	False	((-1.1666666666666667, -0.7206896551724138), array([0.95560433, 0.04519175]))	False
ENHA_STAT3;NFKB2	2.7012911558	0.0009773071692661	False	((1.1, 0.7447204968944101), array([0.17514431, 0.97890007]))	False
ENHA_STAT3;NXT2	3.76733616863009	4.58613174591746e-06	False	((1.1, 0.7447204968944101), array([ 0.0946077 , -0.99181226]))	False
ENHA_ZBTB7A;NFKBIB	7.17995820135503	8.43392320137604e-52	False	((1.1333333333333335, 1.0043478260869567), array([ 0.8856884 , -0.33292174]))	False
ENHA_ESR2;PELP1	5.24410261282331	7.25508923982027e-37	False	((1.1666666666666667, -0.7857142857142858), array([0.79278149, 0.58034089]))	False
ENHA_ZBTB7C;SREBF1	6.31252887983395	7.83061018748751e-43	False	((1.1666666666666667, 1.0180124223602487), array([-0.83941153, -0.58762084]))	False
ENHA_SP1;SREBF1	4.13948591987776	1.58442908535877e-27	False	((1.1333333333333335, 0.6354037267080745), array([-0.83941153, -0.58762084]))	False
ENHA_POU2F1;SP4	2.48553974691975	3.65636030628283e-05	False	((1.1333333333333335, 0.2664596273291926), array([-0.8658029 ,  0.37964996]))	False
BCL11B;ENHA_NR2F1	31.8415740402802	1.3026838825135599e-62	False	(array([ 0.05118096, -0.99656164]), (1.1333333333333335, 0.14347826086956528))	False
BCL11B;ENHA_SP1	9.82583576181318	6.35510021300333e-55	False	(array([ 0.05118096, -0.99656164]), (1.1333333333333335, 0.6354037267080745))	False
ENHA_NFE2L2;PRKCD	8.56077916663949	2.04426908581747e-60	False	((1.1333333333333335, 0.02049689440993796), array([-0.79582026,  0.51485347]))	False
ENHA_STAT1;PRKCD	27.638498020707	2.67560023907801e-68	False	((1.1666666666666667, 0.7310559006211181), array([-0.79582026,  0.51485347]))	False
ENHA_SP1;PRKCD	12.8307601542051	3.6564608891368506e-61	False	((1.1333333333333335, 0.6354037267080745), array([-0.79582026,  0.51485347]))	False
E2F1;ENHA_STAT1	1.83554049827259	3.32497090696875e-06	False	(array([0.87344914, 0.54397544]), (1.1666666666666667, 0.7310559006211181))	False
E2F1;ENHA_SP1	2.22361106670666	2.35588142344096e-09	False	(array([0.87344914, 0.54397544]), (1.1333333333333335, 0.6354037267080745))	False
E2F1;ENHA_CEBPD	3.28044029512995	1.7189635380028e-14	False	(array([0.87344914, 0.54397544]), (1.1, -0.9770186335403728))	False
E2F1;ENHA_NFKB1	2.01795417639025	3.49798180530904e-05	False	(array([0.87344914, 0.54397544]), (1.1, 0.0888198757763976))	False
BCL6;ENHA_ZBTB7A	5.4943952023861	1.2997479787464598e-36	False	(array([-0.44688518, -0.92459941]), (1.1333333333333335, 1.0043478260869567))	False
BCL6;ENHA_E2F3	6.50381007677494	1.0374559826683e-18	False	(array([-0.44688518, -0.92459941]), (1.1666666666666667, -0.9086956521739131))	False
BCL6;ENHA_ARNT2	5.99187992278203	7.846156562995021e-31	False	(array([-0.44688518, -0.92459941]), (1.1333333333333335, -1.0863354037267081))	False
ENHA_HIF1A;XBP1	4.27465565286539	0.0237037968622926	False	((1.1333333333333335, -0.4714285714285714), array([-0.34050006,  0.94872194]))	False
CEBPA;ENHA_NFATC4	8.37271362853144	1.70164658631968e-57	False	(array([ 0.06804095, -0.72351706]), (1.1, 0.006832298136645987))	False
CEBPA;ENHA_ATF4	10.148524665062	1.85801654290241e-69	False	(array([ 0.06804095, -0.72351706]), (1.1666666666666667, -1.0726708074534161))	False
CEBPA;ENHA_BHLHE41	7.71481541938977	5.57039056598928e-47	False	(array([ 0.06804095, -0.72351706]), (1.1, -1.0180124223602485))	False
CEBPA;ENHA_MAX	13.4465159239181	4.06749567222643e-79	False	(array([ 0.06804095, -0.72351706]), (1.1333333333333335, -0.18447204968944098))	False
