edge	fisher_test_edge_OR	fisher_test_edge_pvalue	SNP-path	XYs-edge	druggable
CCNA2;ENHA_TP73	10.5826473143694	1.54551722375511e-71	False	(array([-0.35033488,  0.81465924]), (1.1333333333333335, 0.9198830409356726))	False
ENHA_ATF2;FOSL2	11.9286008162079	2.08233404528638e-78	False	((1.1666666666666667, -1.0742690058479534), array([-0.84070402, -0.43693477]))	False
ENHA_ELF5;SIRT6	7.23654579744786	6.64894095861919e-24	False	((1.1666666666666667, -0.8040935672514621), array([-0.17571938,  0.86883736]))	False
ENHA_FOXO3;IKBKE	4.36089558981872	1.8033215100033e-17	False	((1.1333333333333335, -0.6239766081871345), array([-0.97448838,  0.19736044]))	False
ENHA_ATF2;PKM	6.6304074224247	1.84484768590444e-16	False	((1.1666666666666667, -1.0742690058479534), array([-0.80842662,  0.28632504]))	False
ENHA_ATF2;RPS6KA5	5.81156292419103	1.91561708340598e-18	False	((1.1666666666666667, -1.0742690058479534), array([-0.77101195, -0.61889231]))	False
ANXA1;ENHA_ATF2	6.19527630593403	3.47288092916872e-12	False	(array([0.48113972, 0.88941735]), (1.1666666666666667, -1.0742690058479534))	False
BRMS1;ENHA_FOXK1	3.46735792582492	0.0002310590546281	False	(array([-0.74633348,  0.52230132]), (1.1333333333333335, -0.6625730994152048))	False
BRMS1;ENHA_FOXK2	3.15681970162888	0.0005239092113946	False	(array([-0.74633348,  0.52230132]), (1.1666666666666667, -0.6497076023391813))	False
CHUK;ENHA_TP73	7.43564912818976	3.8714942123747804e-44	False	(array([-0.70704079,  0.6976878 ]), (1.1333333333333335, 0.9198830409356726))	False
CHUK;ENHA_FOXO3	5.54209495472564	1.1764333394449e-30	False	(array([-0.70704079,  0.6976878 ]), (1.1333333333333335, -0.6239766081871345))	False
ENHA_ELF4;TBK1	4.79506627682863	9.80677003022493e-10	False	((1.1333333333333335, -0.8169590643274854), array([ 0.98203361, -0.04664995]))	False
EIF5A;ENHA_ATF2	6.40647143131791	2.23752668772195e-08	False	(array([ 0.62811399, -0.67672521]), (1.1666666666666667, -1.0742690058479534))	False
ENHA_FOXK2;PRDM10	3.24447157619699	0.0041217615417165	False	((1.1666666666666667, -0.6497076023391813), array([0.4058367 , 0.86371511]))	False
BPTF;ENHA_FOXK2	8.95900426538095	4.5512689596908805e-61	False	(array([-0.94507253,  0.34627014]), (1.1666666666666667, -0.6497076023391813))	False
ENHA_FOXK1;RNPS1	7.96446822226852	2.15302679316855e-48	False	((1.1333333333333335, -0.6625730994152048), array([0.96005279, 0.30935037]))	False
ENHA_FOXO3;PNKP	7.68153413487986	1.03641349812713e-51	False	((1.1333333333333335, -0.6239766081871345), array([-0.59526557,  0.73695928]))	False
ATP5O;ENHA_ATF2	10.6794118314197	1.8188565219886198e-69	False	(array([-0.96264941, -0.02913199]), (1.1666666666666667, -1.0742690058479534))	False
ENHA_ATF2;TPI1	12.2607713741905	2.10760321587457e-79	False	((1.1666666666666667, -1.0742690058479534), array([ 0.91227555, -0.3712109 ]))	False
ENHA_ETS1;SRSF11	2.87328876030646	0.0121722845448508	False	((1.1666666666666667, -0.7654970760233919), array([-0.9723441 ,  0.22354487]))	False
ENHA_ATF2;PCBP1	5.31422389229846	5.02886606636911e-21	False	((1.1666666666666667, -1.0742690058479534), array([-0.76217324, -0.57675087]))	False
ARID2;ENHA_EGR1	3.43998196601793	5.40292933147636e-12	False	(array([-0.05508531, -0.98160076]), (1.1, -0.868421052631579))	False
ARID2;ENHA_NFYC	7.841488257534	1.43930621933409e-49	False	(array([-0.05508531, -0.98160076]), (1.1666666666666667, 0.1608187134502923))	False
CDKN2A;ENHA_EGR1	5.4779526923788	8.276593584853e-34	False	(array([-0.93405366, -0.24411526]), (1.1, -0.868421052631579))	False
CDKN2A;ENHA_YY1	11.4991955769511	2.5821726479705802e-73	False	(array([-0.93405366, -0.24411526]), (1.1333333333333335, 0.9584795321637425))	False
ENHA_YY1;YAF2	6.35608768830874	1.27472513232774e-46	False	((1.1333333333333335, 0.9584795321637425), array([-0.97396058,  0.10824103]))	False
ENHA_ATF2;RUVBL2	7.80059140064666	2.2786251288243097e-49	False	((1.1666666666666667, -1.0742690058479534), array([8.66142094e-01, 8.53633275e-04]))	False
ENHA_YY1;RUVBL2	5.22946984563227	2.45870497402373e-32	False	((1.1333333333333335, 0.9584795321637425), array([8.66142094e-01, 8.53633275e-04]))	False
BAP1;ENHA_FOXK1	8.6002822871485	2.91410881948778e-57	False	(array([0.97663426, 0.09352172]), (1.1333333333333335, -0.6625730994152048))	False
BAP1;ENHA_FOXK2	9.0485302037174	2.11878270142719e-62	False	(array([0.97663426, 0.09352172]), (1.1666666666666667, -0.6497076023391813))	False
BAP1;ENHA_KLF5	6.07835248979699	6.43321661352633e-41	False	(array([0.97663426, 0.09352172]), (1.1, -0.25087719298245614))	False
BAP1;ENHA_YY1	11.3259247945656	7.52035623013615e-75	False	(array([0.97663426, 0.09352172]), (1.1333333333333335, 0.9584795321637425))	False
ENHA_KLF5;SMURF2	5.04448156337688	2.43392891030708e-30	False	((1.1, -0.25087719298245614), array([-0.73377818,  0.65713823]))	False
ENHA_YY1;SMURF2	11.2242172776852	1.77104501593701e-74	False	((1.1333333333333335, 0.9584795321637425), array([-0.73377818,  0.65713823]))	False
CEP70;ENHA_ZNF136	8.62038183160487	3.21448984574062e-60	False	(array([-0.10174184, -0.93822765]), (1.1333333333333335, 1.035672514619883))	False
AGTRAP;ENHA_NFYB	3.54135913145541	5.84945340199753e-08	False	(array([0.72581649, 0.59851533]), (1.1333333333333335, 0.14795321637426895))	False
AGTRAP;PROM_PBX3	3.10290648287728	3.20992882813925e-06	False	(array([0.72581649, 0.59851533]), (-1.1666666666666667, 0.0))	False
ENHA_FOXK2;NFYC	7.00633074041853	2.29077537395821e-50	False	((1.1666666666666667, -0.6497076023391813), array([-0.467343  ,  0.86040318]))	False
ENHA_NFYB;NFYC	9.44863747155275	4.89202078295358e-66	False	((1.1333333333333335, 0.14795321637426895), array([-0.467343  ,  0.86040318]))	False
ENHA_ELK4;SIRT7	7.75864389093652	3.32379860224127e-48	False	((1.1, -0.7912280701754386), array([0.70671028, 0.55370063]))	False
ENHA_SNAI2;TRIM23	2.95415980736879	3.00262907175221e-05	False	((1.1333333333333335, 0.5725146198830409), array([-0.06045046,  0.83729863]))	False
ENHA_CEBPG;MLLT6	6.87059058703904	1.0887080912876499e-22	False	((1.1, -0.9456140350877194), array([0.96142972, 0.10820398]))	False
EEF1D;ENHA_MAX	4.1012875525765	9.51772508584038e-23	False	(array([-0.98506296,  0.16528237]), (1.1, -0.1350877192982457))	False
ENHA_MAX;TFAP2A	1.13912305852915	0.603408018555533	False	((1.1, -0.1350877192982457), array([ 0.93380475, -0.25971475]))	False
ENHA_RBPJ;OGT	5.29206305023128	2.16646646245291e-34	False	((1.1666666666666667, 0.3923976608187134), array([-0.85547155,  0.5910188 ]))	False
CGGBP1;ENHA_RBPJ	3.80296992674754	1.43309104644718e-06	False	(array([0.29607713, 0.95834953]), (1.1666666666666667, 0.3923976608187134))	False
ENHA_FOXA1;HOXB9	2.52798185324652	1.81715584697328e-07	False	((1.1, -0.6754385964912282), array([0.9229387 , 0.34756908]))	False
ENHA_FOXK2;HOXB9	2.83286224843663	2.23739478830944e-06	False	((1.1666666666666667, -0.6497076023391813), array([0.9229387 , 0.34756908]))	False
ENHA_RBPJ;HOXB9	3.40984770585761	2.17492506898672e-08	False	((1.1666666666666667, 0.3923976608187134), array([0.9229387 , 0.34756908]))	False
ENHA_RBPJ;RCC1	4.04437662658601	4.393527437893151e-09	False	((1.1666666666666667, 0.3923976608187134), array([-0.87180513,  0.48015696]))	False
ENHA_RBPJ;TFAP4	3.87627859878716	3.80189904330013e-07	False	((1.1666666666666667, 0.3923976608187134), array([0.44927168, 0.88313746]))	False
CHD4;ENHA_RBPJ	3.10593048768502	6.82830286740864e-07	False	(array([ 0.38684893, -0.89839822]), (1.1666666666666667, 0.3923976608187134))	False
ENHA_TEAD2;MECP2	4.58666442235107	8.73642189125714e-25	False	((1.1333333333333335, 0.804093567251462), array([-0.93506223, -0.37563875]))	False
ENHA_MAX;MECP2	3.40183268584417	1.00216251407129e-17	False	((1.1, -0.1350877192982457), array([-0.93506223, -0.37563875]))	False
ENHA_YY1;MECP2	3.96715964329928	4.88349150138327e-18	False	((1.1333333333333335, 0.9584795321637425), array([-0.93506223, -0.37563875]))	False
ENHA_RBPJ;MECP2	3.67353116156389	2.04854457342585e-19	False	((1.1666666666666667, 0.3923976608187134), array([-0.93506223, -0.37563875]))	False
ENHA_TEAD2;SMARCA1	4.90324877351736	2.59623097551429e-18	False	((1.1333333333333335, 0.804093567251462), array([0.95231366, 0.00569435]))	False
ENHA_MAX;SMARCA1	3.14358303093283	1.29080812666403e-08	False	((1.1, -0.1350877192982457), array([0.95231366, 0.00569435]))	False
ENHA_RBPJ;SMARCA1	4.39635601340292	1.29904491357368e-17	False	((1.1666666666666667, 0.3923976608187134), array([0.95231366, 0.00569435]))	False
ENHA_RBPJ;NR2F2	3.05736160970889	1.88280926353846e-05	False	((1.1666666666666667, 0.3923976608187134), array([0.22283265, 0.91537023]))	False
ENHA_ETV6;GRB2	5.43461711545881	2.97436904100462e-22	False	((1.1, -0.7140350877192982), array([0.23075899, 0.95523524]))	False
ENHA_NFYB;GRB2	5.44209353097507	1.74428321509781e-29	False	((1.1333333333333335, 0.14795321637426895), array([0.23075899, 0.95523524]))	False
ENHA_REL;GRB2	6.3381390499868	6.401155603578069e-34	False	((1.1, 0.40526315789473677), array([0.23075899, 0.95523524]))	False
ENHA_IRF5;GRB2	5.52753724337785	9.203258278513581e-20	False	((1.1, -0.3666666666666667), array([0.23075899, 0.95523524]))	False
ENHA_NR3C2;TRIM24	5.00502954324796	6.294050593773501e-21	False	((1.1, 0.21228070175438596), array([0.84235895, 0.49093565]))	False
ENHA_TCF4;TRIM24	3.71369911186032	1.85461785276415e-13	False	((1.1, 0.7526315789473683), array([0.84235895, 0.49093565]))	False
