protein	is_enhancer	is_promoter	is_intermediate	X-graph-coord	Y-graph-coord	degree	expression_log2FoldChange	expression_padj	SNP-binding	Betweenness_global	Degree_global	Betweenness_in_cluster	Betweenness_out_cluster	Betweenness_enrichment	Degree_in_cluster	Degree_out_cluster	Degree_enrichment	Betweenness_enrichment_pval	Degree_enrichment_pval	fisher_test_OR	fisher_test_pval
ENHA_TEAD3	True	False	False	1.1	0.7923076923076924	2	-1.73704433724737	3.162597211463e-40	False											6.15222330062097	7.23649632459915e-26
ENHA_NR2F2	True	False	False	1.1666666666666667	0.038461538461538325	2	1.53748819540803	3.79515510981433e-47	False											6.55111651187414	5.1579593712128994e-37
ENHA_AR	True	False	False	1.1	-1.1	64	0.367597826345658	8.286257086481861e-10	False											6.821053264151081	4.0743286397855295e-40
ENHA_EHF	True	False	False	1.1	-0.9153846153846155	3	1.88526498951326	2.4863645701402698e-185	False											18.7914650259479	4.54000863808723e-60
ENHA_NFATC2	True	False	False	1.1333333333333335	-0.16153846153846163	8	-2.18442130434378	1.46114168314636e-05	False											8.397506941698765	2.174579022710176e-24
ENHA_ZBTB26	True	False	False	1.1	0.976923076923077	3	-0.0532896782270238	0.821792475560156	False											5.62866448329204	9.53637943809964e-31
ENHA_STAT3	True	False	False	1.1666666666666667	0.6846153846153846	40	-0.13163942522722	0.0914843663541713	False											6.45205614713203	3.929735992848245e-39
ENHA_MAZ	True	False	False	1.1666666666666667	-0.2846153846153847	5	1.17636897308062	2.95636464524114e-88	False											9.86643030376595	3.04265512380837e-59
ENHA_RFX3	True	False	False	1.1666666666666667	0.3153846153846154	2	1.29518564494931	2.61532881750928e-09	False											8.373494489113579	6.51642209205301e-59
ENHA_TEAD1	True	False	False	1.1333333333333335	0.7615384615384615	5	-3.09819901379961	1.5394834772998e-296	False											11.2823691202116	1.3742493909517899e-70
ENHA_NFIC	True	False	False	1.1666666666666667	-0.10000000000000009	5	1.96587754562413	4.1547395769726297e-128	False											3.60230933830914	8.762909273544559e-13
ENHA_KLF4	True	False	False	1.1	-0.4076923076923078	9	-4.0236383329462	1.2985292682091302e-211	False											40.5777002046527	1.4773155389816501e-52
ENHA_THRB	True	False	False	1.1333333333333335	0.8538461538461539	10	1.21953043880219	8.56338194398239e-20	False											7.68647206302674	2.250653329609358e-55
ENHA_FOXP1	True	False	False	1.1666666666666667	-0.7461538461538462	3	1.23058638748909	9.34625524205785e-17	False											20.1245487053702	3.22390024835718e-45
ENHA_EGR1	True	False	False	1.1666666666666667	-0.9307692307692308	16	-3.04567725393117	0.0	False											12.541787424315551	3.250857584128661e-50
ENHA_ATF3	True	False	False	1.1666666666666667	-1.0692307692307694	18	-0.363412288333933	0.0004899812137875	False											6.786869136849975	8.973487766646985e-43
ENHA_MTF1	True	False	False	1.1333333333333335	-0.20769230769230773	1	-1.1837624874014	1.8464260849660402e-19	False											6.36450438967742	2.1570095611521797e-40
