promoter	protein	is_enhancer	is_promoter	is_intermediate	X-graph-coord	Y-graph-coord	degree	expression_log2FoldChange	expression_padj	SNP-binding	Betweenness_global	Degree_global	Betweenness_in_cluster	Betweenness_out_cluster	Betweenness_enrichment	Degree_in_cluster	Degree_out_cluster	Degree_enrichment	Betweenness_enrichment_pval	Degree_enrichment_pval	fisher_test_OR	fisher_test_pval
VPS13A	ENHA_NFYC	True	False	False	1.1666666666666667	0.0	7	-0.217629731396474	0.0920251590777719	False											1.97682398779898	2.07277021986301e-08
VPS13A	ENHA_STAT1	True	False	False	1.1	0.5851063829787235	42	-4.62037343801228	3.18474888731901e-209	False											4.40151855982922	1.2984878213694e-58
VPS13A	ENHA_NR2F1	True	False	False	1.1	0.023404255319148914	3	2.15204275920652	0.261152651338228	False											4.83760231107949	3.81131965357778e-66
VPS13A	ENHA_RREB1	True	False	False	1.1333333333333335	0.32765957446808525	9	-0.0735253190793003	0.467070376592638	False											5.06858468030012	4.20441319632425e-59
VPS13A	ENHA_KLF4	True	False	False	1.1	-0.32765957446808514	19	-4.0236383329462	1.2985292682091302e-211	False											9.14968740190269	1.91822999141927e-88
VPS13A	ENHA_TP53	True	False	False	1.1333333333333335	0.8191489361702129	153	0.19430270080352	0.0080827699159202	False											2.92314886331667	4.19592396417386e-34
VPS13A	ENHA_TFAP2C	True	False	False	1.1	0.7255319148936172	6	-0.853382865494771	5.1225313213023e-10	False											4.6033754021136595	1.5017112634005867e-66
VPS13A	ENHA_HOXC8	True	False	False	1.1	-0.6085106382978724	1	-5.08696555845238	1.47367990589142e-07	False											1.79216837926218	0.0084632606579506
VPS13A	ENHA_IRF7	True	False	False	1.1	-0.46808510638297873	12	-3.83408099935248	6.50427053228451e-298	False											2.157034545009785	5.419154251439655e-18
VPS13A	ENHA_NFATC3	True	False	False	1.1	-0.11702127659574468	1	0.548181206572617	2.53394364796607e-07	False											2.65619060949114	1.39460610167002e-26
VPS13A	ENHA_HES1	True	False	False	1.1666666666666667	-0.7021276595744681	3	-3.39534238338495	1.54205368948807e-57	False											2.54075974301453	3.1457731980020603e-15
VPS13A	ENHA_RFX1	True	False	False	1.1333333333333335	0.2574468085106383	6	0.448877259836791	0.015588998058263	False											2.18985519415404	7.082587444905037e-10
VPS13A	ENHA_TEAD1	True	False	False	1.1333333333333335	0.6787234042553192	4	-3.09819901379961	1.5394834772998e-296	False											3.662497183163215	4.756549250687198e-50
VPS13A	ENHA_SOX13	True	False	False	1.1	0.4446808510638298	1	-0.553019887296331	0.0002820815064001	False											3.1451429712372	2.5253507664732104e-25
VPS13A	ENHA_ZBTB7A	True	False	False	1.1333333333333335	0.9595744680851066	9	-0.0362829210068259	0.736088995669794	False											3.5653550811521	7.34090738992272e-50
VPS13A	ENHA_IRF1	True	False	False	1.1	-0.5382978723404256	33	-4.0231535461388	8.02847625817727e-85	False											7.60178369675361	2.4055153641278397e-56
VPS13A	ENHA_NR4A1	True	False	False	1.1333333333333335	0.04680851063829783	12	-0.313752055108596	0.111151395127448	False											2.924010663574645	3.599017297883337e-33
VPS13A	ENHA_KLF2	True	False	False	1.1666666666666667	-0.35106382978723405	9	2.91214006178269	1.1394009815664e-06	False											6.18406169661929	4.478399451404759e-78
VPS13A	ENHA_EGR1	True	False	False	1.1	-1.0297872340425533	19	-3.04567725393117	0.0	False											5.02399389272095	2.83301472585766e-60
VPS13A	ENHA_IRF3	True	False	False	1.1666666666666667	-0.49148936170212765	13	-0.741767567552619	5.2616063874333e-12	False											2.50558243827295	1.21226521910834e-25
VPS13A	ENHA_ZBTB26	True	False	False	1.1	0.9361702127659575	2	-0.0532896782270238	0.821792475560156	False											2.62907464886945	7.2929212009166e-14
VPS13A	ENHA_ZNF740	True	False	False	1.1333333333333335	1.1	3	0.193961958381287	0.0628387066614002	False											5.01821079430301	7.19708234584353e-71
VPS13A	ENHA_NFKB1	True	False	False	1.1666666666666667	-0.07021276595744674	29	-1.14746090520674	3.71257051919243e-33	False											5.60630806195929	3.44945989292785e-76
VPS13A	ENHA_GFI1	True	False	False	1.1666666666666667	-0.772340425531915	2	-0.0375258764234129	0.981433505756066	False											2.20407522303851	1.2106024477559754e-18
VPS13A	ENHA_RFX5	True	False	False	1.1	0.30425531914893633	4	1.40907204845787	1.98813036760513e-40	False											2.6656805566124246	3.67439675579461e-08
VPS13A	ENHA_POU2F1	True	False	False	1.1666666666666667	0.1404255319148937	25	-0.0730220925286118	0.627787826626805	False											1.92052000813746	2.64068203512382e-12
VPS13A	ENHA_HOXA7	True	False	False	1.1333333333333335	-0.6553191489361703	2	-5.73638898537644	8.91965784328868e-13	False											1.574431079403855	0.0039176581655585
VPS13A	ENHA_KLF5	True	False	False	1.1333333333333335	-0.3042553191489362	43	-5.67652439532414	1.21080876011697e-253	False											7.73446486573329	8.81149228503838e-85
VPS13A	ENHA_NFYA	True	False	False	1.1	-0.04680851063829783	7	-0.0915135849268477	0.47203848786843	False											3.10680578811524	1.2967389559787699e-34
VPS13A	ENHA_HOXB13	True	False	False	1.1666666666666667	-0.6319148936170214	2	10.2500539875467	2.14679057326334e-222	False											1.40229733943789	0.0024084396223219
VPS13A	ENHA_ELF3	True	False	False	1.1	-0.9595744680851065	4	1.20019564579332	1.62568910285003e-17	False											4.9863466580164495	4.6153032509022506e-70
VPS13A	ENHA_FOXP1	True	False	False	1.1	-0.8893617021276596	3	1.23058638748909	9.34625524205785e-17	False											5.12999262872407	6.56607688573858e-58
