edge	fisher_test_edge_OR	fisher_test_edge_pvalue	SNP-path	XYs-edge	druggable
ENHA_TP53;MDM4	7.02358315438401	3.3729521534928897e-48	False	((1.1333333333333335, 0.8724137931034484), array([-0.98158878, -0.25628006]))	False
ENHA_HIF1A;UTP23	6.53887133651421	6.94030177971613e-22	False	((1.1333333333333335, -0.5841379310344827), array([-0.84931272, -0.43488401]))	False
ENHA_TP53;PSMD11	4.67637172159854	1.24504929915592e-21	False	((1.1333333333333335, 0.8724137931034484), array([-0.77919489,  0.25014037]))	False
ENHA_HIF1A;HIF1AN	6.6788864600923	2.80492148198102e-25	False	((1.1333333333333335, -0.5841379310344827), array([-0.23019563,  0.867773  ]))	False
ENHA_HIF1A;IKBKG	7.23935026788829	5.68553739199008e-32	False	((1.1333333333333335, -0.5841379310344827), array([-0.60388863,  0.79349387]))	False
ENHA_TP53;NFKBIA	6.37243846739284	2.1530129380552102e-44	False	((1.1333333333333335, 0.8724137931034484), array([-0.97678179,  0.22894222]))	True
ENHA_TP53;RPS3	6.43461043375366	6.93899544111483e-43	False	((1.1333333333333335, 0.8724137931034484), array([-0.69077146,  0.45047826]))	False
ENHA_TP53;TSC22D3	6.59934379897537	3.32921322127705e-45	False	((1.1333333333333335, 0.8724137931034484), array([-0.77819729, -0.61626327]))	False
ENHA_TP53;PHF1	3.78795146716276	3.15039686705871e-11	False	((1.1333333333333335, 0.8724137931034484), array([0.47734347, 0.90160751]))	False
BAG5;ENHA_TP53	4.26862027250158	3.3522097150885997e-12	False	(array([-0.78300035,  0.49331492]), (1.1333333333333335, 0.8724137931034484))	False
ENHA_MAFK;KAT6A	1.96725740924953	0.0019557262728125	False	((1.1, -0.28068965517241373), array([-0.65185261, -0.80645674]))	False
ENHA_TP53;KAT6A	1.63149441777631	0.0484877400566999	False	((1.1333333333333335, 0.8724137931034484), array([-0.65185261, -0.80645674]))	False
ENHA_TP53;S100A4	4.87656980825357	2.37893380377547e-25	False	((1.1333333333333335, 0.8724137931034484), array([-0.70432281,  0.71559256]))	False
ENHA_HIF1A;NAA10	8.64355335255811	9.407281774268299e-43	False	((1.1333333333333335, -0.5841379310344827), array([-0.96798819, -0.10700365]))	False
ENHA_NR3C1;TXN2	9.3657045590397	1.48020612160079e-64	False	((1.1666666666666667, 0.06827586206896563), array([ 0.64311701, -0.66090572]))	False
ENHA_TP53;RPS7	13.3121602982461	6.30976243904918e-84	False	((1.1333333333333335, 0.8724137931034484), array([0.40377834, 0.87311411]))	False
ENHA_TP53;MAD2L1BP	13.3121602982461	6.30976243904918e-84	False	((1.1333333333333335, 0.8724137931034484), array([-0.94086707,  0.38625434]))	False
ENHA_TP53;PSME3	15.6729857945079	5.37268422051641e-91	False	((1.1333333333333335, 0.8724137931034484), array([0.95551908, 0.34301132]))	False
ENHA_TP53;OTUB1	21.5674618375632	2.76113946173582e-101	False	((1.1333333333333335, 0.8724137931034484), array([-0.55354559,  0.78344566]))	False
ENHA_TP53;HUWE1	24.3591589438482	8.89704278594851e-102	False	((1.1333333333333335, 0.8724137931034484), array([-0.97009516, -0.01782081]))	False
CRK;ENHA_TP53	28.9339436710798	7.02500428893564e-106	False	(array([ 0.92024779, -0.35395229]), (1.1333333333333335, 0.8724137931034484))	False
