edge	fisher_test_edge_OR	fisher_test_edge_pvalue	SNP-path	XYs-edge	druggable
ENHA_E2F6;TFDP2	6.2965513231059	1.10536260876164e-45	False	((1.1, -0.9072992700729927), array([-0.96920067, -0.26006743]))	False
ENHA_E2F4;TFDP2	4.93564279310118	7.32602622590024e-33	False	((1.1666666666666667, -0.9233576642335768), array([-0.96920067, -0.26006743]))	False
ATAD2;ENHA_E2F4	6.30274019581837	9.252913961130859e-42	False	(array([-0.85860997, -0.39443636]), (1.1666666666666667, -0.9233576642335768))	False
ENHA_EGR1;PSMD2	6.90784495835351	4.0697055108936796e-48	False	((1.1333333333333335, -0.8912408759124089), array([-0.25129631,  0.84445477]))	False
ENHA_HSF1;KPNA4	6.22320350658689	1.81802327025177e-28	False	((1.1, -0.4737226277372264), array([-0.96538073,  0.21744253]))	False
EFTUD2;ENHA_HSF1	6.82474399630625	2.39615649083993e-25	False	(array([-0.82696676,  0.22067274]), (1.1, -0.4737226277372264))	False
DRAP1;ENHA_NFYB	5.15890494917289	2.85083214936478e-06	False	(array([-0.77119356, -0.61174452]), (1.1666666666666667, 0.13649635036496344))	False
ENHA_HSF1;HSPA4L	3.95574738397879	6.91181185997452e-11	False	((1.1, -0.4737226277372264), array([-0.755409  ,  0.51015943]))	False
ENHA_SP1;PPIG	6.67790865300097	9.37498130023489e-49	False	((1.1, 0.6824817518248174), array([-0.60472876, -0.84014362]))	False
ENHA_HEY1;RPL11	6.80138941768077	1.8130251487083702e-21	False	((1.1666666666666667, -0.5379562043795622), array([-0.94986904, -0.15815866]))	False
ENHA_KLF6;GTF3C1	7.86471716249264	3.00713033136882e-42	False	((1.1, -0.23284671532846724), array([ 0.6557135 , -0.63706213]))	False
ENHA_KLF6;PNO1	7.86471716249264	3.00713033136882e-42	False	((1.1, -0.23284671532846724), array([0.45695069, 0.839715  ]))	False
ENHA_RELB;SMARCB1	4.96688908575001	3.11075004281502e-17	False	((1.1, 0.44160583941605847), array([0.94344556, 0.36973688]))	False
ENHA_SREBF1;LMNA	6.22551767940185	2.87010791657896e-24	False	((1.1333333333333335, 0.7467153284671533), array([-0.95781451, -0.00796034]))	False
ENHA_KLF5;ESR2	9.76143183794479	2.299505629005e-56	False	((1.1666666666666667, -0.2489051094890512), array([-0.43282735, -0.8728525 ]))	False
ENHA_SP1;ESR2	7.45783512781021	2.12747771973361e-38	False	((1.1, 0.6824817518248174), array([-0.43282735, -0.8728525 ]))	False
ENHA_KLF10;SIAH1	16.4891343406327	5.16673924160824e-79	False	((1.1, -0.3291970802919708), array([-0.76717979, -0.56644785]))	False
ENHA_SREBF1;MED6	12.5840321903278	1.77166428422255e-76	False	((1.1333333333333335, 0.7467153284671533), array([-0.05936041, -0.98142153]))	False
