edge	fisher_test_edge_OR	fisher_test_edge_pvalue	SNP-path	XYs-edge	druggable
ENHA_SNAI1;RING1	8.70713394018089	3.0644432460204996e-56	False	((1.1666666666666667, 0.4976190476190476), array([-0.9736793 , -0.26763678]))	False
ENHA_E2F1;RING1	6.43783214265237	1.08753819984858e-45	False	((1.1666666666666667, -0.955952380952381), array([-0.9736793 , -0.26763678]))	False
ATAD2;ENHA_E2F1	7.49340611627278	4.83878617792617e-51	False	(array([-0.89774173, -0.29728729]), (1.1666666666666667, -0.955952380952381))	False
BIRC2;ENHA_E2F1	5.27910345460247	1.96932307090765e-21	False	(array([-0.8657468 ,  0.04351519]), (1.1666666666666667, -0.955952380952381))	False
ENHA_FOSL2;RPL30	5.12888317866664	4.552484381112651e-19	False	((1.1333333333333335, -0.6940476190476191), array([-0.63906842,  0.75784194]))	False
ENHA_SREBF2;PSMD4	6.83121422867312	1.53898242236449e-39	False	((1.1333333333333335, 0.6416666666666666), array([-0.82923633,  0.20649409]))	False
ENHA_HEY1;RPL11	6.80138941768077	1.8130251487083702e-21	False	((1.1, -0.55), array([0.47668228, 0.9011361 ]))	False
ENHA_MYC;RPL11	5.98042260780105	2.99486641298536e-17	False	((1.1, -0.03928571428571437), array([0.47668228, 0.9011361 ]))	False
ENHA_SOX10;NMI	5.91585721630529	1.2003131645588101e-19	False	((1.1333333333333335, 0.5238095238095237), array([-0.61786103, -0.83411092]))	False
ENHA_MYC;NMI	4.61494905099752	0.0002587899344101	False	((1.1, -0.03928571428571437), array([-0.61786103, -0.83411092]))	False
ENHA_HIF1A;PSMA4	8.86512642751572	1.82864417993632e-18	False	((1.1333333333333335, -0.536904761904762), array([-0.95879805, -0.14103007]))	False
ENHA_MYC;PSMA4	8.27293345865488	2.00732852852939e-16	False	((1.1, -0.03928571428571437), array([-0.95879805, -0.14103007]))	False
ENHA_HIF1A;H2AFX	8.86512642751572	1.82864417993632e-18	False	((1.1333333333333335, -0.536904761904762), array([ 0.98887759, -0.02954913]))	False
ENHA_MYC;H2AFX	8.27293345865488	2.00732852852939e-16	False	((1.1, -0.03928571428571437), array([ 0.98887759, -0.02954913]))	False
ENHA_HIF1A;PSMA7	8.86512642751572	1.82864417993632e-18	False	((1.1333333333333335, -0.536904761904762), array([ 0.59806007, -0.70758653]))	False
ENHA_MYC;PSMA7	8.27293345865488	2.00732852852939e-16	False	((1.1, -0.03928571428571437), array([ 0.59806007, -0.70758653]))	False
ENHA_BHLHE40;STK19	6.75910096321101	5.9952493544915694e-40	False	((1.1333333333333335, -1.0083333333333333), array([-0.93408185,  0.38793236]))	False
ENHA_HIF1A;HIF1AN	6.6788864600923	2.80492148198102e-25	False	((1.1333333333333335, -0.536904761904762), array([0.95258844, 0.35819119]))	False
ENHA_NFKB1;HIF1AN	3.4721798940803	2.65786652388633e-09	False	((1.1333333333333335, 0.05238095238095242), array([0.95258844, 0.35819119]))	False
ENHA_ZBTB14;NAA10	3.75989861265513	1.67574698922681e-06	False	((1.1666666666666667, 0.9297619047619046), array([ 0.90438002, -0.39556417]))	False
ENHA_HIF1A;NAA10	8.64355335255811	9.407281774268299e-43	False	((1.1333333333333335, -0.536904761904762), array([ 0.90438002, -0.39556417]))	False
CDK4;ENHA_CEBPA	8.23266077742359	1.04336476101505e-57	False	(array([-0.46480307, -0.85788649]), (1.1666666666666667, -0.9952380952380954))	False
ENHA_SREBF1;LMNA	6.22551767940185	2.87010791657896e-24	False	((1.1, 0.6285714285714286), array([-0.07238196, -0.98097658]))	False
ENHA_REL;NDUFAF3	7.59248030391237	1.24106812761087e-19	False	((1.1, 0.3142857142857143), array([0.49527636, 0.75840771]))	False
ENHA_RELA;SNRNP70	7.52154642893957	3.62696581994681e-24	False	((1.1333333333333335, 0.32738095238095233), array([ 0.83721882, -0.35223654]))	False
ENHA_TWIST1;PPP2CA	4.41703933590172	7.59164481097881e-13	False	((1.1333333333333335, 0.8773809523809524), array([0.50749022, 0.17019451]))	False
