protein	is_enhancer	is_promoter	is_intermediate	X-graph-coord	Y-graph-coord	degree	expression_log2FoldChange	expression_padj	SNP-binding	Betweenness_global	Degree_global	Betweenness_in_cluster	Betweenness_out_cluster	Betweenness_enrichment	Degree_in_cluster	Degree_out_cluster	Degree_enrichment	Betweenness_enrichment_pval	Degree_enrichment_pval	fisher_test_OR	fisher_test_pval
ENHA_TEAD3	True	False	False	1.1	0.7811594202898551	3	-1.73704433724737	3.162597211463e-40	False											5.10675044158887	6.30527449709525e-32
ENHA_NR2F2	True	False	False	1.1666666666666667	0.1647342995169081	2	1.53748819540803	3.79515510981433e-47	False											6.55111651187414	5.1579593712128994e-37
ENHA_NFIL3	True	False	False	1.1333333333333335	0.05845410628019332	1	-3.02481289020188	6.77247507855608e-118	False											3.17238983164516	5.630897494914479e-12
ENHA_AR	True	False	False	1.1	-1.1	60	0.367597826345658	8.286257086481861e-10	False											7.0376979223216996	7.642067391491414e-47
ENHA_EHF	True	False	False	1.1333333333333335	-0.8342995169082126	1	1.88526498951326	2.4863645701402698e-185	False											4.61066665460763	1.52056936335444e-24
ENHA_HINFP	True	False	False	1.1	-0.5260869565217392	2	-0.181229002166889	0.339807468547872	False											5.671791677055575	6.85370055214057e-14
ENHA_HOXA5	True	False	False	1.1666666666666667	-0.5048309178743962	1	0.226079275894766	0.66960623720912	False											7.17627272958737	1.33296551187361e-35
ENHA_IRF9	True	False	False	1.1666666666666667	-0.3772946859903382	1	-4.72276745596063	2.67135164718135e-225	False											2.07636622604889	0.0244263323816413
ENHA_ZBTB26	True	False	False	1.1333333333333335	0.9830917874396135	2	-0.0532896782270238	0.821792475560156	False											6.79820414851583	4.76818971904982e-31
ENHA_STAT3	True	False	False	1.1333333333333335	0.6961352657004831	56	-0.13163942522722	0.0914843663541713	False											5.92569153387222	1.4233636904930002e-26
ENHA_MAZ	True	False	False	1.1333333333333335	-0.1647342995169082	3	1.17636897308062	2.95636464524114e-88	False											9.86643030376595	3.04265512380837e-59
ENHA_GATA6	True	False	False	1.1	-0.6217391304347827	2	-1.40403062398768	1.91110113852165e-08	False											5.01134215279864	3.624847492580931e-26
ENHA_RFX3	True	False	False	1.1666666666666667	0.4198067632850242	2	1.29518564494931	2.61532881750928e-09	False											8.373494489113579	6.51642209205301e-59
ENHA_TEAD1	True	False	False	1.1333333333333335	0.759903381642512	4	-3.09819901379961	1.5394834772998e-296	False											11.613864993263501	7.574061349792315e-71
ENHA_KLF4	True	False	False	1.1	-0.2710144927536232	9	-4.0236383329462	1.2985292682091302e-211	False											40.5777002046527	1.3159407966087e-51
ENHA_MSX1	True	False	False	1.1333333333333335	-0.06908212560386473	2	4.2854018223603	4.47639393498334e-27	False											5.942366309161905	1.4184860525693155e-21
