edge	fisher_test_edge_OR	fisher_test_edge_pvalue	SNP-path	XYs-edge	druggable
CCNG1;ENHA_NFATC4	7.95342965690156	5.81163877586877e-53	False	(array([-0.28577171,  0.87292529]), (1.1666666666666667, -0.05877862595419847))	False
ENHA_PLAG1;KPNA2	6.13899797300022	2.7906454423583e-44	False	((1.1333333333333335, 0.22671755725190845), array([-0.87609678, -0.37379288]))	False
ENHA_TP53;TFDP1	3.13192463206255	3.50531795941898e-14	False	((1.1, 0.8145038167938932), array([-0.19051079,  0.88415754]))	False
CCNA2;ENHA_TP73	10.5826473143694	1.54551722375511e-71	False	(array([-0.62824989,  0.77781771]), (1.1333333333333335, 0.831297709923664))	False
ENHA_ZBTB14;SDCBP	5.91585721630529	1.2003131645588101e-19	False	((1.1, 0.9152671755725192), array([-0.78945473, -0.60104824]))	False
ENHA_SOX4;SDCBP	8.96689710632724	2.2906958970969202e-63	False	((1.1666666666666667, 0.4954198473282443), array([-0.78945473, -0.60104824]))	False
ENHA_CEBPA;PPP2CA	4.83659701986127	1.6635184406417e-20	False	((1.1, -0.9992366412213741), array([0.74385657, 0.69642955]))	False
ENHA_HOXC4;HTT	6.52549282042306	8.65036836928434e-33	False	((1.1666666666666667, -0.46183206106870234), array([-0.71326129,  0.70981934]))	False
ENHA_SP1;HTT	5.19044660475648	2.27328177938766e-13	False	((1.1, 0.5122137404580154), array([-0.71326129,  0.70981934]))	False
CEP70;ENHA_ZNF136	8.62038183160487	3.21448984574062e-60	False	(array([ 0.98837941, -0.01305089]), (1.1, 1.0160305343511449))	False
CARM1;ENHA_CEBPB	5.00034776791592	2.20982162036543e-34	False	(array([0.41377075, 0.87378829]), (1.1333333333333335, -0.9824427480916031))	False
CEBPD;ENHA_SMAD3	7.60104802469306	1.4341617921017e-23	False	(array([0.94111685, 0.38764293]), (1.1, 0.4114503816793893))	False
CEBPD;ENHA_CEBPB	5.25761725771873	1.56915493574343e-33	False	(array([0.94111685, 0.38764293]), (1.1333333333333335, -0.9824427480916031))	False
ATP5O;ENHA_ATF2	10.6794118314197	1.8188565219886198e-69	False	(array([-0.9701961 , -0.00244282]), (1.1666666666666667, -1.0664122137404581))	False
ENHA_NFE2L2;KPNA3	5.61817509172516	4.98307080136632e-34	False	((1.1333333333333335, -0.02519083969465652), array([-0.97916616,  0.23242099]))	False
ENHA_GATA6;KPNA3	4.40078880895351	7.249694985161769e-26	False	((1.1333333333333335, -0.5793893129770993), array([-0.97916616,  0.23242099]))	False
ENHA_HSF1;KPNA3	5.55764670737022	7.8466109665711e-35	False	((1.1, -0.44503816793893136), array([-0.97916616,  0.23242099]))	False
ENHA_NFKB1;KPNA3	4.1124870766953	1.59961165800273e-25	False	((1.1333333333333335, 0.02519083969465652), array([-0.97916616,  0.23242099]))	False
DNMT3A;ENHA_ZBTB18	5.05418041764777	9.08022380236921e-18	False	(array([0.39105953, 0.81098503]), (1.1333333333333335, 0.9320610687022901))	False
ENHA_ATF2;YWHAB	8.35092018301895	4.0781126385857897e-29	False	((1.1666666666666667, -1.0664122137404581), array([ 0.81211093, -0.39963001]))	False
CCT5;ENHA_ATF2	6.51466875603315	8.875588061332079e-26	False	(array([-0.98218234,  0.11300879]), (1.1666666666666667, -1.0664122137404581))	False
ATP2A2;ENHA_ATF2	8.09743723077292	3.71393013680998e-24	False	(array([0.8496173 , 0.26215348]), (1.1666666666666667, -1.0664122137404581))	False
CCT4;ENHA_ATF2	6.51466875603315	8.875588061332079e-26	False	(array([0.97801505, 0.13408234]), (1.1666666666666667, -1.0664122137404581))	False
ENHA_ATF2;OAT	8.09743723077292	3.71393013680998e-24	False	((1.1666666666666667, -1.0664122137404581), array([ 0.74383169, -0.68984157]))	False
CYC1;ENHA_ATF2	8.09743723077292	3.71393013680998e-24	False	(array([-0.75964658,  0.64622376]), (1.1666666666666667, -1.0664122137404581))	False
ENHA_ATF2;HSPH1	8.09743723077292	3.71393013680998e-24	False	((1.1666666666666667, -1.0664122137404581), array([-0.20735102, -0.9287069 ]))	False
ENHA_HSF1;KPNA4	6.22320350658689	1.81802327025177e-28	False	((1.1, -0.44503816793893136), array([ 0.9599724 , -0.22358086]))	False
ENHA_ATF2;HSPB1	6.63347173481422	9.692110600224009e-36	False	((1.1666666666666667, -1.0664122137404581), array([0.69024645, 0.65364305]))	False
ENHA_HSF1;HSPB1	5.56539835932103	1.01379380185967e-32	False	((1.1, -0.44503816793893136), array([0.69024645, 0.65364305]))	False
EFTUD2;ENHA_HSF1	6.82474399630625	2.39615649083993e-25	False	(array([0.92121904, 0.3095384 ]), (1.1, -0.44503816793893136))	False
ENHA_TP73;RUNX2	5.26589548790381	1.0834660094896201e-23	False	((1.1333333333333335, 0.831297709923664), array([ 0.80430284, -0.4713939 ]))	False
ENHA_SMAD3;RUNX2	6.28319099817987	1.71197544363642e-10	False	((1.1, 0.4114503816793893), array([ 0.80430284, -0.4713939 ]))	False
CDC25A;ENHA_SMAD3	5.73354910141963	3.92118135815868e-08	False	(array([-0.454631  ,  0.88242047]), (1.1, 0.4114503816793893))	False
