promoter	protein	is_enhancer	is_promoter	is_intermediate	X-graph-coord	Y-graph-coord	degree	expression_log2FoldChange	expression_padj	SNP-binding	Betweenness_global	Degree_global	Betweenness_in_cluster	Betweenness_out_cluster	Betweenness_enrichment	Degree_in_cluster	Degree_out_cluster	Degree_enrichment	Betweenness_enrichment_pval	Degree_enrichment_pval	fisher_test_OR	fisher_test_pval
LMNB1	ENHA_ZBTB18	True	False	False	1.1666666666666667	0.9018018018018021	2	-0.434969739122538	0.0422253253147413	False											3.426579110361655	1.1321453725772813e-41
LMNB1	ENHA_ZNF460	True	False	False	1.1666666666666667	1.0801801801801805	5	1.21538597859962	5.59628789323162e-05	False											7.14831180298735	5.06127977887665e-91
LMNB1	ENHA_CEBPA	True	False	False	1.1	-0.9810810810810812	31	1.40831619900991	1.6381761926368402e-19	False											2.8677181147095	1.05785715534639e-33
LMNB1	ENHA_NR2F1	True	False	False	1.1333333333333335	0.16846846846846852	11	2.15204275920652	0.261152651338228	False											4.83760231107949	3.81131965357778e-66
LMNB1	ENHA_ESR2	True	False	False	1.1666666666666667	-0.763063063063063	3	3.10191642117498	0.0302281855584287	False											1.29427517147697	0.204282678674008
LMNB1	ENHA_MZF1	True	False	False	1.1	-0.029729729729729648	6	2.70523955303638	7.14341823529132e-60	False											3.30745070112325	1.18182712500551e-35
LMNB1	ENHA_RREB1	True	False	False	1.1333333333333335	0.34684684684684686	12	-0.0735253190793003	0.467070376592638	False											4.98846644765682	7.737261383974721e-57
LMNB1	ENHA_JUN	True	False	False	1.1666666666666667	-0.40630630630630626	34	1.11265479843166	9.128250855418809e-40	False											3.27882280011377	4.4850980218275316e-36
LMNB1	ENHA_KLF4	True	False	False	1.1	-0.327027027027027	16	-4.0236383329462	1.2985292682091302e-211	False											10.661493316404245	1.1291906838493375e-88
LMNB1	ENHA_TP53	True	False	False	1.1666666666666667	0.7828828828828831	92	0.19430270080352	0.0080827699159202	False											3.12009924227053	9.59794736235971e-40
LMNB1	ENHA_TFAP2C	True	False	False	1.1	0.7432432432432434	11	-0.853382865494771	5.1225313213023e-10	False											4.64045745453904	2.99207810558679e-66
LMNB1	ENHA_CLOCK	True	False	False	1.1666666666666667	-0.9414414414414415	3	-1.04774665164378	1.61282064181663e-22	False											2.70164140123578	3.6824322924522203e-17
LMNB1	ENHA_IRF7	True	False	False	1.1	-0.44594594594594594	5	-3.83408099935248	6.50427053228451e-298	False											2.16835252573708	4.88748339062447e-18
LMNB1	ENHA_NFATC3	True	False	False	1.1333333333333335	-0.009909909909909809	2	0.548181206572617	2.53394364796607e-07	False											2.65619060949114	1.39460610167002e-26
LMNB1	ENHA_RFX1	True	False	False	1.1333333333333335	0.28738738738738756	3	0.448877259836791	0.015588998058263	False											2.24400244874632	9.15465304726983e-18
LMNB1	ENHA_TEAD1	True	False	False	1.1666666666666667	0.6639639639639641	10	-3.09819901379961	1.5394834772998e-296	False											3.60641674342361	9.5087814949064e-50
LMNB1	ENHA_SREBF1	True	False	False	1.1666666666666667	0.6045045045045045	15	2.33049101833238	6.57549062582311e-219	False											2.94869736513635	1.2440540156847802e-35
LMNB1	ENHA_MAZ	True	False	False	1.1333333333333335	-0.18828828828828825	7	1.17636897308062	2.95636464524114e-88	False											3.56371568314955	7.76582343849924e-50
LMNB1	ENHA_ZBTB7A	True	False	False	1.1	0.9216216216216218	14	-0.0362829210068259	0.736088995669794	False											3.90841432923879	7.21794341559673e-57
LMNB1	ENHA_IRF1	True	False	False	1.1333333333333335	-0.4855855855855856	50	-4.0231535461388	8.02847625817727e-85	False											7.822249269599229	1.2028289543506077e-56
LMNB1	ENHA_NFE2L1	True	False	False	1.1666666666666667	0.00990990990991003	4	-0.255367602767525	4.44953892701778e-06	False											1.9664391971122899	8.697324263690278e-12
LMNB1	ENHA_ETV5	True	False	False	1.1	-0.7432432432432433	1	-6.35389406734804	2.00081324401449e-38	False											2.86603414029518	2.54819138188298e-28
LMNB1	ENHA_KLF2	True	False	False	1.1666666666666667	-0.34684684684684686	5	2.91214006178269	1.1394009815664e-06	False											6.18406169661929	4.478399451404759e-78
LMNB1	ENHA_EGR1	True	False	False	1.1	-0.8621621621621622	55	-3.04567725393117	0.0	False											4.55003129558301	9.31080598389941e-60
LMNB1	ENHA_ATF3	True	False	False	1.1333333333333335	-1.0801801801801802	19	-0.363412288333933	0.0004899812137875	False											2.43425748176778	1.44072874490908e-17
LMNB1	ENHA_ZNF740	True	False	False	1.1	1.1	2	0.193961958381287	0.0628387066614002	False											5.01821079430301	7.19708234584353e-71
LMNB1	ENHA_FOXO3	True	False	False	1.1	-0.6837837837837839	13	1.24156433831413	4.17412683231984e-59	False											2.327109761741	1.55235870176859e-19
LMNB1	ENHA_NFKB1	True	False	False	1.1	0.08918918918918917	80	-1.14746090520674	3.71257051919243e-33	False											5.60630806195929	1.936940900926761e-76
LMNB1	ENHA_MNT	True	False	False	1.1333333333333335	-0.06936936936936933	2	1.33473747373846	2.7998515649487704e-25	False											2.82928874250439	1.9656538851467412e-20
LMNB1	ENHA_RFX5	True	False	False	1.1666666666666667	0.3072072072072072	1	1.40907204845787	1.98813036760513e-40	False											3.31987997768303	9.04711427999861e-45
LMNB1	ENHA_KLF5	True	False	False	1.1333333333333335	-0.3072072072072072	36	-5.67652439532414	1.21080876011697e-253	False											8.154356199905529	2.4267293355338835e-86
LMNB1	ENHA_NR1D2	True	False	False	1.1	0.14864864864864868	1	0.169407516340098	0.0882087056795906	False											2.50027887650926	9.76196179374988e-24
