promoter	protein	is_enhancer	is_promoter	is_intermediate	X-graph-coord	Y-graph-coord	degree	expression_log2FoldChange	expression_padj	SNP-binding	Betweenness_global	Degree_global	Betweenness_in_cluster	Betweenness_out_cluster	Betweenness_enrichment	Degree_in_cluster	Degree_out_cluster	Degree_enrichment	Betweenness_enrichment_pval	Degree_enrichment_pval	fisher_test_OR	fisher_test_pval
SLC33A1	ENHA_BACH1	True	False	False	1.1	-1.1	6	-1.45059197892293	2.8452302312222497e-33	False											1.1833618281846066	0.0017899708217736
SLC33A1	ENHA_E2F1	True	False	False	1.1666666666666667	-0.7857142857142858	17	-1.58598313818408	1.07173313586322e-50	False											0.355411147385863	1.0374341582928198e-11
SLC33A1	ENHA_PLAG1	True	False	False	1.1666666666666667	0.34571428571428564	2	-6.54340952873669	2.50212753156315e-17	False											0.34092581137247047	9.546179176945296e-15
SLC33A1	ENHA_ELF3	True	False	False	1.1666666666666667	-0.5971428571428572	9	1.20019564579332	1.62568910285003e-17	False											0.481408299829683	3.82193144290247e-07
SLC33A1	ENHA_CEBPA	True	False	False	1.1666666666666667	-0.9742857142857144	19	1.40831619900991	1.6381761926368402e-19	False											0.403992936482735	3.47842070395047e-06
SLC33A1	ENHA_FOXP1	True	False	False	1.1666666666666667	-0.4085714285714286	1	1.23058638748909	9.34625524205785e-17	False											0.446265201222175	9.19759950687875e-16
SLC33A1	ENHA_ZNF24	True	False	False	1.1333333333333335	1.0371428571428574	4	0.796823491162963	3.1275123863905497e-26	False											0.5794860609224265	0.0202781578500388
SLC33A1	ENHA_NR2F1	True	False	False	1.1333333333333335	0.2828571428571429	3	2.15204275920652	0.261152651338228	False											0.367400940044075	2.83286756279044e-22
SLC33A1	ENHA_MEF2C	True	False	False	1.1333333333333335	0.0942857142857143	7	1.46699496505546	0.582772779974055	False											0.740798413029933	0.0045149977104007
SLC33A1	ENHA_BACH2	True	False	False	1.1333333333333335	-1.0371428571428571	2	-5.20526058244285	1.2125975345359101e-14	False											0.794512040349884	0.5000785011503501
SLC33A1	ENHA_IRF7	True	False	False	1.1	-0.15714285714285714	6	-3.83408099935248	6.50427053228451e-298	False											0.734444586483323	0.0246770932400335
SLC33A1	ENHA_SPIB	True	False	False	1.1333333333333335	0.6600000000000001	2	-1.0201436715832	0.760095716867361	False											0.5271148123318035	0.00044752972369495
SLC33A1	ENHA_GABPA	True	False	False	1.1	-0.34571428571428575	6	1.45005565467442	2.0852722753028797e-36	False											0.41482444078915	1.4771883575751437e-09
SLC33A1	ENHA_SOX12	True	False	False	1.1666666666666667	0.5342857142857143	1	4.44475163042496	0.0	False											0.678561279832382	0.0664035003687106
SLC33A1	ENHA_TEAD1	True	False	False	1.1	0.7857142857142858	2	-3.09819901379961	1.5394834772998e-296	False											0.659093286020551	0.16915471618743438
SLC33A1	ENHA_CEBPD	True	False	False	1.1	-0.9114285714285715	5	-1.31700649745662	1.2755748215574602e-15	False											0.563867618041901	0.0002156408489912
SLC33A1	ENHA_HINFP	True	False	False	1.1333333333333335	-0.2828571428571429	1	-0.181229002166889	0.339807468547872	False											0.144162153149173	0.0003502717751414
SLC33A1	ENHA_IRF1	True	False	False	1.1666666666666667	-0.21999999999999997	12	-4.0231535461388	8.02847625817727e-85	False											0.6436269131900285	4.294087591585335e-05
SLC33A1	ENHA_NFIC	True	False	False	1.1666666666666667	0.15714285714285703	2	1.96587754562413	4.1547395769726297e-128	False											0.606414696201756	0.1272819418257518
SLC33A1	ENHA_JUND	True	False	False	1.1666666666666667	-0.03142857142857136	14	1.49686913023121	2.5156694931318598e-49	False											0.814962739852908	0.0140952240433534
SLC33A1	ENHA_YY1	True	False	False	1.1666666666666667	0.9114285714285715	26	-0.538679781895407	1.62040735838636e-12	False											0.47771989145453697	2.3409483336151007e-09
SLC33A1	ENHA_ETV5	True	False	False	1.1	-0.5342857142857144	2	-6.35389406734804	2.00081324401449e-38	False											0.480021734463447	0.021372471555116068
SLC33A1	ENHA_EGR1	True	False	False	1.1	-0.7228571428571429	15	-3.04567725393117	0.0	False											0.363800469120747	2.8307752702790297e-22
SLC33A1	ENHA_FOSL2	True	False	False	1.1333333333333335	-0.47142857142857153	6	-3.0226820248758	1.8258994682084e-290	False											1.018408995016687	0.01505276369965635
SLC33A1	ENHA_PRDM1	True	False	False	1.1	0.4085714285714286	5	-6.53099636690485	2.85150155789745e-13	False											0.563802443614005	6.7672632143134e-09
SLC33A1	ENHA_ZBTB26	True	False	False	1.1	0.9742857142857142	2	-0.0532896782270238	0.821792475560156	False											0.726141698535447	0.12436805594882039
SLC33A1	ENHA_SP2	True	False	False	1.1	0.5971428571428572	3	-0.0147266859935625	0.930346069146716	False											0.174407406294613	3.7131248844758e-64
SLC33A1	ENHA_TCF4	True	False	False	1.1666666666666667	0.7228571428571429	19	-0.234793954519332	0.642460693171194	False											0.390368228924005	3.64696959673132e-11
SLC33A1	ENHA_NFKB1	True	False	False	1.1	0.21999999999999997	29	-1.14746090520674	3.71257051919243e-33	False											0.331194474280934	3.22771525480241e-27
SLC33A1	ENHA_VDR	True	False	False	1.1333333333333335	0.8485714285714285	14	-1.31491948990578	3.43338619897588e-16	False											0.589219306067062	7.26569566411715e-06
SLC33A1	ENHA_JUNB	True	False	False	1.1333333333333335	-0.0942857142857143	11	-2.09178732845927	2.5118998110314602e-87	False											0.798265121541422	0.0001812010309916
SLC33A1	ENHA_CTCF	True	False	False	1.1333333333333335	-0.8485714285714286	4	-0.109990033571817	0.283857674973301	False											0.281882853087531	1.7240513082399917e-20
