edge	fisher_test_edge_OR	fisher_test_edge_pvalue	SNP-path	XYs-edge	druggable
ENHA_TFAP4;EXOSC8	3.78882118364455	1.9712410853091597e-11	False	((1.1, 0.7857142857142858), array([-0.96756369, -0.27039719]))	False
ENHA_JUND;JDP2	6.98536934722305	3.34320634115275e-07	False	((1.1, -0.34571428571428575), array([-0.81303078, -0.47830015]))	False
ENHA_RARA;FOXA1	2.68366524639529	8.74309734466231e-10	False	((1.1666666666666667, 0.3582857142857143), array([-0.40108246,  0.79749238]))	False
ENHA_TFAP4;FOXA1	3.27752128103069	1.26848859403938e-11	False	((1.1, 0.7857142857142858), array([-0.40108246,  0.79749238]))	False
ENHA_AR;FOXA1	3.65691912922915	9.216920034136179e-12	False	((1.1, -1.1), array([-0.40108246,  0.79749238]))	False
ENHA_ZBTB18;PAK1	3.12836763016503	1.4393404789613101e-09	False	((1.1, 0.9365714285714284), array([-0.76430887,  0.36195123]))	False
CSNK2B;ENHA_CLOCK	7.86527946162434	1.67311489638996e-45	False	(array([-0.74935681, -0.63752598]), (1.1333333333333335, -0.9742857142857144))	False
CCNA2;ENHA_TP73	10.5826473143694	1.54551722375511e-71	False	(array([-0.71384913,  0.58066702]), (1.1, 0.8611428571428572))	False
ENHA_AR;LCOR	8.84798385073625	4.35560161074598e-59	False	((1.1, -1.1), array([-0.60890698, -0.83251083]))	False
BRD4;ENHA_AR	4.58684086170767	1.20008883878194e-09	False	(array([-0.66481149,  0.7445991 ]), (1.1, -1.1))	False
ENHA_AR;ZBTB7A	2.86201024061667	0.0005701149233402	False	((1.1, -1.1), array([-0.95753497, -0.11225443]))	False
ENHA_RARA;NSD1	3.93135811013078	8.078678047729579e-11	False	((1.1666666666666667, 0.3582857142857143), array([ 0.98712462, -0.01851534]))	False
ENHA_AR;NSD1	4.58684086170767	1.20008883878194e-09	False	((1.1, -1.1), array([ 0.98712462, -0.01851534]))	False
ENHA_CREB3;SLC2A1	4.98889350632555	0.0155750248376902	False	((1.1, -0.9491428571428573), array([0.43027043, 0.86290365]))	False
ENHA_CREB3;SHMT2	4.98889350632555	0.0155750248376902	False	((1.1, -0.9491428571428573), array([-0.94184339,  0.35898751]))	False
EED;ENHA_TFAP2A	6.86178756382632	3.97421235453278e-48	False	(array([0.94106299, 0.38629255]), (1.1333333333333335, 0.7605714285714285))	False
EED;ENHA_AR	9.54409317297192	1.69429607941172e-66	False	(array([0.94106299, 0.38629255]), (1.1, -1.1))	False
ENHA_AR;ZNF451	5.0462348772224	4.968514161716751e-15	False	((1.1, -1.1), array([-0.96064192,  0.00556189]))	False
ENHA_CEBPA;NFATC4	2.05835581880978	0.0932529548110371	False	((1.1333333333333335, -1.012), array([-0.46709597, -0.85073245]))	False
ENHA_NR3C1;TSG101	4.27742534539846	8.26030289661477e-08	False	((1.1, 0.18228571428571416), array([-0.74340475, -0.59039837]))	False
ENHA_NR3C1;STIP1	4.50935017226877	1.25673130955291e-07	False	((1.1, 0.18228571428571416), array([-0.08313602, -0.97426665]))	False
ENHA_NR3C1;TXN2	9.3657045590397	1.48020612160079e-64	False	((1.1, 0.18228571428571416), array([ 0.17876109, -0.93412679]))	False
BCL11B;ENHA_NR2F1	31.8415740402802	1.3026838825135599e-62	False	(array([0.31431898, 0.84733403]), (1.1333333333333335, 0.15714285714285703))	False
ENHA_SREBF1;ZBTB7C	1.55179588432853	0.38406150673665	False	((1.1666666666666667, 0.6222857142857143), array([-0.96488214,  0.15912539]))	False
ENHA_JDP2;HDAC6	4.28896268392397	2.41057245594105e-09	False	((1.1, -0.38342857142857145), array([0.97923207, 0.12120104]))	False
ENHA_NR3C1;HDAC6	4.90017352208741	9.70108443023843e-13	False	((1.1, 0.18228571428571416), array([0.97923207, 0.12120104]))	False
ENHA_RELB;HDAC6	4.32289887498831	1.18852903985081e-08	False	((1.1, 0.3708571428571428), array([0.97923207, 0.12120104]))	False
ENHA_SREBF1;MED6	12.5840321903278	1.77166428422255e-76	False	((1.1666666666666667, 0.6222857142857143), array([-0.77329969,  0.61532116]))	False
ENHA_FOSL2;RECQL5	2.9194663509011	2.44767852809436e-07	False	((1.1333333333333335, -0.7102857142857144), array([ 0.94168621, -0.29196027]))	False
ENHA_CREB1;RECQL5	2.79570951785667	0.0007109116441035	False	((1.1666666666666667, -0.9617142857142857), array([ 0.94168621, -0.29196027]))	False
ANKRD17;ENHA_FOS	3.75625373491297	1.6764886222726501e-09	False	(array([0.92355174, 0.30008686]), (1.1, -0.7228571428571429))	False
ENHA_ESR2;SRRM2	6.26544457335753	2.30961519281943e-41	False	((1.1666666666666667, -0.7731428571428572), array([-0.08879121,  0.98615324]))	False
PROM_HINFP;SRRM2	6.01854936793653	5.2102516590158404e-39	False	((-1.1, -0.47142857142857153), array([-0.08879121,  0.98615324]))	False
ENHA_ZBTB7B;MORF4L2	6.9173322665708	6.311516627908569e-40	False	((1.1, 0.9742857142857142), array([-0.07898774,  0.85094744]))	False
ENHA_ESR2;PELP1	5.24410261282331	7.25508923982027e-37	False	((1.1666666666666667, -0.7731428571428572), array([-0.33829096, -0.85496747]))	False
ENHA_SIX1;EYA2	5.98139870703345	1.2042896719235399e-36	False	((1.1666666666666667, 0.4714285714285713), array([-0.97538716,  0.21010637]))	False
