edge	fisher_test_edge_OR	fisher_test_edge_pvalue	SNP-path	XYs-edge	druggable
ENHA_ELK4;SIRT7	7.75864389093652	3.32379860224127e-48	False	((1.1333333333333335, -0.7414814814814815), array([-0.97831769, -0.2787883 ]))	False
ENHA_EGR1;JUNB	6.67400530853603	1.6776067945986898e-48	False	((1.1, -0.8066666666666666), array([-0.85007382, -0.44076381]))	False
ENHA_ATF4;JUNB	9.55643650436084	1.84992072942065e-66	False	((1.1333333333333335, -1.0837037037037038), array([-0.85007382, -0.44076381]))	False
ENHA_NFYB;NFYC	9.44863747155275	4.89202078295358e-66	False	((1.1333333333333335, 0.13851851851851849), array([-0.61044574,  0.78630761]))	False
BYSL;ENHA_THAP1	7.67146410467738	1.05368448298469e-52	False	(array([-0.98535  ,  0.1850394]), (1.1333333333333335, 0.8229629629629631))	False
ENHA_THAP1;POLR2L	7.94979709168517	4.8796958125575895e-55	False	((1.1333333333333335, 0.8229629629629631), array([-0.76359953, -0.63826619]))	False
CSNK2B;ENHA_CLOCK	7.86527946162434	1.67311489638996e-45	False	(array([0.43951618, 0.91518881]), (1.1, -0.9533333333333334))	False
CSNK2B;ENHA_TFAP2A	5.74017232114476	1.95639475467135e-24	False	(array([0.43951618, 0.91518881]), (1.1666666666666667, 0.7414814814814816))	False
ENHA_VDR;NR1H2	2.32145120245389	0.0001475070087508	False	((1.1333333333333335, 0.9207407407407411), array([-0.71365488,  0.7039518 ]))	False
ATF7IP;ENHA_CREB1	24.9493467564086	3.40891348616217e-88	False	(array([-0.95586155, -0.19858002]), (1.1333333333333335, -0.9370370370370371))	False
ATF7IP;ENHA_SP1	6.52925376469624	7.038225473037001e-46	False	(array([-0.95586155, -0.19858002]), (1.1, 0.5622222222222224))	False
ENHA_NFYB;NFYA	6.54815428153105	2.05812166114312e-42	False	((1.1333333333333335, 0.13851851851851849), array([0.43973645, 0.85419159]))	False
ENHA_CREB1;NFYA	6.9039755315192	4.80122193592953e-50	False	((1.1333333333333335, -0.9370370370370371), array([0.43973645, 0.85419159]))	False
ENHA_SP1;NFYA	4.65031933075536	2.08809217100068e-32	False	((1.1, 0.5622222222222224), array([0.43973645, 0.85419159]))	False
EIF1AD;ENHA_STAT1	8.77974644567287	1.74049299764295e-60	False	(array([-0.94934044,  0.3641925 ]), (1.1333333333333335, 0.6762962962962964))	False
ENHA_TGIF1;LRIF1	2.82733166406747	3.04751633403879e-05	False	((1.1, 0.8066666666666669), array([-0.97010138, -0.04523004]))	False
ENHA_STAT1;PRKCD	27.638498020707	2.67560023907801e-68	False	((1.1333333333333335, 0.6762962962962964), array([ 0.92084527, -0.35369378]))	False
ENHA_SP1;PRKCD	12.8307601542051	3.6564608891368506e-61	False	((1.1, 0.5622222222222224), array([ 0.92084527, -0.35369378]))	False
ENHA_TCF4;SMARCC2	3.62135767530038	5.82785664222125e-24	False	((1.1, 0.7088888888888891), array([-0.97936936,  0.23401163]))	False
ENHA_REST;SMARCC2	4.16717658656051	4.20199727588851e-29	False	((1.1, 0.4155555555555557), array([-0.97936936,  0.23401163]))	False
ENHA_TCF4;PSEN1	3.20937387153957	3.7188914811996094e-18	False	((1.1, 0.7088888888888891), array([-0.05642416, -0.98681554]))	False
ENHA_ETV1;PSEN1	4.73261973252747	6.240262494335451e-31	False	((1.1666666666666667, -0.6762962962962964), array([-0.05642416, -0.98681554]))	False
ENHA_TCF4;TLE1	4.94540922101347	1.39866082502355e-35	False	((1.1, 0.7088888888888891), array([0.2643527 , 0.83439539]))	False
PROM_SIX2;TLE1	1.33277891435054	0.464081312307989	False	((-1.1, 0.42307692307692313), array([0.2643527 , 0.83439539]))	False
ENHA_TCF4;NR2C2AP	4.63742794650536	1.97721531537739e-32	False	((1.1, 0.7088888888888891), array([ 0.27619255, -0.53685527]))	False
ENHA_NR2C2;NR2C2AP	5.94120056057331	6.556483799228679e-40	False	((1.1333333333333335, 0.18740740740740747), array([ 0.27619255, -0.53685527]))	False
ENHA_TCF4;PRKAA2	14.7609466381938	3.39916886829032e-54	False	((1.1, 0.7088888888888891), array([0.82084603, 0.31327354]))	False
ENHA_TFAP2A;PRKAA2	13.6818743277129	4.656655774310681e-61	False	((1.1666666666666667, 0.7414814814814816), array([0.82084603, 0.31327354]))	False
