promoter	protein	is_enhancer	is_promoter	is_intermediate	X-graph-coord	Y-graph-coord	degree	expression_log2FoldChange	expression_padj	SNP-binding	Betweenness_global	Degree_global	Betweenness_in_cluster	Betweenness_out_cluster	Betweenness_enrichment	Degree_in_cluster	Degree_out_cluster	Degree_enrichment	Betweenness_enrichment_pval	Degree_enrichment_pval	fisher_test_OR	fisher_test_pval
MUS81	ENHA_ZBTB18	True	False	False	1.1	0.9877551020408166	3	-0.434969739122538	0.0422253253147413	False											3.40295420945711	2.2642539149348998e-41
MUS81	ENHA_SNAI2	True	False	False	1.1666666666666667	0.4938775510204083	1	-7.39045172449115	2.3935402877077702e-54	False											8.08609238314746	1.20436027731362e-83
MUS81	ENHA_ZNF460	True	False	False	1.1333333333333335	1.0775510204081633	5	1.21538597859962	5.59628789323162e-05	False											7.14831180298735	5.06127977887665e-91
MUS81	ENHA_ESR2	True	False	False	1.1	-0.763265306122449	12	3.10191642117498	0.0302281855584287	False											2.266403746139015	2.171793896386985e-17
MUS81	ENHA_RREB1	True	False	False	1.1	0.44897959183673475	20	-0.0735253190793003	0.467070376592638	False											4.90834821501352	1.54324786359862e-56
MUS81	ENHA_KLF4	True	False	False	1.1666666666666667	-0.24693877551020404	35	-4.0236383329462	1.2985292682091302e-211	False											9.14968740190269	1.91822999141927e-88
MUS81	ENHA_TFAP2C	True	False	False	1.1	0.8530612244897959	14	-0.853382865494771	5.1225313213023e-10	False											4.56629334968828	2.99207810558679e-66
MUS81	ENHA_TFDP1	True	False	False	1.1333333333333335	0.8755102040816327	11	-1.49951127569777	7.75563052587775e-94	False											2.45676236546497	8.86290502481967e-14
MUS81	ENHA_THAP1	True	False	False	1.1	0.9204081632653063	8	-0.731260560585431	0.000533619784927	False											3.416226810838005	7.70202544372035e-38
MUS81	ENHA_CLOCK	True	False	False	1.1	-1.03265306122449	3	-1.04774665164378	1.61282064181663e-22	False											2.70164140123578	3.6824322924522203e-17
MUS81	ENHA_NFATC3	True	False	False	1.1666666666666667	0.022448979591836782	1	0.548181206572617	2.53394364796607e-07	False											2.65619060949114	1.39460610167002e-26
MUS81	ENHA_HES1	True	False	False	1.1666666666666667	-0.516326530612245	2	-3.39534238338495	1.54205368948807e-57	False											2.54075974301453	1.0056351127137301e-19
MUS81	ENHA_TEAD1	True	False	False	1.1666666666666667	0.763265306122449	8	-3.09819901379961	1.5394834772998e-296	False											3.662497183163215	4.756549250687198e-50
MUS81	ENHA_MAZ	True	False	False	1.1	-0.0897959183673469	6	1.17636897308062	2.95636464524114e-88	False											3.76830994572005	3.882931391458089e-50
MUS81	ENHA_IRF1	True	False	False	1.1666666666666667	-0.3816326530612245	20	-4.0231535461388	8.02847625817727e-85	False											7.822249269599229	1.2028289543506077e-56
MUS81	ENHA_KLF2	True	False	False	1.1	-0.2918367346938776	12	2.91214006178269	1.1394009815664e-06	False											6.3795013012180295	2.2391997257023797e-78
