protein	is_enhancer	is_promoter	is_intermediate	X-graph-coord	Y-graph-coord	degree	expression_log2FoldChange	expression_padj	SNP-binding	Betweenness_global	Degree_global	Betweenness_in_cluster	Betweenness_out_cluster	Betweenness_enrichment	Degree_in_cluster	Degree_out_cluster	Degree_enrichment	Betweenness_enrichment_pval	Degree_enrichment_pval	fisher_test_OR	fisher_test_pval
ENHA_TEAD3	True	False	False	1.1	0.7126760563380283	3	-1.73704433724737	3.162597211463e-40	False											5.10675044158887	6.30527449709525e-32
ENHA_AR	True	False	False	1.1	-1.1	72	0.367597826345658	8.286257086481861e-10	False											6.5464347754540295	5.342935797405745e-37
ENHA_EHF	True	False	False	1.1333333333333335	-0.8985915492957747	3	1.88526498951326	2.4863645701402698e-185	False											18.7914650259479	4.54000863808723e-60
ENHA_ZBTB26	True	False	False	1.1666666666666667	0.9295774647887325	3	-0.0532896782270238	0.821792475560156	False											5.62866448329204	9.53637943809964e-31
ENHA_STAT3	True	False	False	1.1333333333333335	0.5887323943661973	41	-0.13163942522722	0.0914843663541713	False											7.02241733993434	6.03880696307426e-41
ENHA_MAZ	True	False	False	1.1666666666666667	-0.23239436619718312	5	1.17636897308062	2.95636464524114e-88	False											9.86643030376595	3.04265512380837e-59
ENHA_HOXA7	True	False	False	1.1666666666666667	-0.6042253521126761	2	-5.73638898537644	8.91965784328868e-13	False											5.03178537486148	3.6449982937646826e-17
ENHA_GATA6	True	False	False	1.1666666666666667	-0.6971830985915493	2	-1.40403062398768	1.91110113852165e-08	False											5.01134215279864	3.624847492580931e-26
ENHA_TEAD1	True	False	False	1.1333333333333335	0.6816901408450706	3	-3.09819901379961	1.5394834772998e-296	False											11.9453608663154	1.40562879006673e-71
ENHA_KLF4	True	False	False	1.1666666666666667	-0.3718309859154929	10	-4.0236383329462	1.2985292682091302e-211	False											33.2571128961372	7.455391418937302e-53
ENHA_TBX3	True	False	False	1.1666666666666667	0.6042253521126761	1	4.85416731525128	0.0	False											5.72797153072639	3.72949797582905e-41
ENHA_CEBPB	True	False	False	1.1666666666666667	-1.0225352112676056	19	-1.24764079331658	9.42804687986243e-41	False											7.45164559424859	8.37680936224464e-47
ENHA_MYC	True	False	False	1.1666666666666667	-0.13943661971830978	84	0.678826795642739	2.0942350848026002e-26	False											6.026514400570335	1.3568753718868328e-33
ENHA_FOXP1	True	False	False	1.1333333333333335	-0.7591549295774649	3	1.23058638748909	9.34625524205785e-17	False											20.1245487053702	3.22390024835718e-45
ENHA_ZNF143	True	False	False	1.1666666666666667	1.0225352112676056	2	0.199771136687369	0.27348045140562	False											4.48540431007259	2.726138078355975e-06
ENHA_EGR1	True	False	False	1.1	-0.9140845070422536	18	-3.04567725393117	0.0	False											10.334265819725896	3.2508575847117845e-50
ENHA_OVOL1	True	False	False	1.1333333333333335	0.07746478873239449	1	-2.32522884640069	9.25610877048391e-41	False											11.0351788057324	4.0453012150127403e-17
ENHA_MAF	True	False	False	1.1333333333333335	-0.29436619718309853	2	4.90755187657154	5.48369160876712e-20	False											6.008039283250055	1.5706147327914468e-43
ENHA_PRDM1	True	False	False	1.1	0.20140845070422553	5	-6.53099636690485	2.85150155789745e-13	False											6.96662811660465	2.4015098210486e-38
ENHA_KLF11	True	False	False	1.1666666666666667	-0.4183098591549296	4	-0.441334750720284	0.0038049154602967	False											9.889299993924205	6.229293584387136e-62
ENHA_KLF9	True	False	False	1.1666666666666667	-0.32535211267605635	1	0.780085327606089	4.63130065865619e-16	False											36.196301926546	4.97679309368354e-57
ENHA_MITF	True	False	False	1.1666666666666667	-0.18591549295774645	4	-0.96082560983642	0.000310367907514	False											4.814825195049311	8.056637760930282e-28
ENHA_SP4	True	False	False	1.1666666666666667	0.511267605633803	2	-0.817158610473196	7.14173690207365e-06	False											7.990598784518085	4.314895277944762e-50
ENHA_TCF7L2	True	False	False	1.1	0.6661971830985918	11	-1.66318182589027	1.90410966467924e-12	False											8.15718899562146	8.1320880197201e-57
ENHA_NFATC4	True	False	False	1.1333333333333335	-0.10845070422535208	6	-0.710503498140033	0.0854050478704199	False											7.5373858466578305	1.1330442785505885e-52
ENHA_SOX15	True	False	False	1.1666666666666667	0.4183098591549297	1	-4.82721057658409	9.531385000685601e-86	False											5.00710898595701	4.62288525765009e-28
ENHA_MGA	True	False	False	1.1333333333333335	-0.2014084507042253	5	-0.885909347777291	1.2751518779619201e-15	False											5.81919576240176	5.45745761824862e-39
ENHA_HIC2	True	False	False	1.1	-0.6352112676056338	1	-0.742373387918475	0.0050959680607574	False											9.61194590150762	5.82610295555706e-58
ENHA_RBPJ	True	False	False	1.1666666666666667	0.23239436619718323	32	0.115047690168036	0.250723186308428	False											4.500600862185186	3.393115411297631e-21
ENHA_PKNOX1	True	False	False	1.1333333333333335	0.12394366197183104	1	-0.101546903531367	0.592982576263575	False											2.5925405348807	6.61922598692875e-09
ENHA_FOXH1	True	False	False	1.1	-0.7746478873239437	4	7.57122607202611	4.13043947126689e-28	False											4.97925145747536	6.027335580104634e-33
ENHA_JUN	True	False	False	1.1333333333333335	-0.4802816901408451	57	1.11265479843166	9.128250855418809e-40	False											7.13404962490209	4.97177072777158e-47
ENHA_NFKB2	True	False	False	1.1333333333333335	-0.06197183098591541	13	-1.71781633176476	4.4824481230612196e-57	False											7.05792018271818	1.14893619254978e-50
