edge	fisher_test_edge_OR	fisher_test_edge_pvalue	SNP-path	XYs-edge	druggable
DNMT3A;ENHA_ZBTB18	5.05418041764777	9.08022380236921e-18	False	(array([-0.29584363,  0.80775964]), (1.1333333333333335, 0.9826666666666668))	False
ENHA_MLX;MNT	5.57873976641218	1.41477326273739e-05	False	((1.1333333333333335, -0.02933333333333321), array([-0.86973029, -0.36658099]))	False
BAP1;ENHA_KLF5	6.07835248979699	6.43321661352633e-41	False	(array([-0.86176926,  0.02377061]), (1.1333333333333335, -0.2493333333333333))	False
BAP1;ENHA_YY1	11.3259247945656	7.52035623013615e-75	False	(array([-0.86176926,  0.02377061]), (1.1, 0.968))	False
ENHA_KLF5;SMURF2	5.04448156337688	2.43392891030708e-30	False	((1.1333333333333335, -0.2493333333333333), array([-0.97132677,  0.20694965]))	False
ENHA_YY1;SMURF2	11.2242172776852	1.77104501593701e-74	False	((1.1, 0.968), array([-0.97132677,  0.20694965]))	False
ENHA_TWIST1;PPP2CA	4.41703933590172	7.59164481097881e-13	False	((1.1666666666666667, 0.9093333333333335), array([-0.77079409, -0.61828816]))	False
ENHA_VDR;FOXO3	5.67888101834855	2.0653259614113197e-18	False	((1.1333333333333335, 0.9386666666666668), array([-0.7230683 ,  0.55195987]))	False
ENHA_TP53;RPS7	13.3121602982461	6.30976243904918e-84	False	((1.1, 0.8800000000000001), array([-0.60175526, -0.84387183]))	False
ENHA_TP53;MAD2L1BP	13.3121602982461	6.30976243904918e-84	False	((1.1, 0.8800000000000001), array([-0.65688264,  0.74466205]))	False
CDKN2A;ENHA_YY1	11.4991955769511	2.5821726479705802e-73	False	(array([-0.95419204, -0.15188941]), (1.1, 0.968))	False
CDKN2A;ENHA_EGR1	5.4779526923788	8.276593584853e-34	False	(array([-0.95419204, -0.15188941]), (1.1333333333333335, -0.9093333333333334))	False
ENHA_RARA;SKI	4.3403462000945	2.49313117264655e-22	False	((1.1666666666666667, 0.42533333333333334), array([0.47729897, 0.8282153 ]))	False
ENHA_GLI3;SKI	2.96815251755196	6.38399445947329e-08	False	((1.1333333333333335, -0.6013333333333334), array([0.47729897, 0.8282153 ]))	False
ENHA_SOX10;NMI	5.91585721630529	1.2003131645588101e-19	False	((1.1333333333333335, 0.5426666666666669), array([-0.52733898,  0.78752875]))	False
CCND3;ENHA_VDR	2.99175887555973	1.30388603020667e-08	False	(array([-0.95984966,  0.0194089 ]), (1.1333333333333335, 0.9386666666666668))	False
CCND3;ENHA_RARA	2.63504183556323	2.29186786873321e-08	False	(array([-0.95984966,  0.0194089 ]), (1.1666666666666667, 0.42533333333333334))	False
ENHA_TP53;TOP2B	1.23959278484248	0.515334922860621	False	((1.1, 0.8800000000000001), array([ 0.89311105, -0.41827896]))	False
ENHA_RARA;TOP2B	2.20213696421551	0.0026418725956136	False	((1.1666666666666667, 0.42533333333333334), array([ 0.89311105, -0.41827896]))	False
ENHA_GLIS3;SUFU	6.81029951247419	3.1218772456915698e-30	False	((1.1666666666666667, -0.5866666666666667), array([-0.96643817,  0.24569193]))	False
ENHA_ELK4;SIRT7	7.75864389093652	3.32379860224127e-48	False	((1.1, -0.8360000000000001), array([-0.07378419, -0.98065025]))	False
ENHA_GLIS3;ITCH	3.77821206622166	9.35546613245834e-07	False	((1.1666666666666667, -0.5866666666666667), array([ 0.18102215, -0.93830234]))	False
APPBP2;ENHA_KLF11	4.69110159095758	7.94066188571428e-27	False	(array([0.45898119, 0.76177019]), (1.1333333333333335, -0.3373333333333334))	False
APPBP2;ENHA_NFYA	12.3179380881914	6.8802396746873e-80	False	(array([0.45898119, 0.76177019]), (1.1666666666666667, 0.16133333333333333))	False
ENHA_HINFP;SRRM2	4.62751554729076	1.15118083173829e-13	False	((1.1666666666666667, -0.4986666666666667), array([0.84082556, 0.26060107]))	False
ENHA_ESR2;SRRM2	6.26544457335753	2.30961519281943e-41	False	((1.1666666666666667, -0.8066666666666668), array([0.84082556, 0.26060107]))	False
ENHA_SREBF1;LMNA	6.22551767940185	2.87010791657896e-24	False	((1.1666666666666667, 0.6453333333333333), array([-0.79862362,  0.5683406 ]))	False
ENHA_MYC;LMNA	4.59359213317609	4.72727766803074e-06	False	((1.1666666666666667, 0.029333333333333433), array([-0.79862362,  0.5683406 ]))	False
AXIN1;ENHA_ZBTB26	5.62866448329204	2.18280782852782e-25	False	(array([ 0.94709414, -0.26809928]), (1.1666666666666667, 0.9973333333333336))	False
AXIN1;ENHA_MYC	3.72901933719156	7.09008679770811e-05	False	(array([ 0.94709414, -0.26809928]), (1.1666666666666667, 0.029333333333333433))	False
ENHA_NFYC;TRIM27	5.40210464287445	6.83845965804527e-13	False	((1.1333333333333335, 0.19066666666666676), array([ 0.80761981, -0.46529758]))	False
ENHA_NFYA;NFYB	8.75690888375367	8.79008026019405e-19	False	((1.1666666666666667, 0.16133333333333333), array([-0.44590718,  0.87092578]))	False
ENHA_NFYC;NFYB	5.77613820944888	0.0042313706825497	False	((1.1333333333333335, 0.19066666666666676), array([-0.44590718,  0.87092578]))	False
ENHA_MYC;NFYB	4.13496332362997	2.59813086711475e-05	False	((1.1666666666666667, 0.029333333333333433), array([-0.44590718,  0.87092578]))	False
ENHA_MEF2A;MEF2C	9.1598221914692	5.75180275834149e-60	False	((1.1666666666666667, -0.10266666666666668), array([0.54678476, 0.69916087]))	False
ENHA_SP1;MEF2C	13.0118546415722	4.68912248389433e-75	False	((1.1, 0.5720000000000001), array([0.54678476, 0.69916087]))	False
ENHA_SREBF1;MED6	12.5840321903278	1.77166428422255e-76	False	((1.1666666666666667, 0.6453333333333333), array([0.23470028, 0.64918417]))	False
ENHA_EGR1;MED6	5.09228882107848	1.2654565478252e-30	False	((1.1333333333333335, -0.9093333333333334), array([0.23470028, 0.64918417]))	False
ARID2;ENHA_NFYC	7.841488257534	1.43930621933409e-49	False	(array([-0.19575441, -0.90151817]), (1.1333333333333335, 0.19066666666666676))	False
ARID2;ENHA_EGR1	3.43998196601793	5.40292933147636e-12	False	(array([-0.19575441, -0.90151817]), (1.1333333333333335, -0.9093333333333334))	False
ENHA_HIF1A;HIF1AN	6.6788864600923	2.80492148198102e-25	False	((1.1333333333333335, -0.5133333333333334), array([-0.9825924,  0.1718352]))	False
ENHA_NFKB1;HIF1AN	3.4721798940803	2.65786652388633e-09	False	((1.1, 0.13200000000000012), array([-0.9825924,  0.1718352]))	False
ARNT;ENHA_HEY1	4.76691575906571	7.44868752586862e-17	False	(array([ 0.92788452, -0.28402999]), (1.1666666666666667, -0.5426666666666667))	False
ARNT;ENHA_HIF1A	5.17729228120382	1.67068652437409e-14	False	(array([ 0.92788452, -0.28402999]), (1.1333333333333335, -0.5133333333333334))	False
