protein	is_enhancer	is_promoter	is_intermediate	X-graph-coord	Y-graph-coord	degree	expression_log2FoldChange	expression_padj	SNP-binding	Betweenness_global	Degree_global	Betweenness_in_cluster	Betweenness_out_cluster	Betweenness_enrichment	Degree_in_cluster	Degree_out_cluster	Degree_enrichment	Betweenness_enrichment_pval	Degree_enrichment_pval	fisher_test_OR	fisher_test_pval
ENHA_TEAD3	True	False	False	1.1	0.8030674846625769	2	-1.73704433724737	3.162597211463e-40	False											6.15222330062097	7.23649632459915e-26
ENHA_NR2F2	True	False	False	1.1	0.19570552147239262	4	1.53748819540803	3.79515510981433e-47	False											5.06892619311546	2.595108195822007e-23
ENHA_NFIL3	True	False	False	1.1	0.07423312883435584	1	-3.02481289020188	6.77247507855608e-118	False											3.17238983164516	5.630897494914479e-12
ENHA_EHF	True	False	False	1.1666666666666667	-0.8705521472392639	3	1.88526498951326	2.4863645701402698e-185	False											18.7914650259479	4.54000863808723e-60
ENHA_HOXA5	True	False	False	1.1666666666666667	-0.5466257668711657	1	0.226079275894766	0.66960623720912	False											7.17627272958737	1.33296551187361e-35
ENHA_STAT3	True	False	False	1.1333333333333335	0.6950920245398775	43	-0.13163942522722	0.0914843663541713	False											4.97629812028831	3.173474741321e-26
ENHA_RFX3	True	False	False	1.1666666666666667	0.42515337423312904	2	1.29518564494931	2.61532881750928e-09	False											8.373494489113579	6.51642209205301e-59
ENHA_GATA6	True	False	False	1.1333333333333335	-0.6815950920245399	2	-1.40403062398768	1.91110113852165e-08	False											5.01134215279864	3.624847492580931e-26
ENHA_TEAD1	True	False	False	1.1333333333333335	0.776073619631902	4	-3.09819901379961	1.5394834772998e-296	False											11.613864993263501	7.574061349792315e-71
ENHA_KLF4	True	False	False	1.1333333333333335	-0.27668711656441713	10	-4.0236383329462	1.2985292682091302e-211	False											33.2571128961372	7.455391418937302e-53
ENHA_MSX1	True	False	False	1.1666666666666667	-0.060736196319018276	3	4.2854018223603	4.47639393498334e-27	False											8.14300417313155	1.07497989173224e-07
ENHA_TBX3	True	False	False	1.1666666666666667	0.7085889570552149	2	4.85416731525128	0.0	False											5.56013617175509	2.1541307885485092e-36
ENHA_CEBPB	True	False	False	1.1	-0.9785276073619633	15	-1.24764079331658	9.42804687986243e-41	False											10.4341729147092	8.68477713699749e-56
ENHA_MYC	True	False	False	1.1	-0.006748466257668673	64	0.678826795642739	2.0942350848026002e-26	False											6.507727836242665	2.2858341872404599e-38
ENHA_FOXP1	True	False	False	1.1333333333333335	-0.7220858895705522	4	1.23058638748909	9.34625524205785e-17	False											18.663892997187048	1.2908528998761842e-39
ENHA_THRB	True	False	False	1.1	0.9245398773006137	12	1.21953043880219	8.56338194398239e-20	False											6.8708262760342755	4.7391142605021455e-42
ENHA_ZNF143	True	False	False	1.1333333333333335	1.059509202453988	1	0.199771136687369	0.27348045140562	False											4.02421566204115	6.808919618849501e-20
ENHA_EGR1	True	False	False	1.1333333333333335	-0.8840490797546012	12	-3.04567725393117	0.0	False											18.67521144695235	1.521731189920668e-59
ENHA_CREB3L1	True	False	False	1.1666666666666667	-0.9515337423312884	2	1.67464350166631	0.0826521004255046	False											6.7631761580573695	2.6790678419831286e-32
ENHA_MTF1	True	False	False	1.1	-0.04723926380368093	1	-1.1837624874014	1.8464260849660402e-19	False											6.36450438967742	2.1570095611521797e-40
ENHA_PRDM1	True	False	False	1.1666666666666667	0.3441717791411043	5	-6.53099636690485	2.85150155789745e-13	False											6.96662811660465	2.4015098210486e-38
ENHA_KLF11	True	False	False	1.1	-0.33067484662576685	5	-0.441334750720284	0.0038049154602967	False											9.33796605524581	1.2458507419689801e-61
ENHA_NFE2L1	True	False	False	1.1	0.033742331288343586	4	-0.255367602767525	4.44953892701778e-06	False											9.27342234196975	1.401145156725796e-62
ENHA_HES1	True	False	False	1.1666666666666667	-0.6276073619631902	3	-3.39534238338495	1.54205368948807e-57	False											6.82924585557993	7.258575845883699e-35
ENHA_SIX1	True	False	False	1.1666666666666667	0.5061349693251536	2	-2.10531185326911	2.8941233227892204e-15	False											5.9234433681495755	5.928458612322148e-28
ENHA_JDP2	True	False	False	1.1333333333333335	-0.398159509202454	3	-0.440866533589643	0.0002382631203851	False											6.30996401913038	5.89711934557757e-46
ENHA_KLF9	True	False	False	1.1	-0.24969325153374233	1	0.780085327606089	4.63130065865619e-16	False											36.196301926546	4.97679309368354e-57
ENHA_MITF	True	False	False	1.1666666666666667	-0.10122699386503065	5	-0.96082560983642	0.000310367907514	False											4.78775080793142	1.60796003170306e-27
ENHA_TCF7L2	True	False	False	1.1	0.7625766871165647	13	-1.66318182589027	1.90410966467924e-12	False											7.88244159669083	1.0242292428629098e-56
ENHA_KLF15	True	False	False	1.1333333333333335	-0.3171779141104294	5	4.1833301961753	7.76478681528587e-34	False											5.78511460213891	1.7253089736345e-31
ENHA_SOX15	True	False	False	1.1333333333333335	0.5736196319018407	1	-4.82721057658409	9.531385000685601e-86	False											5.00710898595701	4.62288525765009e-28
ENHA_MGA	True	False	False	1.1333333333333335	-0.1147239263803681	8	-0.885909347777291	1.2751518779619201e-15	False											5.77862639329992	1.70115881827933e-36
