protein	is_enhancer	is_promoter	is_intermediate	X-graph-coord	Y-graph-coord	degree	expression_log2FoldChange	expression_padj	SNP-binding	Betweenness_global	Degree_global	Betweenness_in_cluster	Betweenness_out_cluster	Betweenness_enrichment	Degree_in_cluster	Degree_out_cluster	Degree_enrichment	Betweenness_enrichment_pval	Degree_enrichment_pval	fisher_test_OR	fisher_test_pval
ENHA_TEAD3	True	False	False	1.1666666666666667	0.8169590643274853	2	-1.73704433724737	3.162597211463e-40	False											5.777682845276345	0.0049659578368085
ENHA_NFIL3	True	False	False	1.1666666666666667	0.08362573099415194	1	-3.02481289020188	6.77247507855608e-118	False											3.17238983164516	5.630897494914479e-12
ENHA_AR	True	False	False	1.1	-1.1	56	0.367597826345658	8.286257086481861e-10	False											7.6329692756017	1.7704828679785613e-51
ENHA_EHF	True	False	False	1.1333333333333335	-0.8555555555555556	1	1.88526498951326	2.4863645701402698e-185	False											4.61066665460763	1.52056936335444e-24
ENHA_ZBTB26	True	False	False	1.1	0.9842105263157896	2	-0.0532896782270238	0.821792475560156	False											6.79820414851583	4.76818971904982e-31
ENHA_STAT3	True	False	False	1.1	0.7140350877192982	29	-0.13163942522722	0.0914843663541713	False											7.55170266265517	4.3735335858208e-52
ENHA_RFX3	True	False	False	1.1666666666666667	0.4695906432748538	3	1.29518564494931	2.61532881750928e-09	False											8.36246731975799	7.53828297541665e-59
ENHA_GATA6	True	False	False	1.1	-0.5596491228070176	2	-1.40403062398768	1.91110113852165e-08	False											5.01134215279864	3.624847492580931e-26
ENHA_MAZ	True	False	False	1.1333333333333335	-0.12222222222222223	4	1.17636897308062	2.95636464524114e-88	False											9.903474486748655	1.5213398006923896e-59
ENHA_TEAD1	True	False	False	1.1	0.7912280701754386	5	-3.09819901379961	1.5394834772998e-296	False											11.2823691202116	1.3742493909517899e-70
ENHA_KLF4	True	False	False	1.1666666666666667	-0.2637426900584796	10	-4.0236383329462	1.2985292682091302e-211	False											33.2571128961372	7.455391418937302e-53
ENHA_LHX6	True	False	False	1.1333333333333335	-0.1994152046783626	1	-3.92418150476249	1.44600781794889e-15	False											3.51665471301895	0.0074968279915793
ENHA_TBX3	True	False	False	1.1333333333333335	0.7269005847953216	2	4.85416731525128	0.0	False											5.56013617175509	2.1541307885485092e-36
ENHA_NFIC	True	False	False	1.1333333333333335	0.07076023391812858	1	1.96587754562413	4.1547395769726297e-128	False											1.99508604003201	0.135463496544504
