promoter	protein	is_enhancer	is_promoter	is_intermediate	X-graph-coord	Y-graph-coord	degree	expression_log2FoldChange	expression_padj	SNP-binding	Betweenness_global	Degree_global	Betweenness_in_cluster	Betweenness_out_cluster	Betweenness_enrichment	Degree_in_cluster	Degree_out_cluster	Degree_enrichment	Betweenness_enrichment_pval	Degree_enrichment_pval	fisher_test_OR	fisher_test_pval
THRB-AS1	ENHA_ZBTB18	True	False	False	1.1	0.9871794871794872	4	-0.434969739122538	0.0422253253147413	False											1.82524881999657	1.0521757782591081e-05
THRB-AS1	ENHA_SNAI2	True	False	False	1.1	0.535897435897436	1	-7.39045172449115	2.3935402877077702e-54	False											2.4909350978572	1.4943345540218101e-19
THRB-AS1	ENHA_CEBPA	True	False	False	1.1333333333333335	-0.9683760683760685	11	1.40831619900991	1.6381761926368402e-19	False											1.73003122692048	2.6474220391775e-07
THRB-AS1	ENHA_STAT1	True	False	False	1.1666666666666667	0.6863247863247866	113	-4.62037343801228	3.18474888731901e-209	False											2.10627866004746	1.5207910502265902e-14
THRB-AS1	ENHA_MSX1	True	False	False	1.1	-0.08461538461538454	2	4.2854018223603	4.47639393498334e-27	False											1.3862412476429	0.06592394758076005
THRB-AS1	ENHA_NR2F1	True	False	False	1.1	0.1410256410256412	10	2.15204275920652	0.261152651338228	False											2.0421846134329202	1.4088499705441304e-10
THRB-AS1	ENHA_ESR2	True	False	False	1.1333333333333335	-0.7427350427350428	19	3.10191642117498	0.0302281855584287	False											1.77769419474928	4.86363478297449e-10
THRB-AS1	ENHA_IRF5	True	False	False	1.1333333333333335	-0.4042735042735043	6	-1.39163236637464	9.03388222409983e-17	False											1.5289348086677301	0.001095127379972
THRB-AS1	ENHA_MZF1	True	False	False	1.1	-0.028205128205128105	3	2.70523955303638	7.14341823529132e-60	False											1.3441675630204	0.0044213003535365
THRB-AS1	ENHA_JUN	True	False	False	1.1333333333333335	-0.34786324786324785	181	1.11265479843166	9.128250855418809e-40	False											1.5989354025977	2.97409506543473e-05
THRB-AS1	ENHA_KLF4	True	False	False	1.1333333333333335	-0.23504273504273498	7	-4.0236383329462	1.2985292682091302e-211	False											2.54947726552607	2.84303553986844e-17
THRB-AS1	ENHA_TP53	True	False	False	1.1666666666666667	0.9119658119658123	148	0.19430270080352	0.0080827699159202	False											1.879380893604175	2.740891047292765e-08
THRB-AS1	ENHA_TFAP2C	True	False	False	1.1333333333333335	0.8367521367521369	6	-0.853382865494771	5.1225313213023e-10	False											1.34953799107449	0.06300716667056791
THRB-AS1	ENHA_IRF7	True	False	False	1.1666666666666667	-0.38547008547008543	5	-3.83408099935248	6.50427053228451e-298	False											1.61831795732994	1.04509781371221e-06
THRB-AS1	ENHA_NFATC3	True	False	False	1.1333333333333335	-0.009401709401709368	1	0.548181206572617	2.53394364796607e-07	False											1.362986822534	0.0031151624331978
THRB-AS1	ENHA_TEAD1	True	False	False	1.1	0.7615384615384617	20	-3.09819901379961	1.5394834772998e-296	False											1.47327412196455	5.09334889836436e-05
THRB-AS1	ENHA_SREBF1	True	False	False	1.1666666666666667	0.6299145299145301	10	2.33049101833238	6.57549062582311e-219	False											1.69810275418755	5.879048107941976e-07
THRB-AS1	ENHA_ZBTB7A	True	False	False	1.1666666666666667	1.0247863247863251	7	-0.0362829210068259	0.736088995669794	False											1.73695908823666	8.123098334928061e-09
THRB-AS1	ENHA_IRF1	True	False	False	1.1666666666666667	-0.44188034188034186	72	-4.0231535461388	8.02847625817727e-85	False											2.9729663993255	3.471758777158469e-20
THRB-AS1	ENHA_NR4A1	True	False	False	1.1333333333333335	0.21623931623931636	10	-0.313752055108596	0.111151395127448	False											1.4131681919195551	0.0006134260013584999
THRB-AS1	ENHA_NFE2L1	True	False	False	1.1666666666666667	0.009401709401709368	3	-0.255367602767525	4.44953892701778e-06	False											1.27021772784694	0.0322207576042288
THRB-AS1	ENHA_EGR1	True	False	False	1.1666666666666667	-0.8367521367521368	7	-3.04567725393117	0.0	False											2.23189568746946	1.7714522701382301e-15
THRB-AS1	ENHA_ATF3	True	False	False	1.1666666666666667	-1.0623931623931624	15	-0.363412288333933	0.0004899812137875	False											1.34999550473163	0.0152865589304129
THRB-AS1	ENHA_FOSL2	True	False	False	1.1	-0.6487179487179487	2	-3.0226820248758	1.8258994682084e-290	False											1.21695081046918	0.2197861597501742
THRB-AS1	ENHA_ZBTB26	True	False	False	1.1333333333333335	1.0059829059829064	4	-0.0532896782270238	0.821792475560156	False											1.599841985673275	0.0004050187264151947
THRB-AS1	ENHA_POU2F1	True	False	False	1.1333333333333335	0.3290598290598292	27	-0.0730220925286118	0.627787826626805	False											1.68202126926306	2.25227594743132e-06
THRB-AS1	ENHA_NR1D2	True	False	False	1.1333333333333335	0.1034188034188035	1	0.169407516340098	0.0882087056795906	False											1.51608172737657	5.74356449502142e-05
THRB-AS1	ENHA_NFIX	True	False	False	1.1	0.08461538461538476	12	4.61960348876337	0.0	False											1.64919379956901	0.00014406376733170002
THRB-AS1	ENHA_SOX4	True	False	False	1.1333333333333335	0.554700854700855	4	1.48397070715163	3.93966068172735e-73	False											1.2912042412437201	0.08053295981698734
THRB-AS1	ENHA_ELF3	True	False	False	1.1666666666666667	-0.7803418803418805	9	1.20019564579332	1.62568910285003e-17	False											1.72760506675905	3.3194901104923304e-09
THRB-AS1	ENHA_FOXP1	True	False	False	1.1666666666666667	-0.6111111111111112	6	1.23058638748909	9.34625524205785e-17	False											1.7017858489368	6.23268419961247e-08
