edge	fisher_test_edge_OR	fisher_test_edge_pvalue	SNP-path	XYs-edge	druggable
ENHA_NFATC2;PRKCZ	8.57868994458619	1.94086143422894e-32	False	((1.1333333333333335, -0.040243902439024426), array([-0.97397819, -0.24227801]))	False
ENHA_SP1;PRKCZ	8.71316143230693	7.85262292701823e-18	False	((1.1666666666666667, 0.576829268292683), array([-0.97397819, -0.24227801]))	False
ENHA_FOSL2;RPL30	5.12888317866664	4.552484381112651e-19	False	((1.1666666666666667, -0.6707317073170732), array([-0.85518477,  0.10022736]))	False
ENHA_SREBF1;MED6	12.5840321903278	1.77166428422255e-76	False	((1.1333333333333335, 0.6439024390243904), array([-0.53587208,  0.83239698]))	False
CSNK2B;ENHA_CLOCK	7.86527946162434	1.67311489638996e-45	False	(array([-0.96267894,  0.24396408]), (1.1666666666666667, -0.9121951219512195))	False
DDX5;ENHA_SMAD5	6.51604895800212	2.6026686146369e-31	False	(array([-0.74573572, -0.64475094]), (1.1666666666666667, 0.49634146341463414))	False
ELF3;ENHA_EHF	4.61066665460763	1.52056936335444e-24	False	(array([-0.69275438,  0.58541733]), (1.1333333333333335, -0.8048780487804879))	False
ELF3;ENHA_AR	5.58965111478163	8.39428410630325e-28	False	(array([-0.69275438,  0.58541733]), (1.1, -1.1))	False
CHUK;ENHA_SMAD3	9.93325521811622	1.5108332322535799e-30	False	(array([-0.66335349,  0.7440202 ]), (1.1333333333333335, 0.48292682926829267))	False
CCNG1;ENHA_NFATC4	7.95342965690156	5.81163877586877e-53	False	(array([ 0.99323523, -0.03314878]), (1.1666666666666667, -0.02682926829268295))	False
CCNG1;ENHA_TFAP2C	6.23627113775295	4.05250057203082e-21	False	(array([ 0.99323523, -0.03314878]), (1.1333333333333335, 0.8048780487804879))	False
ENHA_ESR2;PELP1	5.24410261282331	7.25508923982027e-37	False	((1.1666666666666667, -0.751219512195122), array([0.9520797, 0.3714688]))	False
ENHA_NFKB1;PELP1	3.67065083254129	1.94403534831734e-20	False	((1.1, 0.06707317073170738), array([0.9520797, 0.3714688]))	False
ENHA_SNAI1;RING1	8.70713394018089	3.0644432460204996e-56	False	((1.1, 0.5097560975609756), array([ 0.9235028 , -0.36924421]))	False
ENHA_E2F6;RING1	6.58408867831912	2.60568453178145e-47	False	((1.1333333333333335, -0.8451219512195123), array([ 0.9235028 , -0.36924421]))	False
ENHA_YY1;YAF2	6.35608768830874	1.27472513232774e-46	False	((1.1, 0.9524390243902441), array([-0.73615527, -0.60479129]))	False
BAP1;ENHA_YY1	11.3259247945656	7.52035623013615e-75	False	(array([-0.06960689, -0.98107129]), (1.1, 0.9524390243902441))	False
ENHA_SMAD5;SMURF2	8.13724022527782	1.95227037997077e-35	False	((1.1666666666666667, 0.49634146341463414), array([ 0.25009874, -0.92100207]))	False
ENHA_YY1;SMURF2	11.2242172776852	1.77104501593701e-74	False	((1.1, 0.9524390243902441), array([ 0.25009874, -0.92100207]))	False
CDKN2A;ENHA_YY1	11.4991955769511	2.5821726479705802e-73	False	(array([0.41280207, 0.80590235]), (1.1, 0.9524390243902441))	False
ENHA_TCF7L2;FOXM1	9.44121782712171	4.79401496994613e-66	False	((1.1666666666666667, 0.7378048780487807), array([ 0.76891647, -0.48367943]))	False
ENHA_SP1;FOXM1	6.50392338040519	9.72035271583861e-37	False	((1.1666666666666667, 0.576829268292683), array([ 0.76891647, -0.48367943]))	False
ENHA_THAP1;PPIG	8.64180777434928	4.3611340148253004e-61	False	((1.1666666666666667, 0.8585365853658538), array([0.8449782 , 0.27896549]))	False
ENHA_TFCP2;PPIG	6.97768134561939	4.7991425916868e-38	False	((1.1, 0.8317073170731708), array([0.8449782 , 0.27896549]))	False
ENHA_SP1;PPIG	6.67790865300097	9.37498130023489e-49	False	((1.1666666666666667, 0.576829268292683), array([0.8449782 , 0.27896549]))	False
CEP70;ENHA_ZNF136	8.62038183160487	3.21448984574062e-60	False	(array([ 0.76271099, -0.67866034]), (1.1, 1.032926829268293))	False
CBX5;ENHA_KLF11	12.6447832863521	1.84471372913305e-69	False	(array([ 0.09263448, -0.87496794]), (1.1, -0.33536585365853655))	False
CBX5;ENHA_ZNF460	13.6097762436731	1.30481781058778e-53	False	(array([ 0.09263448, -0.87496794]), (1.1333333333333335, 1.0865853658536588))	False
CBX5;ENHA_ZNF274	8.71164529000363	3.2896597979415804e-60	False	(array([ 0.09263448, -0.87496794]), (1.1, 1.0731707317073171))	False
CBX5;PROM_ZNF460	8.87171350843981	5.7979177517285e-42	False	(array([ 0.09263448, -0.87496794]), (-1.1, 1.0))	False
ENHA_IRF3;IKBKE	5.78968437114287	1.52418692047053e-26	False	((1.1666666666666667, -0.4292682926829269), array([-0.07747538,  0.98813488]))	False
ENHA_KLF10;KDM5B	12.0218190540095	5.49780774130015e-72	False	((1.1666666666666667, -0.348780487804878), array([-0.57407758,  0.84780941]))	False
ENHA_CTCF;KDM5B	13.3565588069812	1.27564998901524e-79	False	((1.1666666666666667, -0.8719512195121952), array([-0.57407758,  0.84780941]))	False
ENHA_TFAP2C;KDM5B	8.18780033135413	2.15962791117486e-53	False	((1.1333333333333335, 0.8048780487804879), array([-0.57407758,  0.84780941]))	False
ENHA_NFATC2;MEF2D	9.11978183840331	2.4328296162858096e-30	False	((1.1333333333333335, -0.040243902439024426), array([-0.32473668, -0.86414536]))	False
ENHA_SP1;MEF2D	8.19277665546887	9.45078947448073e-59	False	((1.1666666666666667, 0.576829268292683), array([-0.32473668, -0.86414536]))	False
ENHA_MEF2A;MEF2D	9.59255042435575	8.89763707351664e-60	False	((1.1666666666666667, -0.14756097560975612), array([-0.32473668, -0.86414536]))	False
ENHA_TEAD1;MEF2C	11.2823691202116	1.40562879006673e-71	False	((1.1, 0.7512195121951222), array([-0.88466158,  0.05648798]))	False
ENHA_SP1;MEF2C	13.0118546415722	4.68912248389433e-75	False	((1.1666666666666667, 0.576829268292683), array([-0.88466158,  0.05648798]))	False
ENHA_MEF2A;MEF2C	9.1598221914692	5.75180275834149e-60	False	((1.1666666666666667, -0.14756097560975612), array([-0.88466158,  0.05648798]))	False
ENHA_SP4;POU2F1	7.32238944214374	8.629787921219859e-50	False	((1.1666666666666667, 0.6170731707317074), array([0.95441676, 0.23514795]))	False
ENHA_SP1;POU2F1	54.5874009557083	1.05787340127282e-48	False	((1.1666666666666667, 0.576829268292683), array([0.95441676, 0.23514795]))	False
ENHA_TEAD2;POU2F1	9.26776392181625	6.73301070133987e-65	False	((1.1333333333333335, 0.7646341463414634), array([0.95441676, 0.23514795]))	False
ENHA_CREB1;POU2F1	22.4429065073724	3.08877656831056e-87	False	((1.1, -0.8987804878048782), array([0.95441676, 0.23514795]))	False
ENHA_NR3C1;POU2F1	11.8423341136748	5.04381883551356e-75	False	((1.1666666666666667, 0.17439024390243918), array([0.95441676, 0.23514795]))	False
ENHA_CEBPB;HMGA1	11.0910262764206	5.02122003908171e-59	False	((1.1666666666666667, -0.952439024390244), array([-0.82402573,  0.55316749]))	False
ENHA_SP1;HMGA1	26.890694209744	2.3961876813863702e-54	False	((1.1666666666666667, 0.576829268292683), array([-0.82402573,  0.55316749]))	False
