protein	is_enhancer	is_promoter	is_intermediate	X-graph-coord	Y-graph-coord	degree	expression_log2FoldChange	expression_padj	SNP-binding	Betweenness_global	Degree_global	Betweenness_in_cluster	Betweenness_out_cluster	Betweenness_enrichment	Degree_in_cluster	Degree_out_cluster	Degree_enrichment	Betweenness_enrichment_pval	Degree_enrichment_pval	fisher_test_OR	fisher_test_pval
ENHA_TEAD3	True	False	False	1.1666666666666667	0.7682539682539682	2	-1.73704433724737	3.162597211463e-40	False											6.45156795072082	3.152637248547625e-32
ENHA_NR2F2	True	False	False	1.1333333333333335	0.12222222222222223	3	1.53748819540803	3.79515510981433e-47	False											5.63613854033263	1.0315918742425799e-36
ENHA_EHF	True	False	False	1.1	-0.8904761904761905	3	1.88526498951326	2.4863645701402698e-185	False											18.7914650259479	4.54000863808723e-60
ENHA_ZBTB26	True	False	False	1.1666666666666667	0.9777777777777779	2	-0.0532896782270238	0.821792475560156	False											6.79820414851583	4.76818971904982e-31
ENHA_STAT3	True	False	False	1.1333333333333335	0.6984126984126984	23	-0.13163942522722	0.0914843663541713	False											9.79159716132961	3.16760852576173e-64
ENHA_RFX3	True	False	False	1.1666666666666667	0.4015873015873015	3	1.29518564494931	2.61532881750928e-09	False											8.36246731975799	7.53828297541665e-59
ENHA_MAZ	True	False	False	1.1333333333333335	-0.24444444444444446	4	1.17636897308062	2.95636464524114e-88	False											9.903474486748655	1.5213398006923896e-59
ENHA_TEAD1	True	False	False	1.1333333333333335	0.7507936507936508	5	-3.09819901379961	1.5394834772998e-296	False											11.2823691202116	1.3742493909517899e-70
ENHA_NFIC	True	False	False	1.1666666666666667	-0.01746031746031762	1	1.96587754562413	4.1547395769726297e-128	False											5.19437509937563	6.32175606734354e-18
ENHA_KLF4	True	False	False	1.1333333333333335	-0.3492063492063493	9	-4.0236383329462	1.2985292682091302e-211	False											40.5777002046527	1.4773155389816501e-52
ENHA_CEBPB	True	False	False	1.1333333333333335	-1.0301587301587303	15	-1.24764079331658	9.42804687986243e-41	False											10.4341729147092	8.68477713699749e-56
ENHA_THRB	True	False	False	1.1666666666666667	0.873015873015873	9	1.21953043880219	8.56338194398239e-20	False											7.76775562869528	3.83568563578646e-56
ENHA_FOXP1	True	False	False	1.1666666666666667	-0.6984126984126985	3	1.23058638748909	9.34625524205785e-17	False											20.1245487053702	3.22390024835718e-45
ENHA_EGR1	True	False	False	1.1666666666666667	-0.907936507936508	14	-3.04567725393117	0.0	False											14.0249570310189	3.3732455665014902e-59
ENHA_CREB3L1	True	False	False	1.1333333333333335	-0.9777777777777779	2	1.67464350166631	0.0826521004255046	False											6.7631761580573695	2.6790678419831286e-32
ENHA_OVOL1	True	False	False	1.1666666666666667	0.19206349206349205	1	-2.32522884640069	9.25610877048391e-41	False											11.0351788057324	4.0453012150127403e-17
ENHA_HMBOX1	True	False	False	1.1	-0.5761904761904763	11	-0.195240917493415	0.500208531231606	False											6.58256874373801	9.94240651466821e-26
ENHA_PRDM1	True	False	False	1.1	0.26190476190476186	5	-6.53099636690485	2.85150155789745e-13	False											6.96662811660465	2.4015098210486e-38
ENHA_KLF11	True	False	False	1.1	-0.4190476190476191	4	-0.441334750720284	0.0038049154602967	False											9.889299993924205	6.229293584387136e-62
ENHA_NFE2L1	True	False	False	1.1666666666666667	-0.06984126984126982	4	-0.255367602767525	4.44953892701778e-06	False											9.27342234196975	1.401145156725796e-62
ENHA_SIX1	True	False	False	1.1	0.5238095238095237	1	-2.10531185326911	2.8941233227892204e-15	False											5.98139870703345	1.2042896719235399e-36
ENHA_JDP2	True	False	False	1.1666666666666667	-0.48888888888888893	2	-0.440866533589643	0.0002382631203851	False											6.9450884082148	2.9485596769415872e-46
