edge	fisher_test_edge_OR	fisher_test_edge_pvalue	SNP-path	XYs-edge	druggable
ENHA_E2F6;TFDP2	6.2965513231059	1.10536260876164e-45	False	((1.1333333333333335, -0.9346820809248556), array([-0.97689372, -0.25870487]))	False
E2F3;ENHA_TFE3	6.36939060847148	5.59250979342749e-33	False	(array([-0.62416804, -0.7984305 ]), (1.1, 0.8456647398843931))	False
ENHA_HEY1;RPL11	6.80138941768077	1.8130251487083702e-21	False	((1.1, -0.5658959537572255), array([-0.41003102,  0.78517348]))	False
ENHA_MYC;RPL11	5.98042260780105	2.99486641298536e-17	False	((1.1333333333333335, -0.09537572254335269), array([-0.41003102,  0.78517348]))	False
ENHA_ETS1;NCL	7.94414286321112	1.83605342528284e-13	False	((1.1, -0.7947976878612717), array([-0.81668323,  0.29567805]))	False
ENHA_MYC;NCL	5.11726800247097	1.97273302527542e-08	False	((1.1333333333333335, -0.09537572254335269), array([-0.81668323,  0.29567805]))	False
ENHA_CLOCK;PPP1CA	5.92222058519031	8.06339772052179e-16	False	((1.1666666666666667, -0.9982658959537574), array([0.44897512, 0.91320956]))	False
ENHA_MYC;PPP1CA	4.63759422883288	8.32684874497302e-06	False	((1.1333333333333335, -0.09537572254335269), array([0.44897512, 0.91320956]))	False
ATAD2;ENHA_MYC	8.24718570574797	7.766847093734471e-54	False	(array([-0.7681008 ,  0.50612062]), (1.1333333333333335, -0.09537572254335269))	False
ENHA_E2F6;EPC1	5.20560278601087	1.5644886353214699e-30	False	((1.1333333333333335, -0.9346820809248556), array([0.73904616, 0.69541329]))	False
ENHA_MYC;EPC1	7.68153413487986	1.03641349812713e-51	False	((1.1333333333333335, -0.09537572254335269), array([0.73904616, 0.69541329]))	False
CSNK2B;ENHA_CLOCK	7.86527946162434	1.67311489638996e-45	False	(array([-0.61338931, -0.83847523]), (1.1666666666666667, -0.9982658959537574))	False
ENHA_RELB;SMARCB1	4.96688908575001	3.11075004281502e-17	False	((1.1666666666666667, 0.3369942196531792), array([-0.96159583, -0.14107323]))	False
ENHA_RELB;NFKB2	3.75995902474551	0.0001924180083395	False	((1.1666666666666667, 0.3369942196531792), array([ 0.98539937, -0.04081464]))	False
ENHA_PPARG;MAP2K1	5.13273208177962	1.54860563993631e-13	False	((1.1666666666666667, 0.26069364161849706), array([0.47643486, 0.83679491]))	False
CLU;ENHA_PPARG	8.46093832201698	5.8591355567790295e-56	False	(array([-0.94919986,  0.35582113]), (1.1666666666666667, 0.26069364161849706))	False
EGFR;ENHA_PPARG	3.81304387152455	1.94662670969755e-09	False	(array([0.95280057, 0.35091642]), (1.1666666666666667, 0.26069364161849706))	False
ENHA_CREB1;POLR2A	5.51008417441696	2.0810552953428197e-36	False	((1.1, -0.985549132947977), array([-0.96795183, -0.01782423]))	False
ENHA_MYC;POLR2A	5.15088005359105	1.02744675456073e-26	False	((1.1333333333333335, -0.09537572254335269), array([-0.96795183, -0.01782423]))	False
ENHA_HIF1A;HIF1AN	6.6788864600923	2.80492148198102e-25	False	((1.1666666666666667, -0.5404624277456648), array([-0.42663628, -0.87694013]))	False
ENHA_HIF1A;PSMA4	8.86512642751572	1.82864417993632e-18	False	((1.1666666666666667, -0.5404624277456648), array([-0.97257131,  0.25141156]))	False
ENHA_HIF1A;H2AFX	8.86512642751572	1.82864417993632e-18	False	((1.1666666666666667, -0.5404624277456648), array([-0.75805837, -0.5882231 ]))	False
ENHA_HIF1A;PSMA7	8.86512642751572	1.82864417993632e-18	False	((1.1666666666666667, -0.5404624277456648), array([-0.06161949, -0.9819833 ]))	False
CDYL;ENHA_REST	4.19347505827012	1.09148266630462e-21	False	(array([ 0.1595075 , -0.94207323]), (1.1, 0.3497109826589595))	False
CDYL;ENHA_MYC	4.98206164854795	1.87580181193363e-25	False	(array([ 0.1595075 , -0.94207323]), (1.1333333333333335, -0.09537572254335269))	False
ARNT;ENHA_CREB1	4.78667227097145	2.11348367872533e-18	False	(array([-0.94089454, -0.23909962]), (1.1, -0.985549132947977))	False
ARNT;ENHA_HEY1	4.76691575906571	7.44868752586862e-17	False	(array([-0.94089454, -0.23909962]), (1.1, -0.5658959537572255))	False
ARNT;ENHA_HIF1A	5.17729228120382	1.67068652437409e-14	False	(array([-0.94089454, -0.23909962]), (1.1666666666666667, -0.5404624277456648))	False
ATR;ENHA_ETV1	4.30563955861659	2.77749638469028e-20	False	(array([ 0.71244645, -0.54388499]), (1.1333333333333335, -0.7820809248554914))	False
ENHA_HIF1A;UTP23	6.53887133651421	6.94030177971613e-22	False	((1.1666666666666667, -0.5404624277456648), array([0.88591284, 0.07428021]))	False
ENHA_TCF4;PSEN1	3.20937387153957	3.7188914811996094e-18	False	((1.1, 0.7312138728323698), array([ 0.77379298, -0.65620595]))	False
ENHA_ETV1;PSEN1	4.73261973252747	6.240262494335451e-31	False	((1.1333333333333335, -0.7820809248554914), array([ 0.77379298, -0.65620595]))	False
ENHA_TP53;NFKBIA	6.37243846739284	2.1530129380552102e-44	False	((1.1333333333333335, 0.8965317919075144), array([-0.14251347, -0.93144459]))	True
ENHA_NFKB1;NFKBIA	4.49348748678092	1.3867489614593798e-22	False	((1.1333333333333335, 0.01907514450867054), array([-0.14251347, -0.93144459]))	True
ENHA_TP53;RPS3	6.43461043375366	6.93899544111483e-43	False	((1.1333333333333335, 0.8965317919075144), array([0.66925913, 0.6707257 ]))	False
ENHA_NFKB1;RPS3	4.49348748678092	1.3867489614593798e-22	False	((1.1333333333333335, 0.01907514450867054), array([0.66925913, 0.6707257 ]))	False
ENHA_TP53;TSC22D3	6.59934379897537	3.32921322127705e-45	False	((1.1333333333333335, 0.8965317919075144), array([0.93053961, 0.27205884]))	False
ENHA_NFKB1;TSC22D3	4.49348748678092	1.3867489614593798e-22	False	((1.1333333333333335, 0.01907514450867054), array([0.93053961, 0.27205884]))	False
ENHA_NFATC2;USP22	21.1619470641989	7.417591767284701e-16	False	((1.1, -0.0699421965317919), array([-0.48475078,  0.86024994]))	False
CSE1L;ENHA_NFATC2	14.1833284741618	1.4364033387811202e-15	False	(array([-0.04910417,  0.98885727]), (1.1, -0.0699421965317919))	False
ENHA_TP53;MDM4	7.02358315438401	3.3729521534928897e-48	False	((1.1333333333333335, 0.8965317919075144), array([0.67298794, 0.6021409 ]))	False
ENHA_TP53;GTF2H1	7.58141700140545	6.02673854135338e-53	False	((1.1333333333333335, 0.8965317919075144), array([-0.64620644,  0.80310374]))	False
ENHA_TP53;PHB	6.5244888921862	6.970261578884361e-46	False	((1.1333333333333335, 0.8965317919075144), array([-0.23990829,  0.81976628]))	False
ENHA_TP53;NR4A1	3.29620937149206	1.83940996739983e-06	False	((1.1333333333333335, 0.8965317919075144), array([-0.33133206, -0.86743826]))	False
ENHA_TP53;PTK2	3.33068708777048	6.63313679359371e-07	False	((1.1333333333333335, 0.8965317919075144), array([0.96702719, 0.09311145]))	False
ENHA_TP53;HSP90B1	3.52519506665614	6.22574901941707e-11	False	((1.1333333333333335, 0.8965317919075144), array([-0.9891867,  0.1751263]))	False
APEX1;ENHA_TP53	3.33068708777048	6.63313679359371e-07	False	(array([-0.85205477, -0.25553477]), (1.1333333333333335, 0.8965317919075144))	False
ENHA_TP53;MTOR	3.33068708777048	6.63313679359371e-07	False	((1.1333333333333335, 0.8965317919075144), array([ 0.92943674, -0.28498566]))	False
ENHA_TP53;GNL3	3.33068708777048	6.63313679359371e-07	False	((1.1333333333333335, 0.8965317919075144), array([0.95500004, 0.20482427]))	False
ENHA_TP53;SETD7	3.33068708777048	6.63313679359371e-07	False	((1.1333333333333335, 0.8965317919075144), array([-0.87158525,  0.57906353]))	False
ENHA_TP53;PSME3	15.6729857945079	5.37268422051641e-91	False	((1.1333333333333335, 0.8965317919075144), array([0.3245523 , 0.95767331]))	False
ENHA_NFATC2;PRKCZ	8.57868994458619	1.94086143422894e-32	False	((1.1, -0.0699421965317919), array([-0.64206684, -0.76389515]))	False
CRK;ENHA_ATF3	9.10743825606144	3.54578424026168e-54	False	(array([0.9072901 , 0.40064129]), (1.1333333333333335, -1.0872832369942198))	False
CRK;ENHA_TP53	28.9339436710798	7.02500428893564e-106	False	(array([0.9072901 , 0.40064129]), (1.1333333333333335, 0.8965317919075144))	False
APPL1;ENHA_TP53	26.4164191643846	6.12856411377206e-106	False	(array([0.4822    , 0.87236285]), (1.1333333333333335, 0.8965317919075144))	False
ENHA_NFYB;GRB2	5.44209353097507	1.74428321509781e-29	False	((1.1333333333333335, 0.057225433526011615), array([-0.72416383, -0.7713666 ]))	False
ENHA_ETV6;GRB2	5.43461711545881	2.97436904100462e-22	False	((1.1333333333333335, -0.7439306358381503), array([-0.72416383, -0.7713666 ]))	False
ENHA_NFE2L1;WDFY3	3.71095226459711	2.60803960622599e-05	False	((1.1, -0.03179190751445082), array([0.20719773, 0.92680931]))	False
ENHA_SIX1;EYA2	5.98139870703345	1.2042896719235399e-36	False	((1.1666666666666667, 0.4514450867052022), array([0.1841767 , 0.97649533]))	False
CDK4;ENHA_MZF1	8.51886288095102	6.81788158367348e-59	False	(array([ 0.11174308, -0.99052298]), (1.1666666666666667, -0.08265895953757241))	False
CDK4;ENHA_MYC	7.73354751831334	2.85137399208645e-49	False	(array([ 0.11174308, -0.99052298]), (1.1333333333333335, -0.09537572254335269))	False
CBL;ENHA_MZF1	3.4228557961143	9.69471194957429e-06	False	(array([ 0.86128449, -0.38628423]), (1.1666666666666667, -0.08265895953757241))	False
DPF2;ENHA_HMBOX1	6.50943230294085	4.526916051719041e-19	False	(array([0.8112511 , 0.55215251]), (1.1333333333333335, -0.5150289017341041))	False
ENHA_ZNF24;SCAND1	3.68940143539131	2.9836134005678e-14	False	((1.1666666666666667, 1.061849710982659), array([-0.76265037, -0.69874108]))	False
ENHA_MZF1;SCAND1	3.72618137514754	1.36741930075158e-14	False	((1.1666666666666667, -0.08265895953757241), array([-0.76265037, -0.69874108]))	False
PROM_ZNF449;SCAND1	2.51253896036198	2.5378129977914e-08	False	((-1.1666666666666667, 1.010204081632653), array([-0.76265037, -0.69874108]))	False
ENHA_NFYA;NFYB	8.75690888375367	8.79008026019405e-19	False	((1.1, 0.04450867052023111), array([-0.7121281,  0.7637077]))	False
ARID2;ENHA_NFYC	7.841488257534	1.43930621933409e-49	False	(array([ 0.10692164, -0.9294858 ]), (1.1666666666666667, 0.0699421965317919))	False
DYNLL2;ENHA_HMBOX1	6.48743977059164	9.91509216408534e-25	False	(array([-0.93401164,  0.09773164]), (1.1333333333333335, -0.5150289017341041))	False
ENHA_HMBOX1;ZNF688	6.97324564308468	2.02130644481302e-17	False	((1.1333333333333335, -0.5150289017341041), array([0.88436377, 0.52146071]))	False
ENHA_HMBOX1;ZNF587	7.14801654796948	3.61685318628174e-16	False	((1.1333333333333335, -0.5150289017341041), array([-0.910312  , -0.14657825]))	False
DDX6;ENHA_ZNF24	5.62382387284895	3.8532707771726496e-30	False	(array([0.40351775, 0.86065638]), (1.1666666666666667, 1.061849710982659))	False
CCNG1;ENHA_NFATC4	7.95342965690156	5.81163877586877e-53	False	(array([-0.46932924, -0.91544282]), (1.1666666666666667, -0.04450867052023133))	False
CCNG1;ENHA_HMBOX1	6.27420996988228	4.85836198904102e-25	False	(array([-0.46932924, -0.91544282]), (1.1333333333333335, -0.5150289017341041))	False
ENHA_HMBOX1;ZBTB24	7.44155774654107	5.89733499985392e-33	False	((1.1333333333333335, -0.5150289017341041), array([0.78718191, 0.29051411]))	False
ENHA_SMAD5;U2AF2	6.34999728598604	9.27543690691218e-13	False	((1.1333333333333335, 0.476878612716763), array([ 0.31463453, -0.82184762]))	False
ENHA_SMAD3;U2AF2	6.38471993162129	2.99639273474825e-14	False	((1.1, 0.46416184971098273), array([ 0.31463453, -0.82184762]))	False
ENHA_CEBPD;IPO4	5.32430215791038	4.78052553282635e-13	False	((1.1, -1.023699421965318), array([-0.94103736, -0.29254463]))	False
ENHA_PBX1;MEIS1	4.38138113036604	8.91104917754773e-12	False	((1.1, 0.15895953757225434), array([ 0.36977664, -0.92920387]))	False
ENHA_ETS1;MEIS1	8.54560590115398	7.73867185115824e-11	False	((1.1, -0.7947976878612717), array([ 0.36977664, -0.92920387]))	False
